id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2生产，4建筑，6机械，7出现在食谱内，8出现在烹饪台内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,解锁等级(默认是1）,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795烹饪台，150029融合台，201011烘焙箱）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）,标签
23132,铜推手,150712,1031,[33],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11329,3,,11210,5,,12755,5,,,,,,,,,,,,,,,,,,,,,,,,
23133,铝推手,150750,1032,[34],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,12758,3,,11210,5,,12755,5,,,,,,,,,,,,,,,,,,,,,,,,
23134,铜拉手,150713,1033,[35],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11329,3,,11210,5,,12755,5,,,,,,,,,,,,,,,,,,,,,,,,
23135,铝拉手,150752,1034,[36],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,12758,3,,11210,5,,12755,5,,,,,,,,,,,,,,,,,,,,,,,,
23136,传动蜗杆台,150753,1035,[37],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11209,3,,11210,5,,12755,5,,,,,,,,,,,,,,,,,,,,,,,,
23137,铜钻头,150717,1036,[38],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11329,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23138,铝钻头,150745,1037,[39],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,12758,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23139,钛钻头,150744,1038,[40],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11330,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23140,铝木锯,150740,1039,[41],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,12758,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23141,农用收割机,150746,1040,[42],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11209,2,,11210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
23142,一体化收割机,150747,1041,[43],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11330,2,,11210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
23143,置块机,150754,1042,[44],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11209,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23144,自动筑路机,150714,1043,[45],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11330,2,,11210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
23145,自动合成台,150715,1044,[46],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11209,4,,11210,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
23146,焊接枪,11530,1045,[3],[6],[21542],[3],0,,,,1,1,,3,3,0,797,0,11329,2,,12755,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23147,区域焊接枪,11531,1046,[3],[6],[21542],[3],0,,,,1,1,,3,3,0,797,0,12758,3,,12755,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23148,变向扳手,11529,1047,[2],[6],[21542],[3],0,,,,1,1,,3,3,0,797,0,11329,1,,12755,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23149,锰块薄板,542,1616,[30],[4],[128],[5],,ManganeseStep,,ManganeseStep,1,1,,3,3,0,797,0,12614,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23150,高级符文石,11611,1750,,[1],[21569],,,,,,1,1,,3,3,0,797,0,11609,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23151,钢魂密钥,11676,1048,[47],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11675,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23152,苍穹召唤器,13274,1049,[48],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11677,1,,11209,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
23153,坤舆召唤器,13275,1050,[49],[6],[21542],[7],0,,,,1,1,,3,3,0,797,0,11677,1,,11209,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
23154,植物纤维,11226,10,"[7,1]","[0,2]","[21565,21577]",,,,,,1,1,,3,3,0,11000,0,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23155,铁穹圣迹,1989,1048,[4],[4],[21579],[6],0,,,,1,1,,3,3,0,797,0,11675,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23156,铁网围栏,390006,1169,[6],[4],[21534],[5],,,,,1,1,,3,3,0,797,0,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23157,底盘框架,150920,1563,,[6],[21549],,,ChassisFrame,,ChassisFrame,2,1,,3,3,0,797,0,11209,2,,12758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23158,转向悬架,150921,1563,,[6],[21549],,,SteeringSuspension,,SteeringSuspension,1,1,,3,3,0,797,0,11209,1,,12758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23159,普通悬架,150922,1563,,[6],[21549],,,ConventionalSuspension,,ConventionalSuspension,1,1,,3,3,0,797,0,11209,1,,12758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23160,氮气瓶,150926,1563,,[6],[21549],,,NitrogenCylinder,,NitrogenCylinder,1,1,,3,3,0,797,0,11209,1,,1047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23161,激光笔,12739,1565,[3],[2],[21521],[3],,LaserPointer,,LaserPointer,1,1,,3,3,1,797,0,11329,1,,12755,2,,11210,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23162,飞盘,12740,1565,[3],[2],[21521],[3],,Frisbee,,Frisbee,1,1,,3,3,1,797,0,448,1,,12755,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23163,荷包蛋,12744,1060,,"[7,8]",,[1],,PoachedEgg,,PoachedEgg,1,0,,3,3,0,794,200,12743,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23164,鸡窝,1391,231,[8],[2],[21521],[3],,EntityNestBlock,,EntityNestBlock,1,1,,3,3,1,797,0,11226,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23168,纸张,11322,1632,[5],[2],[21577],[1],,Paper,,Paper,1,0,,3,3,0,797,0,11226,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23169,符能粉尘,11516,1,[4],[2],[21599],,,,,,3,0,,3,3,0,797,0,11609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23170,符能粉尘,11516,1,[4],[2],[21599],,,,,,15,0,,3,3,0,797,0,11611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23171,木围栏,534,2461,[6],[4],[21534],[5],,,,,4,1,,3,3,1,797,0,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23172,玉米种子,11689,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,11400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23173,玉米,200141,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23174,青瓜种子,11690,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23175,番薯种子,11691,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23176,水稻种子,11692,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,11404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23177,水稻穗,200150,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23178,独葵,11693,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23179,冰焰双果披萨,200200,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200186,1,,200190,1,,344,1,,12509,1,,,,,,,,,,,,,,,,,,,,,
23180,西瓜沙棘慕斯,200201,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200115,1,,200135,1,,12509,1,,12511,1,,,,,,,,,,,,,,,,,,,,,
23181,阳光青提舒芙蕾,200202,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200180,1,,344,1,,12509,1,,12743,1,,,,,,,,,,,,,,,,,,,,,
23182,彩虹草莓千层,200203,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200173,1,,344,1,,12509,1,,12743,1,,,,,,,,,,,,,,,,,,,,,
23183,汉堡,200204,1060,,"[7,8]",,[1],,,,,1,0,,3,3,1,201011,100,12513,1,,344,1,,200144,1,,200119,1,,,,,,,,,,,,,,,,,,,,,
23184,青瓜鸡蛋饼,200205,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200144,1,,12743,1,,344,1,,12509,1,,,,,,,,,,,,,,,,,,,,,
23185,浆果松饼,200206,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200112,2,,344,1,,12509,1,,,,,,,,,,,,,,,,,,,,,,,,
23186,独葵蜂蜜饼干,200207,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200153,2,,12511,1,,344,1,,,,,,,,,,,,,,,,,,,,,,,,
23187,葡萄干吐司,200208,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200138,2,,200150,1,,11049,1,,,,,,,,,,,,,,,,,,,,,,,,
23188,草莓蛋糕,200209,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200129,1,,344,1,,12509,1,,12743,1,,,,,,,,,,,,,,,,,,,,,
23189,牛角包,200210,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,344,2,,12743,1,,11049,1,,,,,,,,,,,,,,,,,,,,,,,,
23190,面包,200211,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,344,1,,12743,2,,11049,1,,,,,,,,,,,,,,,,,,,,,,,,
23191,超级米发糕,200212,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200170,1,,200156,1,,344,1,,12509,1,,,,,,,,,,,,,,,,,,,,,
23192,日光番茄佛卡夏,200213,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200167,1,,200112,1,,344,1,,11049,1,,,,,,,,,,,,,,,,,,,,,
23193,胡萝卜南瓜盅,200214,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200122,1,,200125,1,,200150,1,,11049,1,,,,,,,,,,,,,,,,,,,,,
23194,莲藕核桃糕,200215,1060,,"[7,8]",,[1],,,,,1,0,,3,3,0,201011,100,200132,1,,12603,1,,200150,1,,11049,1,,,,,,,,,,,,,,,,,,,,,
23195,迷拉币,11996,1633,[5],[2],[21577],[1],,,,,64,0,,3,3,0,11000,0,11997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23196,一袋迷拉币,11997,1634,[5],[2],[21577],[1],,,,,1,0,,3,3,0,11000,0,11996,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23197,木制花洒,11628,1008,[18],[2],[21571],"[1,2]",,,,,1,0,,3,3,1,797,0,11323,3,,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23198,铁制花洒,11760,1008,[18],[2],[21571],"[1,2]",,,,,1,0,,3,3,1,797,0,11209,2,,632,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23199,钛制花洒,11761,1008,[18],[2],[21571],"[1,2]",,,,,1,0,,3,3,1,797,0,11330,2,,632,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23200,初级丰硕肥料,11762,1608,[10],[2],[21573],,,,,,1,0,,3,3,0,797,0,11311,1,,11226,3,,11307,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23201,中级丰硕肥料,11763,1608,[10],[2],[21573],,,,,,1,0,,3,3,0,797,0,11311,2,,11226,5,,11307,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23202,餐盘,200160,109,[30],[4],[21557],[6],,,,,1,0,,3,3,1,797,0,12756,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23203,野餐篮,200161,109,[30],[4],[21557],[6],,,,,1,0,,3,3,1,797,0,11226,5,,11323,3,,11307,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
23204,粗制洒水器,200163,1008,[18],[2],[21571],"[1,2]",,,,,1,0,,3,3,1,797,0,11329,3,,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23205,标准洒水器,200164,1008,[18],[2],[21571],"[1,2]",,,,,1,0,,3,3,1,797,0,12758,3,,11330,1,,12755,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
23206,加强洒水器,200165,1008,[18],[2],[21571],"[1,2]",,,,,1,0,,3,3,1,797,0,12759,3,,11203,1,,12755,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
23207,木餐盘,200216,109,[30],[4],[21557],[6],,,,,1,0,,3,3,1,797,0,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23208,高脚餐盘,200217,109,[30],[4],[21557],[6],,,,,1,0,,3,3,1,797,0,11210,2,,11305,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23209,攀藤架,153000,1051,[2],[2],[21573],[4],,,,,1,0,,3,3,0,797,0,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23210,囤积箱,200221,109,[30],[4],[21557],[6],,,,,1,0,,3,3,1,797,0,11323,6,,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23211,囤积桶,200222,109,[30],[4],[21557],[6],,,,,1,0,,3,3,1,797,0,11323,6,,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23212,玉米垛,200220,1196,[1],[4],[21582],,,,,,1,0,,3,3,0,797,0,200141,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23213,镂空散热铁块,150913,2528,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23214,格纳铁块,150914,2528,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23215,警示散热铁块,150915,2528,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23216,无缝铁块,150916,2528,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23217,警示铁块,150917,2528,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23218,花纹岩石砖,504,1151,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,104,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23219,龙纹石块,683,1151,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11627,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23220,斜纹黑石块,684,1152,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,11627,3,,11074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23221,浅色几何瓷砖,390013,1418,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,12756,2,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23222,杏色宫廷瓷砖,390014,1418,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,12756,2,,11541,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23223,蓝色条纹瓷砖,390015,1418,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,12756,2,,11503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23224,纯白釉面瓷砖,390017,1418,[5],[4],[21544],,,,,,1,0,,3,3,0,797,0,12756,2,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23225,蜡烛灯,200371,10,[3],[4],[21522],,,,,,1,0,,3,3,0,797,0,11201,2,,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23226,书柜,820,1601,[1],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,6,,11209,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23227,红色战旗,919,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,
23228,蓝色战旗,920,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11532,1,,,,,,,,,,,,,,,,,,,,,,,,
23229,绿色战旗,921,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11547,1,,,,,,,,,,,,,,,,,,,,,,,,
23230,黄战旗,922,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11504,1,,,,,,,,,,,,,,,,,,,,,,,,
23231,橙色战旗,923,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11537,1,,,,,,,,,,,,,,,,,,,,,,,,
23232,紫色战旗,924,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11542,1,,,,,,,,,,,,,,,,,,,,,,,,
23233,白色战旗,925,1200,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,2,,11307,1,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,
23234,烘焙箱,201011,225,,[2],[21574],,,,,,1,0,,3,3,0,797,0,104,6,,632,1,,11209,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23235,饺子,200223,1060,,"[7,8]",,[1],,,,,1,0,,3,3,1,201011,100,344,2,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23236,汤圆,200224,1060,,"[7,8]",,[1],,,,,3,0,,3,3,0,201011,100,200150,2,,11326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23237,仓鼠轮,150931,2342,[2],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,2,,632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23238,宠物小窝,150935,2342,[2],[4],[21579],,,,,,1,0,,3,3,0,797,0,14016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23239,宠物小屋,150936,2342,[2],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,6,,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23240,田园衣柜,201501,2529,[7],[4],[21584],,,,,,1,0,,3,3,0,797,0,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23241,田园木箱,201502,2530,[7],[4],[21584],,,,,,1,0,,3,3,0,797,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23242,田园门,201503,2531,[7],[4],[21533],,,,,,1,0,,3,3,0,797,0,11323,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23243,田园装饰窗,201504,2532,[3],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,2,,632,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23244,田园阶梯,201505,2533,[8],[4],[21586],,,,,,1,0,,3,3,0,797,0,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23245,田园木椅,201506,2534,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23246,纯白坐垫,201507,2535,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,11307,2,,12600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23247,田园单人床,201508,2536,[5],[4],[21532],,,,,,1,0,,3,3,0,797,0,11323,3,,11307,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
23248,红色方桌,201509,2537,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,3,,12600,1,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,
23249,田园壁灯,201510,2538,[7],[4],[21522],,,,,,1,0,,3,3,0,797,0,11329,2,,632,1,,11201,1,,,,,,,,,,,,,,,,,,,,,,,,
23250,白布窗帘,201511,2539,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,12600,2,,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23251,田园壁炉,201512,2540,[7],[4],[21522],,,,,,1,0,,3,3,0,797,0,104,4,,11323,2,,1200,1,,,,,,,,,,,,,,,,,,,,,,,,
23252,田园地毯,201513,2541,[3],[4],[21582],,,,,,1,0,,3,3,0,797,0,12600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23254,砖石路,201515,2543,[3],[4],[21582],,,,,,1,0,,3,3,0,797,0,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23255,白色花盆,201516,2544,[3],[4],[21582],,,,,,1,0,,3,3,0,797,0,12756,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23258,橙色斜板屋顶,201519,2547,[8],[4],[21588],,,,,,3,0,,3,3,0,797,0,11323,6,,11541,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23259,白色波纹墙块,201520,2548,[7],[4],[21544],,,,,,3,0,,3,3,0,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23260,田园地板,201521,2549,[7],[4],[21544],,,,,,1,0,,3,3,0,797,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23261,紫色斜板屋顶,201522,2550,[8],[4],[21588],,,,,,3,0,,3,3,0,797,0,11323,6,,11510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23262,白色花点墙块,201523,2551,[7],[4],[21544],,,,,,3,0,,3,3,0,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23263,白色粉花点墙块,201524,2552,[7],[4],[21544],,,,,,3,0,,3,3,0,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23264,白色黄花点墙块,201525,2553,[7],[4],[21544],,,,,,3,0,,3,3,0,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23265,白色绿菱墙块,201526,2554,[7],[4],[21544],,,,,,3,0,,3,3,0,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23266,白色紫菱墙块,201527,2555,[7],[4],[21544],,,,,,3,0,,3,3,0,797,0,11323,6,,11500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23267,蓝白坐垫,201528,2556,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,12600,3,,11503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23268,蓝色花盆,201529,2557,[3],[4],[21582],,,,,,1,0,,3,3,0,797,0,12756,2,,11503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23269,红色花盆,201530,2558,[3],[4],[21582],,,,,,1,0,,3,3,0,797,0,12756,2,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23270,黄色方桌,201531,2559,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,3,,12600,1,,11504,1,,,,,,,,,,,,,,,,,,,,,,,,
23271,蓝色方桌,201532,2560,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,3,,12600,1,,11503,1,,,,,,,,,,,,,,,,,,,,,,,,
23272,绿色方桌,201533,2561,[5],[4],[21579],,,,,,1,0,,3,3,0,797,0,11323,3,,12600,1,,11513,1,,,,,,,,,,,,,,,,,,,,,,,,
23275,小份烤蔬菜,550029,1050,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23276,中份烤蔬菜,550030,1050,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,,
23277,大份烤蔬菜,550031,1050,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,
23278,小份烤肉煲,550032,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23279,小份烤肉煲,550032,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23280,小份烤肉煲,550032,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23281,中份烤肉煲,550033,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,
23282,中份烤肉煲,550033,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23283,中份烤肉煲,550033,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23284,中份烤肉煲,550033,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23285,大份烤肉煲,550034,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12513,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,
23286,大份烤肉煲,550034,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12513,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23287,大份烤肉煲,550034,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12513,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23288,大份烤肉煲,550034,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12513,1,,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23289,大份烤肉煲,550034,1051,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12496,1,,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23290,小份烤制菜肉,550035,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23291,小份烤制菜肉,550035,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
