ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，31对象，32角色，33实体，34投掷物，35掉落物，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],"3.0组件场景筛选（-3 完全不显示,-2 只在选择器中使用,-1 全显示,0 实体 ，1  生物，2  玩家， 3 世界，4 空对象，5 方块5，6 UI，7 道具，8 状态，9 地形，11 配方，12 方块材质，13 熔炼编辑，14 区域，15 投掷物，16 位置，17 掉落物，1001 持续效果，1002 瞬时效果）",传参[string],左右值标记[整型]1常量0变量,返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,创建的版本,,,
60504004,生物的行为树黑板值,4,4,4,1,获取%1的%2 %3,5,-1,,1,,1031|1|0,3|80006,1210|1|0,,3142|1|0,,,,,,,,,,,,,,,,,,0,,,1,1.50.0,1011,,
70001,生物的位置,4,4,4,1,%1的位置,,暂时不要,,1,3,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1012,,
70005,生物面向的角度,4,4,4,1,%1面向的角度,,暂时不要,,1,6,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1013,,
70007,生物的模型角度,4,4,4,1,%1 模型%2的角度,,暂时不要,,1,6,1031|1|0,,1147|1|2,5|1480001,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1014,,
70006,生物的类型名,4,4,4,1,%1的类型名,,暂时不要,,1,11,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1015,,
70017,生物的外观,4,4,4,1,%1的外观,,暂时不要,,1,59,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1016,,
70012,生物的队伍,4,4,4,1,%1的队伍,,暂时不要,,1,22,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,1.42.0,1017,,
300003,服务器获取的数值,4,19,4,0,服务器获取的数值,,暂时不要,,1,6,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1018,,
300004,服务器获取的字符串,4,19,4,0,服务器获取的字符串,,暂时不要,,1,11,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1019,,
300005,服务器获取的布尔值,2,19,2,1,服务器获取的布尔值,,暂时不要,,1,13,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1020,,
300006,服务器获取的玩家,4,19,4,1,服务器获取的玩家,,暂时不要,,1,17,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1021,,
300009,服务器获取的生物,4,19,4,1,服务器获取的生物,,暂时不要,,1,30,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,1.42.0,1022,,
300010,服务器获取的生物类型,4,19,4,1,服务器获取的生物类型,,暂时不要,,1,31,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,1.42.0,1023,,
70016,生物组,4,4,4,1,生物组%1,,暂时不要,,1,52,1033|1|0,,,,,,,,,,,,,,,,,,,,,,,,307402,1,1.42.0,1024,,
10051,获取方块类型坐标,4,5,4,1,获取距离%1最近%2坐标，向XYZ轴搜索半径为%3个方块,,-1,,1,3,1048|1|0,,1025|1|0,2|200,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,307403,1,1.42.0,1025,,
90027,蓝图,4,5,4,1,蓝图%1,,-2,,1,52,1107|1|0,,,,,,,,,,,,,,,,,,,,,,,,306672,1,1.42.0,1026,,
140003,方块类型名,4,5,4,1,%1的类型名,,暂时不要,,1,11,1025|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,1027,,
60507001,方块类型名,4,5,4,1,%1的%2,,-1,,1,11,1025|1|0,,3051|1|2,5|3510001,,,,,,,,,,,,,,,,,,,0,,306673,1,1.44.0,1028,,
140004,方块类型描述,4,5,4,1,%1的插件描述,,暂时不要,,1,11,1025|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,1029,,
140005,方块类型的外观,4,5,4,1,%1的外观,,-1,,1,59,1025|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306674,1,1.42.0,1030,,
300007,服务器获取的方块类型,4,19,4,1,服务器获取的方块类型,,暂时不要,,1,24,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,1.42.0,1031,,
221001,检测 区域相似度,4,5,4,1,检测区域相似度:原始区域%1 目的地起点%2检测模式%3,,暂时不要,,1,6,1001|1|0,,1002|1|0,,1094|1|0,5|820001,,,,,,,,,,,,,,,,,2,,306160,1,1.42.0,1032,,
221003,区域内总方块数量,4,5,4,1,获取%1内总方块数量,,暂时不要,,1,6,1001|1|0,,,,,,,,,,,,,,,,,,,,,,3,,306161,1,1.42.0,1033,,
140001,方块类型,4,5,4,1,方块类型%1,,-2,,1,52,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,306675,1,1.42.0,1034,,
10041,随机方块类型,4,5,4,1,随机方块类型,,-1,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,306676,1,1.42.0,1035,,
40009,事件中的方块类型,4,5,4,1,事件中的方块类型,,-1,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,306677,1,1.42.0,1036,,
40010,最后创建的方块类型,4,5,4,1,最后创建的方块类型,,-2,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,306678,1,1.42.0,1037,,
100007,指定位置的方块类型,4,5,4,1,%1的方块类型，位置在%2,,-1,,1,24,1002|1|0,,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,,,,,306679,1,1.42.0,1038,,
10015,射线打到的方块类型,4,5,4,1,从%1向%2发射%3格的射线打到的方块类型,,-1,,1,24,1002|1|0,,1003|1|2,5|20001,1005|1|0,1|10,,,,,,,,,,,,,,,,,,,306680,1,1.42.0,1039,,
220001,方块类型组中指定编号的方块类型,4,5,4,1,%1中编号为%2的方块类型,,-1,,0,24,1067|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306681,1,1.42.0,1040,,
220002,方块类型组中的随机方块类型,4,5,4,1,%1中的随机方块类型,,-1,,1,24,1067|1|0,,,,,,,,,,,,,,,,,,,,,,,,306682,1,1.42.0,1041,,
221002,区域内方块类型组,4,5,4,1,获取%1内方块类型组,,-1,,1,66,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306683,1,1.42.0,1042,,
60507002,所有方块类型,4,5,4,1,所有方块类型,,暂时不要,,1,66,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,1043,,
221004,区域内指定类型方块数量,4,5,4,1,获取%1内方块类型为%2的数量,,-1,,1,6,1001|1|0,,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,306684,1,1.42.0,1044,,
140002,方块类型组,4,5,4,1,方块类型组%1,,-2,,1,60,1067|1|0,,,,,,,,,,,,,,,,,,,,,,,,306685,1,1.42.0,1045,,
60508004,道具类型的外观,4,6,4,1,%1的外观,,-1,,1,59,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,306686,1,1.44.0,1046,,
10055,方块类型转换为道具类型,4,6,4,1,%1转换为道具类型,,暂时不要,,1,27,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,1047,,
60508001,任意值转换为道具类型,4,6,4,1,%1%2转换为道具类型,,-1,,1,27,3082|1|2,5|3820001,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,306687,1,1.44.0,1048,,
10056,道具类型转换为方块类型,4,6,4,1,%1转换为方块类型,,暂时不要,,1,24,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,1049,,
60508002,道具类型转换为任意值,4,6,4,1,%1转换为%2,,-1,,1,24,1028|1|0,2|200,3093|1|2,5|3930001,,,,,,,,,,,,,,,,,,,0,,306688,1,1.44.0,1050,,
90019,道具类型描述,4,6,4,1,%1的插件描述,,暂时不要,,1,11,1028|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,1051,,
90020,道具的属性,4,6,4,1,%1的%2,,-1,,1,6,1028|1|0,2|12005,1099|1|0,5|680001,,,,,,,,,,,,,,,,,,,0,,306689,1,1.42.0,1052,,
300008,服务器获取的道具类型,4,19,4,1,服务器获取的道具类型,,暂时不要,,1,27,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,1.42.0,1053,,
90004,道具的类型名,4,6,4,1,%1的类型名,,暂时不要,,1,11,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,306690,1,1.42.0,1054,,
60508003,道具的类型名,4,6,4,1,%1的%2,,-1,,1,11,1028|1|0,2|200,3051|1|2,5|3510001,,,,,,,,,,,,,,,,,,,,,,,1.44.0,1055,,
60508005,触发效果的道具类型,4,6,4,1,触发效果的道具类型,,1002,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46.50,1056,,
90001,掉落物的位置,4,6,4,1,%1的位置,,暂时不要,,0,3,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1057,,
90002,掉落物的数量,4,6,4,1,%1的数量,,-1,,1,6,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,306691,1,1.42.0,1058,,
60508006,掉落物的道具格子属性,4,6,4,1,%1的%2,,-1,,1,6,1030|1|0,,3130|1|2,5|4300002,,,,,,,,,,,,,,,,,,,,,306436,1,1.48.0,1059,,
90009,道具类型,4,6,4,1,道具类型%1,,-2,,1,52,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,306692,1,1.42.0,1060,,
90018,最后创建的道具类型,4,6,4,1,最后创建的道具类型,,-1,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,306693,1,1.42.0,1061,,
90014,事件中的道具类型,4,6,4,1,事件中的道具类型,,-1,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,306694,1,1.42.0,1062,,
60510001,事件中的投掷物类型,4,6,4,1,事件中的投掷物类型,,-1,,1,28,,,,,,,,,,,,,,,,,,,,,,,,,306695,1,1.42.0,1063,,
60508007,投掷物的道具格子属性,4,6,4,1,%1的%2,,-1,,1,6,1044|1|0,,3130|1|2,5|4300002,,,,,,,,,,,,,,,,,,,,,306437,1,1.48.0,1064,,
90008,掉落物的类型,4,6,4,1,%1的类型,,-1,,1,27,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,306696,1,1.42.0,1065,,
90013,随机道具类型,4,6,4,1,随机道具类型,,-1,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,306697,1,1.42.0,1066,,
230001,道具类型组中指定编号的道具类型,4,6,4,1,%1中编号为%2的道具类型,,-1,,0,27,1068|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306698,1,1.42.0,1067,,
230002,道具类型组中的随机道具类型,4,6,4,1,%1中的随机道具类型,,-1,,1,27,1068|1|0,,,,,,,,,,,,,,,,,,,,,,,,306699,1,1.42.0,1068,,
90017,事件中的道具数量,4,6,4,1,事件中的道具数量,,-1,,1,6,,,,,,,,,,,,,,,,,,,,,,,,95,306700,1,1.42.0,1069,,
90015,触发事件的投掷物,4,6,4,1,触发事件的投掷物,,-1,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,306701,1,1.42.0,1070,,
280001,随机投掷物类型,4,6,4,1,随机投掷物类型,,-1,,1,28,,,,,,,,,,,,,,,,,,,,,,,,95,306702,1,1.42.0,1071,,
90016,事件中的掉落物,4,6,4,1,事件中的掉落物,,-1,,1,29,,,,,,,,,,,,,,,,,,,,,,,,,306703,1,1.42.0,1072,,
90012,道具类型组,4,6,4,1,道具类型组%1,,-2,,1,60,1068|1|0,,,,,,,,,,,,,,,,,,,,,,,,306704,1,1.42.0,1073,,
90021,投掷物,4,6,4,1,投掷物%1,,-2,,1,52,1044|1|0,,,,,,,,,,,,,,,,,,,,,,,,306705,1,1.42.0,1074,,
90022,投掷物类型,4,6,4,1,投掷物类型%1,,-2,,1,52,1029|1|0,,,,,,,,,,,,,,,,,,,,,,,,306706,1,1.42.0,1075,,
60508008,箱子里道具的格子属性,4,6,4,1,%1上箱子里的第%2个格子的%3，位置在%4,,-1,,1,6,1002|1|0,3|40003,1005|1|0,1|1,3130|1|2,5|4300002,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,306438,1,1.48.0,1076,,
60508009,箱子里道具的类型,4,6,4,1,%1上箱子里的第%2个格子的道具类型，位置在%3,,-1,,1,27,1002|1|0,3|40003,1005|1|0,1|1,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,,,306439,1,1.48.0,1077,,
20001,数值运算,4,10,4,0,%1%2%3,,-1,,1,6,3009|1|0,1|0,1017|1|2,5|130001,3009|1|0,1|0,,,,,,,,,,,,,,,,,,,306707,1,1.42.0,1078,,
20020,高级四则运算,4,10,4,1,%1%2%3,,-1,,1,6,3009|1|0,1|0,1017|1|2,5|130001,3009|1|0,1|0,,,,,,,,,,,,,,,,,,95,306708,1,1.42.0,1079,,
20003,随机数,4,10,4,0,生成随机数:%1至%2,,-1,,1,6,1005|1|0,1|1,1005|1|0,1|10,,,,,,,,,,,,,,,,,,,,,306709,1,1.42.0,1080,,
20015,取整,4,10,4,0,%2%1,,-1,,1,6,3009|1|0,1|1,1009|1|2,5|70002,,,,,,,,,,,,,,,,,,,,95,306710,1,1.42.0,1081,,
20011,绝对值,4,10,4,0,%1的绝对值,,暂时不要,,1,6,1005|1|0,1|-1,,,,,,,,,,,,,,,,,,,,,,,,,1.44.0,1082,,
60524001,绝对值,4,10,4,0,%1 %2,,-1,,1,6,3040|1|2,5|3400001,3009|1|0,1|-1,,,,,,,,,,,,,,,,,,,,95,306711,1,1.44.0,1083,,
20004,最大值,4,10,4,0,%1与%2的%3,,-1,,1,6,3009|1|0,1|1,3009|1|0,1|10,1015|1|2,5|110001,,,,,,,,,,,,,,,,,,,306712,1,1.42.0,1084,,
20005,整除,4,10,4,0,%1整除%2,,-1,,1,6,3009|1|0,1|1,3009|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306713,1,1.42.0,1085,,
20002,取余,4,10,4,0,%1÷ %2的余数,,-1,,1,6,3009|1|0,1|1,3009|1|0,1|1,,,,,,,,,,,,,,,,,,,,95,306714,1,1.42.0,1086,,
20010,开方,4,10,4,0,%1开%2次方,,-1,,1,6,3009|1|0,1|4,3009|1|0,1|2,,,,,,,,,,,,,,,,,,,,,306715,1,1.42.0,1087,,
20009,幂运算,4,10,4,0,%1的%2次幂,,-1,,1,6,3009|1|0,1|2,3009|1|0,1|2,,,,,,,,,,,,,,,,,,,,,306716,1,1.42.0,1088,,
20014,任意底对数函数,4,10,4,0,Log%1%2,,-1,,1,6,3009|1|0,1|1,3009|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306717,1,1.42.0,1089,,
20013,固定底对数函数,4,10,4,0,%1%2,,暂时不要,,1,6,1008|1|2,5|60001,1005|1|0,1|10,,,,,,,,,,,,,,,,,,,,95,,,1.42.0,1090,,
20012,三角函数,4,10,4,0,%1%2%3,,-1,,1,6,1043|1|2,5|330001,3009|1|0,1|30,1007|1|2,5|50001,,,,,,,,,,,,,,,,,,,306718,1,1.42.0,1091,,
20016,角度与弧度转换,4,10,4,0,将%1转换为%2,,-1,,1,6,3009|1|0,1|90,1007|1|2,5|50001,,,,,,,,,,,,,,,,,,,,,306719,1,1.42.0,1092,,
10010,指定方向射线的长度,4,10,4,1,从%1向%2投射%3格的射线，返回阻挡方块到起始位置之间的射线长度,,-1,,1,6,1002|1|0,,1002|1|0,,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,306720,1,1.42.0,1093,,
10016,相对三轴坐标系方向,4,10,4,1,%1面向的X%2，Y%3，Z%4的方向,,-1,,1,46,1048|1|0,,1005|1|0,1|0,1005|1|0,1|0,1005|1|0,1|0,,,,,,,,,,,,,,,,,306721,1,1.42.0,1094,,
10017,相对球坐标系方向,4,10,4,1,%1面向的方位角%2，仰角%3的方向,,-1,,1,46,1048|1|0,,1005|1|0,1|0,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,306722,1,1.42.0,1095,,
100009,绝对三轴坐标方向,4,10,4,1,X%1，Y%2，Z%3的方向,,-1,,1,46,1005|1|0,1|1,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,306723,1,1.42.0,1096,,
100010,绝对球坐标方向,4,10,4,1,方位角%1，仰角%2的方向,,-1,,1,46,1005|1|0,1|90,1005|1|0,1|90,,,,,,,,,,,,,,,,,,,,95,306724,1,1.42.0,1097,,
10029,布尔值组,4,11,4,0,布尔值组%1,,-2,,1,60,1066|1|0,,,,,,,,,,,,,,,,,,,,,,,,306731,1,1.42.0,1098,,
10030,数值组,4,11,4,0,数值组%1,,-2,,1,60,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,,306732,1,1.42.0,1099,,
10031,字符串组,4,11,4,0,字符串组%1,,-2,,1,60,1065|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306733,1,1.42.0,1100,,
10032,获取任意组中值的数量,4,11,4,1,获取%1中值的数量,,-1,,1,6,1061|1|0,,,,,,,,,,,,,,,,,,,,,,,,306734,1,1.42.0,1101,,
10033,获取任意组中任意值的数量,4,11,4,1,获取%1中%2的数量,,-1,,1,6,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,,306735,1,1.42.0,1102,,
10034,获取任意组中任意值的编号,4,11,4,1,获取%1中%2的编号,,-1,,1,6,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,95,306736,1,1.42.0,1103,,
10062,获取任意组中编号为x的任意值,4,11,4,1,获取%1中编号%2的 %3类型值,,-1,,0,6,1064|1|0,,1005|1|0,1|1,3129|1|2,5|4290001,,,,,,,,,,,,,,,,,,95,,,1.42.0,1104,,
190001,数值组中指定编号的数值,4,11,4,1,%1中编号为%2的数值,,-1,,0,6,1064|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306737,1,1.42.0,1105,,
190002,数值组中的随机数值,4,11,4,1,%1中的随机数值,,-1,,1,6,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,,306738,1,1.42.0,1106,,
190003,获取数值组中的最大值,4,11,4,1,获取%1中的最大值,,-1,,1,6,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,,306739,1,1.42.0,1107,,
190004,获取数值组中的最小值,4,11,4,1,获取%1中的最小值,,-1,,1,6,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306740,1,1.42.0,1108,,
200001,字符串组中指定编号的字符串,4,11,4,1,%1中编号为%2的字符串,,-1,,0,11,1065|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306741,1,1.42.0,1109,,
200002,字符串组中的随机字符串,4,11,4,1,%1中的随机字符串,,-1,,1,11,1065|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306742,1,1.42.0,1110,,
100014,位置组,4,11,4,0,位置组%1,,-2,,1,60,1062|1|0,,,,,,,,,,,,,,,,,,,,,,,,306725,1,1.42.0,1111,,
170001,位置组中指定编号的位置,4,11,4,1,%1中编号为%2的位置,,-1,,0,3,1062|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306726,1,1.42.0,1112,,
170002,位置组中的随机位置,4,11,4,1,%1中的随机位置,,-1,,1,3,1062|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306727,1,1.42.0,1113,,
100015,区域组,4,11,4,0,区域组%1,,-2,,1,60,1063|1|0,,,,,,,,,,,,,,,,,,,,,,,,306728,1,1.42.0,1114,,
180001,区域组中指定编号的区域,4,11,4,1,%1中编号为%2的区域,,-1,,0,2,1063|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306729,1,1.42.0,1115,,
180002,区域组中的随机区域,4,11,4,1,%1中的随机区域,,-1,,1,2,1063|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306730,1,1.42.0,1116,,
100016,计时器组,4,11,4,0,计时器组%1,,-2,,1,60,1070|1|0,,,,,,,,,,,,,,,,,,,,,,,,306743,1,1.42.0,1117,,
250001,计时器组中指定编号的计时器,4,11,4,1,%1中编号为%2的计时器,,-1,,0,39,1070|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306744,1,1.42.0,1118,,
250002,计时器组中的随机计时器,4,11,4,0,%1中的随机计时器,,-1,,1,39,1070|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306745,1,1.42.0,1119,,
60516001,获取二维表中某列某行的数据,4,30,4,1,获取%1中第%2列第%3行%4的数据,,-1,,1,0,3005|1|0,,3124|1|2,,1091|1|0,1|1,,,,,,,,,,,,,,,,,,,306182,1,1.44.0,1120,,
60516002,获取二维表中某列的数据组,4,30,4,1,获取%1中第%2列%3的数据组,,-1,,1,0,3005|1|0,,3124|1|2,,,,,,,,,,,,,,,,,,,,,,,,1.44.0,1121,,
60516003,获取二维表总行|列数,4,30,4,1,获取%1总%2数,,-1,,1,6,3005|1|0,,3101|1|2,5|4010001,,,,,,,,,,,,,,,,,,,,,,,1.44.0,1122,,
60516004,获取二维表中某列中值等于某值的行数,4,30,4,1,获取%1中第%2列中值%3%4的行数值,,-1,,1,6,3005|1|0,,3124|1|2,,3100|1|2,5|4000001,1053|1|0,,,,,,,,,,,,,,,,,,,,1.44.0,1123,,
60516005,获取二维表中某列中值等于某值的行数组,4,30,4,1,获取%1中第%2列中值%3%4的行数数值组 ,,-1,,1,63,3005|1|0,,3124|1|2,,3100|1|2,5|4000001,1053|1|0,,,,,,,,,,,,,,,,,,,,1.44.0,1124,,
60516006,获取二维表中列名为xx的序号,4,30,4,1,获取%1中列名为%2的序号,,永远不要,,1,6,3005|1|0,,3102|1|0,,,,,,,,,,,,,,,,,,,,,100,,,1.44.0,1125,,
310001,元件动效,4,13,4,1,%1 单次时长%2 秒，播放次数 %3,,-2,,1,120,1117|1|0,,1005|1|0,1|1,1086|1|2,5|610002,,,,,,,,,,,,,,,,,,,306746,1,1.42.0,1126,,
310002,文本动效,4,13,4,1,%1 时长%2 秒,,-2,,1,121,1118|1|0,2|40001,1005|1|0,1|3,,,,,,,,,,,,,,,,,,,,,306747,1,1.42.0,1127,,
310003,平滑位移,4,13,4,1,%1秒内 移动到X%2 Y%3,,-2,,1,122,1005|1|0,1|1,1091|1|0,1|100,1091|1|0,1|100,,,,,,,,,,,,,,,,,,,306748,1,1.42.0,1128,,
310004,平滑增加坐标,4,13,4,1,%1秒内 将%2坐标%3 %4,,-2,,1,122,1005|1|0,1|1,1119|1|2,5|830001,1120|1|2,5|840001,1091|1|0,1|100,,,,,,,,,,,,,,,,,306749,1,1.42.0,1129,,
310005,平滑缩放,4,13,4,1,%1秒内 缩放至宽%2 高%3,,-2,,1,122,1005|1|0,1|1,1091|1|0,1|100,1091|1|0,1|100,,,,,,,,,,,,,,,,,,,306750,1,1.42.0,1130,,
310006,平滑增加宽高,4,13,4,1,%1秒内 将%2大小%3 %4,,-2,,1,122,1005|1|0,1|1,1113|1|2,5|860001,1120|1|2,5|840001,1091|1|0,1|100,,,,,,,,,,,,,,,,,306751,1,1.42.0,1131,,
310008,平滑增加角度,4,13,4,1,%1秒内 将角度%2 %3 度,,-2,,1,122,1005|1|0,1|1,1120|1|2,5|840001,1091|1|0,1|90,,,,,,,,,,,,,,,,,,,306752,1,1.42.0,1132,,
310009,获取指定id的元件,4,13,4,1,获取id为%1的元件,,暂时不要,,1,74,1010|1|0,,,,,,,,,,,,,,,,,,,,,,,,306398,1,1.42.0,1133,,
310007,平滑旋转,4,13,4,1,%1秒内 旋转至%2度,,-2,,1,122,1005|1|0,1|1,1091|1|0,1|180,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1134,,
40014,事件中的界面,4,13,4,1,事件中的界面,,"3,6",,1,73,,,,,,,,,,,,,,,,,,,,,,,,,306753,1,1.42.0,1135,,
40016,当前编辑的界面,4,13,4,0,当前编辑的界面,,6,,1,73,,,,,,,,,,,,,,,,,,,,,,,,95,306754,1,1.42.0,1136,,
40013,事件中的元件,4,13,4,1,事件中的元件,,6,,1,74,,,,,,,,,,,,,,,,,,,,,,,,,306755,1,1.42.0,1137,,
60509001,获取元件属性,4,13,4,1,获取%1的%2的%3的属性值,,6,,1,6,1018|1|0,3|60009,1075|1|0,,3151|1|2,5|4510003,,,,,,,,,,,,,,,,,,,,1,1.53.0,1137,,
60509002,获取界面属性,4,13,4,1,获取%1的%2的%3的属性值,,6,,1,13,1018|1|0,3|60009,1074|1|0,3|40016,3152|1|2,5|4520003,,,,,,,,,,,,,,,,,,95,,1,1.53.0,1136,,
310010,界面,4,13,4,1,界面%1,,-2,,1,52,1074|1|0,,,,,,,,,,,,,,,,,,,,,,,,306756,1,1.42.0,1138,,
310011,元件,4,13,4,1,元件%1,,-2,,1,52,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,,306757,1,1.42.0,1139,,
310012,图片,4,13,4,1,图片%1,,-2,,1,52,1076|1|0,,,,,,,,,,,,,,,,,,,,,,,,306758,1,1.42.0,1140,,
310013,父元件X,4,13,4,1,水平方向%1，偏移%2 %3,,暂时不要,,1,149,1150|1|2,5|1510001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,1.42.0,1141,,
310014,父元件Y,4,13,4,1,垂直方向%1，偏移%2 %3,,暂时不要,,1,153,1151|1|2,5|1520001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,1.42.0,1142,,
310015,父元件宽高,4,13,4,1,%1 %2,,暂时不要,,1,148,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1143,,
310016,父元件高,4,13,4,1,%1 %2,,暂时不要,,1,148,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1144,,
310017,获取进度值,4,13,4,1,获取%1的%2的%3的%4数值,3,6,,1,6,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1114|1|2,5|1130001,,,,,,,,,,,,,,,,,306759,1,1.42.0,1145,,
60501015,事件中的进度比例值,4,1,4,1,事件中的进度比例值,3,-1,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45.0,1146,,
300012,服务器获取的特效类型,4,19,4,1,服务器获取的特效类型,,暂时不要,,1,44,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,1.42.0,1147,,
120002,特效类型,4,14,4,1,特效类型%1,,-2,,1,52,1045|1|0,,,,,,,,,,,,,,,,,,,,,,,,306760,1,1.42.0,1148,,
40007,事件中的特效类型,4,14,4,1,事件中的特效类型,,-1,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,306761,1,1.42.0,1149,,
