序号,类型（1=富文本，2=图片文件）,富文本,显示时间（tick，-1=无限时间）,底图文件,底图宽度（-1=自适应）,底图高度（-1=自适应）,组（数组，这个气泡id归属的组）,
111523,1,眼睛会骗人，耳朵会骗人，只有被骗后的惊讶表情才是真实的,200,,100,-1,111501,
111524,1,真相往往藏在最荒谬的地方，比如……你的帽子里突然跳出一只兔子？,200,,100,-1,111501,
111525,1,伟大的魔术师从不解释，解释了就不可爱了，懂吗？略略略,200,,100,-1,111501,
111526,1,来打我撒~来打我撒~略略略~,200,,100,-1,111526,受击挑衅气泡ID
111527,1,看这里看这里！当你盯着一秒前的我看时，真正的我已经溜到你身旁咯！,200,,100,-1,111526,
111528,1,往这边看嘛～我就在这里哦～,200,,100,-1,111526,
111529,1,抓不到我抓不到我，慢吞吞的小家伙根本追不上咯～,200,,100,-1,111526,
111530,1,来抓我呀～抓不到略略略～,200,,100,-1,111526,
111531,1,想要抓住我？那你得比兔子跑得快，比狐狸还要狡猾才行哦！,200,,100,-1,111526,
111532,1,嘿嘿，扑空咯扑空咯，气不气嘛,200,,100,-1,111526,
111533,1,你在找我吗？我就在你影子里跳舞呢，可惜你看不见，嘻嘻,200,,100,-1,111526,
111534,1,使劲追呀，追上我就算你厉害～,200,,100,-1,111526,
111535,1,就算这片夜色，也藏不住戏耍你的我～,200,,100,-1,111526,
111536,1,太慢啦太慢啦！连隔壁那只胖橘猫跑得都比你快哟！,200,,100,-1,111526,
111537,1,耗费体力追逐一个抓不住的目标，不累吗？,200,,100,-1,111526,
111538,1,想抓我？那你得先学会怎么跟影子赛跑才行,200,,100,-1,111526,
111539,1,你的执着令人感动，但我的魔法可是无懈可击的艺术品！,200,,100,-1,111526,
111540,1,折腾许久都碰不到我分毫，不如回去多练习一番？,200,,100,-1,111526,
111541,1,嗯！可恶，居然被识破了！,200,,100,-1,111541,伪装被识破气泡ID
111542,1,被识破了啊……也罢，一直戴着面具，连呼吸都觉得闷呢,200,,100,-1,111541,
111543,1,嘿嘿，被识破啦！要不要猜猜我下次会伪装成什么？,200,,100,-1,111541,
111544,1,本伪装大师今日翻车，暂时宣告退场哈哈！,200,,100,-1,111541,
111545,1,可恶，精心准备的伪装就这样泡汤咯！,200,,100,-1,111541,
111546,1,完蛋，伪装术失灵啦！,200,,100,-1,111541,
111547,1,糟糕！我的隐身伪装术失效啦，这下原形毕露咯！,200,,100,-1,111541,
111548,1,哦？居然能看穿这层幻象……你的眼睛，比那些愚蠢的家伙有趣多了,200,,100,-1,111541,
111549,1,哼！居然能找到我，有点本事嘛！,200,,100,-1,111541,
111550,1,哎呀，完美的伪装竟然有了裂痕……看来是我的演技太过耀眼了吗？,200,,100,-1,111541,
111551,1,哎呀，被你发现了？算你运气好，今天本大猪猪心情不错,200,,100,-1,111541,
111552,1,精彩的洞察。作为奖励，我允许你目睹我真正的姿态,200,,100,-1,111541,
111553,1,所谓的真实，不过是还没被拆穿的谎言罢了。现在，你看到了什么？,200,,100,-1,111541,
111554,1,可惜了……那个角度明明完美无缺，连风都骗过了，唯独没骗过你,200,,100,-1,111541,
111555,1,真是令人扫兴的结局。我原本还想多欣赏一会儿你们困惑的表情呢,200,,100,-1,111541,
111556,1,有人来了！快变快变...呼呼，装得好累,200,,100,-1,111556,伪装时气泡ID
111557,1,呃……他一直盯着我看干嘛？难道我的伪装被识破了？还是我刚才眨眼被他看见了？,200,,100,-1,111556,
111558,1,这里的灰尘味道不错，很有历史沉淀的感觉，适合我这种有故事的伪装者,200,,100,-1,111556,
111559,1,蹲在这里当摆设也太无聊了，等会干点啥比较好呢...,200,,100,-1,111556,
111560,1,路过路过，别看我，我只是个平平无奇的小物件...,200,,100,-1,111556,
111561,1,！他在犹豫什么？不会是打算来摸我吧！,200,,100,-1,111556,
111562,1,小伙伴们走来走去，完全发现不了藏在这里的我，我的伪装技术简直是天花板级别！,200,,100,-1,111556,
111563,1,今天的风向不错，适合埋伏,200,,100,-1,111556,
111564,1,噗……不行了，他的走路姿势好滑稽，好想笑……,200,,100,-1,111556,
111565,1,瞅啥呀？一边去，别坏了我的恶作剧,200,,100,-1,111556,
111566,1,在这个喧嚣的世界里，只有沉默才是最高的喧哗。嘘，我在听灰尘落下的声音,200,,100,-1,111556,
111567,1,别碰我！你的手上的油渍会毁了我精心维持的“陈旧感”！,200,,100,-1,111556,
111568,1,哈哈！被我给骗了吧，直接就是一肘子给你击飞，略略略,200,,100,-1,111568,挑衅被整蛊气泡ID
111569,1,小样，被我给整蛊到了吧？哈哈哈哈哈~,200,,100,-1,111568,
111570,1,这就是所谓的“陷阱”艺术，而你，是我最完美的作品,200,,100,-1,111568,
111571,1,哇哦～刚刚是谁摔出去啦？哦哟，原来是你被我算计到咯～,200,,100,-1,111568,
111572,1,哎呀抱歉呀，刚刚没把控好力道踹到你，你该不会生我气吧～,200,,100,-1,111568,
111573,1,咦？怎么一下子飞老远啦，我明明只是想凑过来和你贴贴而已～,200,,100,-1,111568,
111574,1,别急着生气嘛，刚才那一瞬间的错愕表情，才是我今天最满意的收藏品,200,,100,-1,111568,
111575,1,嘻嘻，刚刚纯属手滑……不对不对，是脚滑失控啦～,200,,100,-1,111568,
111576,1,啊咧？你的平衡感也太差啦，轻轻碰一下就直接飞出去老远～,200,,100,-1,111568,
111577,1,今日份恶作剧打卡成功，多亏了你主动送上门呀～,200,,100,-1,111568,
111578,1,这是一个古老的诅咒……开玩笑的啦，其实就是我刚才踢了你一脚,200,,100,-1,111568,
111579,1,嘿嘿，站好别动，本猪猪给你加持魔法buff~,200,,100,-1,111579,给整蛊buff气泡ID
111580,1,想试试本皮皮的新魔法吗？放轻松~一会就好啦...,200,,100,-1,111579,
111581,1,你是否渴望拥有魔法的力量？让我来帮帮你吧，嘿嘿,200,,100,-1,111579,
111582,1,让我来给你加点魔法小料...缓缓闭上你的双眼，嘻嘻,200,,100,-1,111579,
111583,1,你我甚是投缘，这份魔法大礼就送你啦~,200,,100,-1,111579,
111584,1,想不想试试魔力傍身的感觉？稍等片刻哦~,200,,100,-1,111579,
111585,1,感受到了吗？这股流转的魔力……是我赐予你的恩泽,200,,100,-1,111579,
111586,1,嘻嘻，感受到魔力满溢了吗？这可是我偷偷塞给你的能量哦,200,,100,-1,111579,
111587,1,魔力已注入……收好它，嘻嘻,200,,100,-1,111579,
111588,1,再等一小会儿...你将受到魔力的"庇佑"~,200,,100,-1,111579,
111589,1,欢迎来到我的魔法专场！千万别眨眼，现在——演出拉开帷幕！,200,,100,-1,111589,魔术演出开始气泡ID
111590,1,呼呼～稍等片刻，皮皮猪魔术为你呈现！准备好了吗？接下来是见证奇迹的时刻！,200,,100,-1,111589,
111591,1,哼哼～魔力正在充能！不许偷偷盯着我的道具哦，马上要变出超神奇的东西啦！,200,,100,-1,111589,
111592,1,皮皮猪的奇妙演出即刻登场，嘘~稍作等候，好戏马上奉上,200,,100,-1,111589,
111593,1,咕噜咕噜～魔力冒泡！接下来，让我为你献上一场高深莫测的魔法表演,200,,100,-1,111589,
111594,1,世间所见皆为镜中泡影，不必急于分辨真伪，我的魔术，即将启幕,200,,100,-1,111589,
111595,1,咕噜～魔力漫起，眼前风物未必真切。静下心来，欣赏我为你准备的这场幻梦,200,,100,-1,111589,
111596,1,看好咯！本皮皮猪的拿手魔法，马上就要闪亮登场！,200,,100,-1,111589,
111597,1,噗叽噗叽～魔力泡泡漫天飞舞！不必急着分辨虚实，接下来，皮皮猪将为你献上独一份的奇妙魔术,200,,100,-1,111589,
111598,1,接下来请暂且放下洞察一切的心思，随我坠入由魔力构筑的短暂奇境,200,,100,-1,111589,
111599,1,咕噜～魔力泡泡全都消散啦！刚刚有没有被我的魔术惊艳到呀？,200,,100,-1,111599,魔术演出结束气泡ID
111600,1,哼哼，本场小猪魔术圆满收官！要是喜欢，记得下次再来找我哦,200,,100,-1,111599,
111601,1,幻象收起来咯！要是意犹未尽，下次我准备更厉害的魔法等你来,200,,100,-1,111599,
111602,1,怎么样，本小猪的魔术还算精彩吧？可不要吝啬你的夸奖哦,200,,100,-1,111599,
111603,1,噗叽，我的魔力用光光咯！怎么样，有没有猜出我的小秘密？（不许拆穿！）,200,,100,-1,111599,
111604,1,呼哧呼哧，表演结束啦～可不许转头就忘掉皮皮猪的奇妙幻术！,200,,100,-1,111599,
111605,1,此刻，落幕之时，若你仍心存好奇，不妨下次再来赴我的幻术之约,200,,100,-1,111599,
111606,1,嘿嘿~本皮皮猪这次的魔术演出就到此结束啦！怎么样？,200,,100,-1,111599,
111607,1,嘻嘻！没错，这就是令人惊叹的幻术魔法！,200,,100,-1,111599,
111608,1,呀呀呀~你见证了一场如此惊艳的魔术表演谢幕，有什么想说的吗？,200,,100,-1,111599,
111700-111899,,种植师,,,,,,
111701,1,别看我身形小巧，我可是精通种植培育法术：开垦、浇灌、育肥、采收全靠魔法完成哦！,200,,100,-1,111701,分享种植和自己气泡ID
111702,1,我改良过众多绝迹魔植品种，原本难以存活的星芒麦穗@item_201917#，如今整片田地都能大面积栽种呢~,200,,100,-1,111701,
111703,1,本喵可是萌宠村魔法种植培育大师，有空欢迎踏入我的魔法农田@item_1203#，那里每一寸土地都被我施过活化土咒啦！,200,,100,-1,111701,
111704,1,我的日常就是以魔力耕耘土地，抬手就能完成全部农作流程，怎么样厉害吧！嘻嘻,200,,100,-1,111701,
111705,1,法术种植是个精细活，每一株苗都要像呵护孩子般温心培育，才会迎来丰收~,200,,100,-1,111701,
111706,1,我平时都会在村庄@item_201020#里的种植区@item_1203#内用魔法精心照顾和培育株苗，若往后有事找我，可以去那里哟~,200,,100,-1,111701,
111707,1,嘿嘿，想必你一定还未曾见过我以魔法悉心培育幼苗的光景吧，有空一定要来田间@item_1203#看一看呀～,200,,100,-1,111701,
111708,1,你可曾去过村庄@item_201020#种植区@item_1203#驻足观望？每逢丰收之时，满园硕果垂挂，处处萦绕着浓郁魔法气韵～,200,,100,-1,111701,
111709,1,皮皮猪总跑来捣乱，一而再毁掉我魔法培育的株苗，次见他一定要好好教训一下~,200,,100,-1,111701,
111710,1,倘若你有富余的耕地作物种子@item_11683#，放在村落@item_201020#种植区@item_1203#周边储物箱，我瞧见了会帮你用魔法种植哒~,200,,100,-1,111701,
111711,1,如你外出探险偶遇新奇作物种子，将耕地作物种子@item_11683#放在附近的箱子里就行，我会尝试用魔法培育哟~,200,,100,-1,111701,
111712,1,嗯，我平日里就在种植园用魔法培育各类农作，待到丰收之时，再把所有果实全都收集好，存进箱子里～,200,,100,-1,111701,
111713,1,不知你可曾品尝我以魔力培育的蔬果，吃起来清甜爽口，还带着淡淡的魔法气息呢～,200,,100,-1,111701,
111714,1,不知小友可对魔法种植培育瓜果蔬菜感兴趣？若有意可随时来村间@item_201020#种植园@item_1203#领教一番~,200,,100,-1,111701,
111715,1,小友若常顺道，帮我捎些蔬果送至猪大厨@item_13333#那去吧，他擅长用魔法烹饪各种美食呢~,200,,100,-1,111701,
111716,1,法术猪厨师可偏爱我培育的脆瓜，做魔法沙拉会迸发柔和治愈魔力，大家都很爱吃~,200,,100,-1,111701,
111717,1,现在能独立打理种植园，多亏当年大法师的教导，想起跟着她学习农耕魔法的无忧时光~,200,,100,-1,111701,
111718,1,我早年间就跟在大法师身旁学习滋养咒，那时候小小的我，最爱蹲在花圃里看种子发芽,200,,100,-1,111701,
111719,1,法术耕种培育终究是个耐心活，只要温柔善待小苗，大的魔力就会回应你~,200,,100,-1,111701,
111720,1,嘘~田园需要安稳柔和的魔力环境，切记不要在附近施展破坏类法术哦~,200,,100,-1,111701,
111721,1,大地魔力，缓缓舒展这片硬土吧～,200,,100,-1,111721,施法垦土气泡ID
111722,1,魔力沉潜地底脉络，翻新整片沉寂荒地！,200,,100,-1,111721,
111723,1,借星尘沉淀的大地之力，唤醒沉寂荒芜的土壤!,200,,100,-1,111721,
111724,1,看我施展小法术，把结块的泥土全都松开来～,200,,100,-1,111721,
111725,1,引一缕柔和土灵魔力，渗入地底脉络，化作滋养灵植的温软沃土～,200,,100,-1,111721,
111726,1,施一道松土轻咒，给田地换上松软沃土...,200,,100,-1,111721,
111727,1,星辉融壤，重塑沃土阡陌...,200,,100,-1,111721,
111728,1,久寂沉睡的生机，听我咒文，挣脱种壳苏醒新生！,200,,100,-1,111728,施法种植气泡ID
111729,1,以星尘温柔魔力，唤醒深埋土层、沉眠已久的种子...,200,,100,-1,111728,
111730,1,借大地温壤，引星尘微光，破除长久沉睡，让生命自泥土之中绽放,200,,100,-1,111728,
111731,1,共睹奇迹一瞬，生机破土绽放！,200,,100,-1,111728,
111732,1,瞧好啦！冲破外壳封印，释放内在生机，见证新芽绽放的奇迹！,200,,100,-1,111728,
111733,1,沉眠于泥土的种子，接纳星尘魔力，破土而生,200,,100,-1,111728,
111734,1,魔力为引，以沃土为巢，沉睡的生命，快快萌发,200,,100,-1,111728,
111735,1,咦？我的魔法口袋里怎么空空的？糟糕，忘记带种子啦！,200,,100,-1,111735,没种子气泡
111736,1,伟大的土地啊，请接受我的魔法……咦？我的种子呢？！,200,,100,-1,111735,
111737,1,魔法准备就绪，但是…没有种子了…,200,,100,-1,111735,
111738,1,呜呜，我的魔法口袋怎么这么快就见底了？,200,,100,-1,111735,
111739,1,伟大的土地啊，请接受我的魔法……咦？我的种子好像不太够用了！,200,,100,-1,111735,
111740,1,我找得好辛苦呀，可是还是空空的，一颗能种的种子都没有呢~,200,,100,-1,111735,
111743,1,让我在这个大箱子里翻一翻，找找能种出甜甜果实的耕地种子~,200,,100,-1,111743,拿点种子气泡ID
111744,1,哎呀，耕地作物的种子@item_11683#都藏到哪里去啦？快出来让我找到你！,200,,100,-1,111743,
111745,1,我要用我的魔法小爪子，在这个箱子里抓出几颗最饱满的耕地种子@item_11683#！,200,,100,-1,111743,
111746,1,我要在这个神奇的箱子里寻宝，把那些圆滚滚的耕地种子@item_11683#都找出来！,200,,100,-1,111743,
111747,1,让我来挑选几颗充满魔力的耕地种子@item_11683#，准备开始今天的种植仪式！,200,,100,-1,111743,
111759,1,潺潺魔力清泉，浸润每一寸沃土，滋养枝芽生长,200,,100,-1,111759,施法浇水气泡ID
111760,1,流水携星尘暖意，轻抚根茎，愿灵株自在舒展,200,,100,-1,111759,
111761,1,魔力化甘霖，润物无声，予幼苗生生不息的力量!,200,,100,-1,111759,
111762,1,清泉落于田地，驱散干涸，唤醒枝叶的活力,200,,100,-1,111759,
111763,1,喝点魔法清泉，快快茁壮成长哦~,200,,100,-1,111759,
111764,1,以魔力化作雨露，滋养扎根泥土的生命!,200,,100,-1,111759,
111765,1,以星尘引灵泉，涓涓流水渗入土层，安抚根系，滋养灵植,200,,100,-1,111759,
111766,1,澄澈魔力甘霖缓缓洒落，愿这珍贵幼苗沐水而生，枝繁叶茂,200,,100,-1,111759,
111767,1,星尘化作丰饶馈赠，沉入大地，孕育盎然生机,200,,100,-1,111767,施法施肥气泡ID
111768,1,魔法肥料蕴藏星尘能量，植株吸收后会愈发茁壮,200,,100,-1,111767,
111769,1,引星尘化为丰饶之力，沉落土层深处，滋养灵根，助奇株蓬勃生发,200,,100,-1,111767,
111770,1,以魔力馈赠大地，源源养分萦绕根须，愿这珍贵灵植生生不息,200,,100,-1,111767,
111771,1,瞧，养分正慢慢渗入地底，滋养植物的根系,200,,100,-1,111767,
111772,1,魔法肥料蕴藏星尘能量，植株吸收后会愈发茁壮,200,,100,-1,111767,
111773,1,赋予泥土丰沛力量，让每一株幼苗汲取源源活力,200,,100,-1,111767,
111774,1,魔力养分沉降土层，为枝芽积蓄成长的力量,200,,100,-1,111767,
111783,1,枝叶承养，硕果成熟，借星尘之力，收取丰收之物,200,,100,-1,111783,施法丰收气泡
111784,1,沃土孕育的生机已然成熟，来吧，收获这份耕耘的馈赠,200,,100,-1,111783,
111785,1,看好咯，魔法会将成熟的植株轻轻收拢，一点都不会破坏果实,200,,100,-1,111783,
111786,1,历经沃土滋养、星尘浸润，灵植已然圆满成熟。以魔力温柔撷取，珍藏这份难得的生机馈赠,200,,100,-1,111783,
111787,1,魔力撷取，丰收已成。星尘引路，收纳硕果。尽数采收，耕耘终获,200,,100,-1,111783,
111788,1,春华终得秋实，引轻灵之力，稳妥采收珍稀灵株，不让积蓄的魔力消散分毫,200,,100,-1,111783,
111789,1,历经播种、浇灌与悉心培育，今日收取大地孕育的奇珍，留存这份自然馈赠,200,,100,-1,111783,
111790,1,承蒙沃土滋养、星尘润泽，灵植已然圆满成熟。借魔力之力，温柔撷取，妥善珍藏,200,,100,-1,111783,
111791,1,出发！我要去逛一逛，把地上成熟的果实全都捡起来！,200,,100,-1,111791,拾取气泡
111792,1,去田间逛一逛，把成熟的果实慢慢捡起来~,200,,100,-1,111791,
111793,1,去溜达一圈，把掉落的魔法果实全都抱回家~,200,,100,-1,111791,
111794,1,看看今天能捡到多少圆滚滚的成熟果实！,200,,100,-1,111791,
111795,1,接下来，去地里把成熟掉落在地上的果实全部给带走！,200,,100,-1,111791,
111799,1,我要把这些充满魔力的果实全都收好，等下次再让它们发芽~,200,,100,-1,111799,存放作物气泡ID
111800,1,嘿嘿，这些圆滚滚的果实全都乖乖躺进箱子里啦，看着就让人心里暖暖的！,200,,100,-1,111799,
111801,1,请好好保管这些充满希望的果实，它们可是我们村子的未来呀！,200,,100,-1,111799,
111802,1,每一颗果实都是大地的馈赠，我要把它们小心翼翼地放进箱子里,200,,100,-1,111799,
111803,1,我要把篮子里的魔法果实全都装进这个神奇的箱子里！,200,,100,-1,111799,
111804,1,箱子箱子快张大嘴巴，我要把今天捡到的所有果实都喂给你吃！,200,,100,-1,111799,
111805,1,请替我保管好这些充满魔力的果实，它们可是大地的馈赠！,200,,100,-1,111799,
111806,1,让我来清点一下今天的收获，然后把它们全都放进这个神奇的魔法箱子里！,200,,100,-1,111799,
111807,1,没有箱子那我的魔法口袋就是最棒的仓库啦！我要把果实全都塞进去~,200,,100,-1,111807,没箱自己留着气泡
111808,1,哎呀，没有箱子也没关系，我的肚皮圆滚滚的，正好可以把这些果实都藏起来！,200,,100,-1,111807,
111809,1,附近都没有箱子存放这些新鲜的魔法蔬果，那我先存着吧~,200,,100,-1,111807,
111810,1,要是附近有个大箱子就好了，正好把丰收的魔法蔬果给存起来...,200,,100,-1,111807,
111811,1,可惜了这些压箱底的新鲜魔法蔬果居然没有地方放...,200,,100,-1,111807,
111815,1,我准备好施展魔法了，可是……没有种植区@item_1203#让我大显身手呀~,200,,100,-1,111815,无旗帜气泡
111816,1,附近都是禁止开垦种植的地块吗！怎么一块种植区@item_1203#都没有~,200,,100,-1,111815,
111817,1,让我来挑选一块充满魔力的种植区@item_1203#，准备开始今天的种植仪式！…等等，种植区去哪了？,200,,100,-1,111815,
111818,1,找了一圈，一块允许种@item_1203#的地都没有呀~,200,,100,-1,111815,
111819,1,谁把种植区@item_1203#的旗子给拔了？气死本喵了，这让我怎么用魔法种植！,200,,100,-1,111815,
111820,1,这也太尴尬了吧...本来还想大展身手，结果没有种植区@item_1203#...,200,,100,-1,111815,
111821,1,如果没有种植旗帜@item_1203#的话，就不能进行魔法种植了...,200,,100,-1,111815,
111822,1,我好像找不到种植园了...有人能带带路吗~,200,,100,-1,111815,
111900-112099,,钓鱼猫,,,,,,
111901,1,喂喂，想不想看点厉害的？星辉河的最深处，可是藏着连我都叫不出名字的怪家伙哦！,200,,100,-1,111901,分享钓鱼和自己气泡
111902,1,星辉河深处藏着不少罕见生灵，有些小鱼的鳞片，入夜之后会自行散发光芒,200,,100,-1,111901,
111903,1,我常去往星辉河垂钓，河水沉满细碎星尘，河底栖息着各式各样的灵鱼呢！,200,,100,-1,111901,
111904,1,上次去往星辉河的路上，我遇见随风飘荡的星萤，漫山遍野，如梦似幻,200,,100,-1,111901,
111905,1,若是你感兴趣，有空可以同我一起前往星辉河，一同等候水中生灵,200,,100,-1,111901,
111906,1,嘻嘻，长久守在星辉河畔，不少罕见的星辉灵鱼，都曾被我的鱼钩所捕获，有空带你去瞧瞧~,200,,100,-1,111901,
111907,1,有机会的话，你也可以拿起鱼竿，亲自感受在星辉河畔垂钓的乐趣！,200,,100,-1,111901,
111908,1,很多人只远远眺望星辉河，却不知水下藏着一整个绚烂的生灵世界！,200,,100,-1,111901,
111909,1,河水漾着细碎星光，潜藏水底的小鱼身披流光，运气足够好才能一睹真容,200,,100,-1,111901,
111910,1,我总爱奔赴野外的星辉河畔垂钓，传说河底栖居着无数样貌绝美的神奇小鱼!,200,,100,-1,111901,
111911,1,这片水域藏着无尽秘密，如果你愿意静下心等待，总能收获意想不到的惊喜哦!,200,,100,-1,111901,
111912,1,我可是钓鱼大师！江湖人称"多余喵"，哈哈，每天都在寻找最合适的钓点，钓最大最美的鱼！,200,,100,-1,111901,
111913,1,什么？你居然看不起本喵，本猫的背篓虽然是空的，但也只是这一会儿，哼~,200,,100,-1,111901,
111914,1,咕咕咕，哒哒咕~开心跟钓没钓大鱼又有什么关系呢，心情愉悦才能做什么事情都成,200,,100,-1,111901,
111915,1,低调低调，幻彩霓虹@item_13631#、冰雪明珠@item_13633#、新夜光纹@item_13635#...星辉河里就没有我没钓过的鱼，嘿嘿,200,,100,-1,111901,
111920,1,喵喵喵~收好今日的收获，将星辉游鱼妥善收纳进箱中~,200,,100,-1,111920,存放进箱气泡
111921,1,把沐浴星光的鱼儿安放妥当，好好封存起来~,200,,100,-1,111920,
111922,1,把垂钓而来的灵鱼收纳完毕，继续等候下一场相逢！,200,,100,-1,111920,
111923,1,游鱼入箱，封存来自星辉河的小小惊喜~,200,,100,-1,111920,
111924,1,一条，俩条，三条！嘿嘿，今天收成真是不错！先保存起来啦！,200,,100,-1,111920,
111925,1,把鱼儿都放在这里，不会被别人偷走吧...算了，先存这里了...,200,,100,-1,111920,
111931,1,箱子不在身旁，只好将星河馈赠随身携带...,200,,100,-1,111931,没箱存身上气泡
111932,1,附近没有可以存放鱼儿的箱子，那我就先保管带到下次一起存放吧~,200,,100,-1,111931,
111933,1,喵喵喵~箱子都去哪了，钓了这么多条鱼儿，都没地方放了~,200,,100,-1,111931,
111934,1,附近放鱼儿的箱子都没有...那就通通打包带走喽！,200,,100,-1,111931,
111935,1,一圈搜寻下来未曾见到箱子，那就带上所有收获，继续赶路吧,200,,100,-1,111931,
111951,1,嘿嘿，小鱼乖乖等上钩，可别想挣脱星光鱼线！,200,,100,-1,111951,钓鱼中气泡
111952,1,星光鱼饵静静沉在水中，鱼儿快快来吧...,200,,100,-1,111951,
111953,1,水波悠悠泛着星光，我静静等着鱼儿上钩,200,,100,-1,111951,
111954,1,风轻轻拂过河面，我静静守着鱼竿，但愿很快就能感受到鱼线的动静,200,,100,-1,111951,
111955,1,水面星辉轻轻晃动，小鱼什么时候才会靠近鱼饵呀？,200,,100,-1,111951,
111956,1,星光落在鱼线上，期待下一刻传来拉扯的触感,200,,100,-1,111951,
111957,1,水里的小家伙，要不要来尝尝星光饵料？,200,,100,-1,111951,
111958,1,放好鱼饵，静下心，垂钓最需要耐心啦,200,,100,-1,111951,
111959,1,星辉随水波缓缓飘荡，小鱼快来触碰我的鱼饵吧！,200,,100,-1,111951,
111960,1,"独坐河畔，将期许系于纤细鱼线之上, 让鱼饵随星浪浮沉，等候一场不期而遇",200,,100,-1,111951,
111961,1,何等幸运！竟钓得畅游星辉长河的灵鱼，满身流转星辉,200,,100,-1,111961,钓到鱼气泡
111962,1,自星辉碧波之中而来，携整片星河的微光，落入我的鱼钩,200,,100,-1,111961,
111963,1,逮到你啦！瞧瞧这条小鱼，鳞片还闪烁淡淡的星尘微光！,200,,100,-1,111961,
111964,1,哇！有东西咬钩啦，太棒咯，是星辉河里的小鱼！,200,,100,-1,111961,
111965,1,太好了！鱼线一沉，收获今日的喜悦！,200,,100,-1,111961,
111966,1,满载欢喜，今日垂钓总算有所收获！,200,,100,-1,111961,
111967,1,总算如愿以偿，收获来自星辉河的馈赠！,200,,100,-1,111961,
111968,1,漫长的守候没有白费，顺利抓到游鱼咯！,200,,100,-1,111961,
111969,1,漫长等候终有回响，捕获畅游星波的生灵!,200,,100,-1,111961,
112157,1,没有游鱼的踪迹，倒是收获了水底的遗留物,200,,100,-1,112157,没钓着气泡
112158,1,咦？不是小鱼，居然捞上来一件奇怪小东西！,200,,100,-1,112157,
112159,1,不是期待的游鱼，不过这个小物件也挺有趣！,200,,100,-1,112157,
112160,1,落空啦，没能钓到鱼，只拉起水底的杂物...呜呜,200,,100,-1,112157,
112161,1,唔，鱼饵被啃走了，可惜没能钓到小鱼，只留下水底的小物件,200,,100,-1,112157,
112162,1,唔，没能钓到鱼，不过这个小东西看着挺有意思,200,,100,-1,112157,
112163,1,小鱼不见踪迹，却意外邂逅河底的小宝贝,200,,100,-1,112157,
112164,1,空欢喜一场，看来今天鱼儿不太愿意露面...,200,,100,-1,112157,
112165,1,唉，水波依旧流淌星辉，只是今日鱼儿不愿赴约,200,,100,-1,112157,
112167,1,挑选一个充满魔力的钓鱼点，准备开始今天的钓鱼仪式！……等等，水源去哪了？,200,,100,-1,112167,没水源钓鱼气泡
112168,1,找了一圈，附近一个小水坑都没有呀~,200,,100,-1,112167,
112169,1,鱼竿空空如也，附近真的没水源可以的钓鱼点！！,200,,100,-1,112167,
112170,1,我准备好施展钓鱼魔法了，可是……没有水源让我大显身手呀！,200,,100,-1,112167,
112171,1,哎呀，这片土地是不是太渴啦？连一滴水都不肯给我，让我怎么钓星星鱼呀~,200,,100,-1,112167,
112172,1,奇怪，附近怎么连小河都没有，没法下钩咯...,200,,100,-1,112167,
112173,1,四处都寻不到水源，今天难道不能钓鱼了吗？,200,,100,-1,112167,
112174,1,我兴冲冲扛着鱼竿赶来，居然没有可以垂钓的地方！,200,,100,-1,112167,
112175,1,咦？水潭去哪里啦，我还准备甩鱼竿钓鱼呢！,200,,100,-1,112167,
112176,1,找不到水域，暂时没法钓鱼！,200,,100,-1,112167,
112100-112299,,演奏家,,,,,,
112101,1,以前我总渴望很多观众，后来发现，就算没人驻足，演奏乐曲本身就足够有趣啦！,200,,100,-1,112101,分享演奏和自己气泡ID
112102,1,漫长岁月漫游秘境，我见证花开星陨，诸多见闻，都悄悄化作我旋律里独有的韵味啦~,200,,100,-1,112101,
112103,1,不存在永远完美的演奏，偶尔出现小小的失误，也是演奏独有的趣味呀~,200,,100,-1,112101,
112104,1,四处漂泊演奏，遇见又告别无数旅人，能在此刻与你闲谈，也算一场难得的缘分！,200,,100,-1,112101,
112105,1,看你一路风尘仆仆，想必经历不少冒险。不妨稍作歇息，音律最适合消解旅途劳累~,200,,100,-1,112101,
112106,1,每个人的旅途都有着独属于自己的故事，正如每一段旋律，都藏着不一样的心境~,200,,100,-1,112101,
112107,1,愿星辉与乐曲相伴，护你往后冒险一路顺遂，邂逅更多奇妙动人的风景！,200,,100,-1,112101,
112108,1,你有留意过秘境的各类声响吗？只要用心聆听，随处都能找到适合演奏的旋律~,200,,100,-1,112101,
112109,1,你可知魔法演奏的奥义？与音符共生，随旋律飘荡，这才是音律魔法的顶峰！,200,,100,-1,112101,
112110,1,旅途烦闷时不妨静下心听曲，温柔乐声，总能慢慢抚平你心底的焦躁~,200,,100,-1,112101,
112111,1,不同乐器各有性情，搭配得当相互映衬，合奏出来的乐章才足够动人~,200,,100,-1,112101,
112112,1,你也喜爱音律吗？若是心生兴趣，不妨静下心感受音符里蕴藏的星尘力量~,200,,100,-1,112101,
112113,1,你有没有听过我的魔法演奏会呀？我保证你一定会爱上！会不自觉跟着旋律一起扭动起来~,200,,100,-1,112101,
112114,1,我可是四叶村落的音乐演奏家！平日爱在村中奏乐，遇上我演出，一定要来捧场哟~,200,,100,-1,112101,
112115,1,每一段旋律都承载心绪，静下心聆听，便能读懂演奏者心中所想~,200,,100,-1,112101,
