id,音效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=脚步，2=行为，3=受击，4=待机，5=技能，6=环境，7=背景音乐，8=提示，9=其它）,音效路径,图标名字,时长(ms)
13027,ent.3284.animal_pig_oink9,猪触发待机动作蹬腿时播放,1,1,4,ent.3284.animal_pig_oink9,sounds04,120
13028,ent.3284.animal_pig_oink10,猪触发待机动作甩脑袋时播放,1,1,4,ent.3284.animal_pig_oink10,sounds04,110
13029,ent.3284.animal_pig_oink12,猪触发待机动作流鼻子时播放,1,1,4,ent.3284.animal_pig_oink12,sounds04,200
13030,ent.3284.animal_pig_oink3,猪睡觉时的音效,1,1,2,ent.3284.animal_pig_oink3,sounds02,4000
13031,ent.3285.animal_pig_oink1,小猪受击时播放,1,1,3,ent.3285.animal_pig_oink1,sounds03,110
13032,ent.3285.animal_pig_oink2,小猪死亡时播放,1,1,3,ent.3285.animal_pig_oink2,sounds03,150
13033,ent.3285.animal_pig_oink4,小猪移动时播放,1,1,1,ent.3285.animal_pig_oink4,sounds01,100
13034,ent.3285.animal_pig_oink3,小猪睡觉时的音效,1,1,2,ent.3285.animal_pig_oink3,sounds02,4000
13035,ent.3285.animal_pig_oink5,小猪被喂食时播放,1,1,2,ent.3285.animal_pig_oink5,sounds02,1180
13036,ent.3285.animal_pig_oink7,小猪触发待机动作打滚时播放,1,1,4,ent.3285.animal_pig_oink7,sounds04,1100
13037,ent.3285.animal_pig_oink11,小猪触发待机动作拱鼻子时播放,1,1,4,ent.3285.animal_pig_oink11,sounds04,280
13038,ent.3282.chicken1,成年鸡打鸣时播放,1,1,2,ent.3282.chicken1,sounds02,2270
13039,ent.3282.chicken2,成年鸡受击、死亡时播放,1,1,3,ent.3282.chicken2,sounds03,260
13040,ent.3282.chicken3,成年鸡扑棱时、伸缩头时播放,1,1,2,ent.3282.chicken3,sounds02,2180
13041,ent.3283.chick,小鸡受击、死亡时播放,1,1,3,ent.3283.chick,sounds03,1020
13042,ent.3280.hit,野兔受击、死亡时播放,1,1,3,ent.3280.hit,sounds03,180
13043,ent.3280.eat1,野兔进食时播放（吃软体食物）,1,1,2,ent.3280.eat1,sounds02,2000
13044,ent.3280.eat2,野兔进食时播放（吃脆口食物）,1,1,2,ent.3280.eat2,sounds02,2130
13045,ent.3280.run,野兔奔跑时播放,1,1,1,ent.3280.run,sounds01,1220
13046,ent.3281.hit,小野兔受击、死亡时播放,1,1,3,ent.3281.hit,sounds03,180
13047,ent.3281.eat1,小野兔进食时播放（吃软体食物）,1,1,2,ent.3281.eat1,sounds02,2000
13048,ent.3281.eat2,小野兔进食时播放（吃脆口食物）,1,1,2,ent.3281.eat2,sounds02,2130
13049,ent.3281.run,小野兔奔跑时播放,1,1,1,ent.3281.run,sounds01,1220
13050,ent.3284.animal_pig_oink13,猪待机时播放,1,1,4,ent.3284.animal_pig_oink13,sounds04,190
13051,ent.3285.animal_pig_oink14,小猪待机时播放,1,1,4,ent.3285.animal_pig_oink14,sounds04,150
13052,ent.3278.Cat_Petting,撸猫音效,1,1,2,ent.3278.Cat_Petting,sounds02,220
13053,ent.3278.Cat_Bark1,猫叫声1,1,1,4,ent.3278.Cat_Bark1,sounds04,250
13054,ent.3278.Cat_Bark2,猫叫声2,1,1,4,ent.3278.Cat_Bark2,sounds04,2210
13055,ent.3278.Cat_Bark3,猫叫声3,1,1,4,ent.3278.Cat_Bark3,sounds04,1010
13056,ent.3278.Cat_Bark4,猫叫声4,1,1,4,ent.3278.Cat_Bark4,sounds04,270
13057,ent.3276.Dog_Attack,大狗攻击音效,1,1,2,ent.3276.Dog_Attack,sounds02,130
13058,ent.3276.Dog_Hit,狗受击音效,1,1,3,ent.3276.Dog_Hit,sounds03,140
13059,ent.3276.Dog_Bark1,大狗叫声1,1,1,2,ent.3276.Dog_Bark1,sounds02,260
13060,ent.3276.Dog_Bark2,大狗叫声2,1,1,2,ent.3276.Dog_Bark2,sounds02,1210
13061,ent.3276.Dog_Bark3,大狗叫声3,1,1,2,ent.3276.Dog_Bark3,sounds02,1120
13062,ent.3277.LitterDog_Attack,小狗攻击音效,1,1,2,ent.3277.LitterDog_Attack,sounds02,70
13063,ent.3277.LitterDog_Bark1,小狗叫声1,1,1,2,ent.3277.LitterDog_Bark1,sounds02,250
13064,ent.3277.LitterDog_Bark2,小狗叫声2,1,1,2,ent.3277.LitterDog_Bark2,sounds02,1030
13065,ent.3277.LitterDog_Bark3,小狗叫声3,1,1,2,ent.3277.LitterDog_Bark3,sounds02,1230
13066,ent.3282.idle1,待机时播放1,1,1,4,ent.3282.idle1,sounds04,200
13067,ent.3282.idle2,待机时播放2,1,1,4,ent.3282.idle2,sounds04,170
13068,ent.3282.idle3,待机时播放3,1,1,4,ent.3282.idle3,sounds04,1040
13069,ent.3290.die,死亡,1,1,3,ent.3290.die,sounds03,2000
13070,ent.3290.getup,起床,1,1,2,ent.3290.getup,sounds02,2000
13071,ent.3290.happy,被吸引/高兴,1,1,2,ent.3290.happy,sounds02,6000
13072,ent.3290.hited,受击,1,1,3,ent.3290.hited,sounds03,2000
13073,ent.3290.milked,被挤奶,1,1,2,ent.3290.milked,sounds02,2000
13074,ent.3290.pupu,排便,1,1,2,ent.3290.pupu,sounds02,2000
13075,ent.3290.sleep,打呼,1,1,2,ent.3290.sleep,sounds02,6000
13076,ent.3291.galf,小奶牛,1,1,2,ent.3291.galf,sounds02,2000
13077,ent.3294.attract1,仓鼠_被吸引1,1,1,2,ent.3294.attract1,sounds02,1000
13078,ent.3294.attract2,仓鼠_被吸引2,1,1,2,ent.3294.attract2,sounds02,1000
13079,ent.3294.attract3,仓鼠_被吸引3,1,1,2,ent.3294.attract3,sounds02,1000
13080,ent.3294.attract4,仓鼠_被吸引4,1,1,2,ent.3294.attract4,sounds02,1000
13081,ent.3294.attract5,仓鼠_被吸引5,1,1,2,ent.3294.attract5,sounds02,1000
13082,ent.3294.sleep,仓鼠_睡觉磨牙,1,1,2,ent.3294.sleep,sounds02,2100
13083,ent.3294.detect,仓鼠_嗅探,1,1,2,ent.3294.detect,sounds02,1100
13084,ent.3294.fear,仓鼠_害怕,1,1,2,ent.3294.fear,sounds02,1100
13085,ent.3294.dig,仓鼠_挖,1,1,2,ent.3294.dig,sounds02,1100
13086,ent.3294.bounce,仓鼠_跳,1,1,2,ent.3294.bounce,sounds02,1000
13087,ent.3294.happy1,仓鼠_开心1,1,1,2,ent.3294.happy1,sounds02,1100
13088,ent.3294.happy2,仓鼠_开心2,1,1,2,ent.3294.happy2,sounds02,1100
13089,ent.3294.happy3,仓鼠_开心3,1,1,2,ent.3294.happy3,sounds02,1100
13090,ent.3294.fight,仓鼠_打架,1,1,2,ent.3294.fight,sounds02,1100
13091,ent.3294.attack,仓鼠_攻击,1,1,2,ent.3294.attack,sounds02,1100
13092,ent.3294.hit,仓鼠_受击,1,1,3,ent.3294.hit,sounds03,1000
13093,ent.3294.died,仓鼠_死亡,1,1,3,ent.3294.died,sounds03,1000
13094,ent.3294.idle1,仓鼠_待机1,1,1,4,ent.3294.idle1,sounds04,1000
13095,ent.3294.idle2,仓鼠_待机2,1,1,4,ent.3294.idle2,sounds04,1000
13096,ent.3294.idle3,仓鼠_待机3,1,1,4,ent.3294.idle3,sounds04,1000
13097,ent.3294.idle4,仓鼠_待机4,1,1,4,ent.3294.idle4,sounds04,1000
13098,ent.3294.idle5,仓鼠_待机5,1,1,4,ent.3294.idle5,sounds04,1100
13099,ent.3288.wild_sheep1,野羊受击时播放,1,1,3,ent.3288.wild_sheep1,sounds03,600
13100,ent.3288.wild_sheep2,野羊死亡时播放,1,1,3,ent.3288.wild_sheep2,sounds03,1100
13101,ent.3288.wild_sheep3,野羊冲撞时播放,1,1,2,ent.3288.wild_sheep3,sounds02,1060
13102,ent.3288.wild_sheep4,野羊交互时播放,1,1,2,ent.3288.wild_sheep4,sounds02,1020
13103,ent.3288.wild_sheep5,野羊睡觉时播放,1,1,2,ent.3288.wild_sheep5,sounds02,2150
13104,ent.3288.wild_sheep6,野羊待机时播放,1,1,4,ent.3288.wild_sheep6,sounds04,290
13105,ent.3288.wild_sheep7,野羊摇晃动作时播放,1,1,2,ent.3288.wild_sheep7,sounds02,1140
13106,ent.3289.wild_sheep1,小野羊受击时播放,1,1,3,ent.3289.wild_sheep1,sounds03,640
13107,ent.3289.wild_sheep2,小野羊死亡时播放,1,1,3,ent.3289.wild_sheep2,sounds03,290
13108,ent.3289.wild_sheep3,小野羊待机时播放,1,1,4,ent.3289.wild_sheep3,sounds04,1120
13109,ent.3292.sheep1,绵羊受伤音效,1,1,3,ent.3292.sheep1,sounds03,600
13110,ent.3292.sheep2,绵羊死亡音效,1,1,3,ent.3292.sheep2,sounds03,1230
13111,ent.3292.sheep3,绵羊反弹音效,1,1,2,ent.3292.sheep3,sounds02,1030
13112,ent.3292.sheep4,绵羊薅毛音效,1,1,2,ent.3292.sheep4,sounds02,2200
13113,ent.3292.sheep5,绵羊抖身体音效,1,1,2,ent.3292.sheep5,sounds02,1190
13114,ent.3292.sheep6,绵羊待机音效,1,1,4,ent.3292.sheep6,sounds04,1120
13115,ent.3286.bison1,野牛待机音效1,1,1,4,ent.3286.bison1,sounds04,1260
13116,ent.3286.bison2,野牛待机音效2,1,1,4,ent.3286.bison2,sounds04,2150
13117,ent.3286.bison3,野牛待机音效3,1,1,4,ent.3286.bison3,sounds04,2070
13118,ent.3286.bison4,野牛脚步音效,1,1,1,ent.3286.bison4,sounds01,2160
13119,ent.3286.bison5,野牛发怒音效1,1,1,2,ent.3286.bison5,sounds02,2070
13120,ent.3286.bison6,野牛发怒音效2,1,1,2,ent.3286.bison6,sounds02,2020
13121,ent.3286.bison7,野牛吃草音效,1,1,2,ent.3286.bison7,sounds02,5190
13122,ent.3286.bison8,野牛睡觉音效,1,1,2,ent.3286.bison8,sounds02,1280
13123,ent.3287.bison1,小野牛待机音效,1,1,4,ent.3287.bison1,sounds04,1410
13124,ent.3287.bison2,小野牛受伤音效,1,1,3,ent.3287.bison2,sounds03,230
13125,die,熊猫死亡,0,1,2,ent.3416.die,sounds02,1000
13126,eat,熊猫吃东西,0,1,2,ent.3416.eat,sounds02,1250
13127,foot1,熊猫脚步1,0,1,1,ent.3416.foot1,sounds01,621
13128,foot2,熊猫脚步2,0,1,1,ent.3416.foot2,sounds01,800
13129,hit1,熊猫受击1,0,1,3,ent.3416.hit1,sounds03,500
13130,hit2,熊猫受击2,0,1,3,ent.3416.hit2,sounds03,574
13131,hit3,熊猫受击3,0,1,3,ent.3416.hit3,sounds03,316
13132,hunger,熊猫饥饿,0,1,2,ent.3416.hunger,sounds02,875
13133,idel1,熊猫空闲1,0,1,2,ent.3416.idel1,sounds02,760
13134,idel2,熊猫空闲2,0,1,2,ent.3416.idel2,sounds02,665
13135,idel3,熊猫空闲3,0,1,2,ent.3416.idel3,sounds02,715
13136,idel4,熊猫空闲4,0,1,2,ent.3416.idel4,sounds02,1452
13137,idle1,熊猫待机1,0,1,2,ent.3416.idle1,sounds02,1125
13138,idle2,熊猫待机2,0,1,2,ent.3416.idle2,sounds02,1625
13139,idle3,熊猫待机3,0,1,2,ent.3416.idle3,sounds02,1500
13140,ent.3407.attack,狼攻击,0,1,2,ent.3407.attack,sounds02,1000
13141,buff_spellrain,咒雨buff,0,1,5,buff.buff_spellrain,sounds05,5000
13142,buff_grassgrown,生草buff,0,1,5,buff.buff_grassgrown,sounds05,1000
13143,bottlebreak,瓶子破碎,0,1,5,misc.bottlebreak,sounds05,1000
13144,refinable_working,符能提炼装置-工作中,0,1,6,misc.refinable_working,sounds06,10000
13145,refinable_ok,符能提炼装置-提炼成功,0,1,8,misc.refinable_ok,sounds08,2000
13146,refinable_error,符能提炼装置-提炼失败,0,1,8,misc.refinable_error,sounds08,2000
13147,spell_charge,法术蓄力,0,1,5,misc.spell_charge,sounds05,4000
13148,animating_release,活化术释放,0,1,5,misc.animating_release,sounds05,1000
13149,vitalizing_release,催生术释放,0,1,5,misc.vitalizing_release,sounds05,3000
13150,formConcealing_release,隐身术释放,0,1,5,misc.formConcealing_release,sounds05,1000
13151,gleaning_release,采集术释放,0,1,5,misc.gleaning_release,sounds05,3000
13152,gleaning_loop,采集术循环,0,1,5,misc.gleaning_loop,sounds05,10000
13153,cleaving_release,破石术释放,0,1,5,misc.cleaving_release,sounds05,5000
13154,stonebreak,岩石破坏,0,1,5,misc.stonebreak,sounds05,2000
13155,insightRevealing_release,洞察术释放,0,1,5,misc.insightRevealing_release,sounds05,3000
13156,oreSeeking_release,探矿术释放,0,1,5,misc.oreSeeking_release,sounds05,2000
13157,heightElevating_loop,升高术循环,0,1,5,misc.heightElevating_loop,sounds05,3000
13158,fireWork_burst,烟花术爆炸,0,1,5,misc.fireWork_burst,sounds05,1000
13159,jump,跳跃,0,1,5,misc.jump,sounds05,1000
13160,ent.3415.idle3,,0,1,4,ent.3415.idle3,sounds04,1000
13161,ent.3415.idle4,,0,1,4,ent.3415.idle4,sounds04,1000
13162,ent.3415.surprise,,0,1,4,ent.3415.surprise,sounds04,1000
13163,ent.3415.cheer,,0,1,4,ent.3415.cheer,sounds04,1000
13164,AltarAwaken,激活祭坛,0,1,5,misc.AltarAwaken,sounds05,2018
13165,SpellSummon,召唤法阵,0,1,5,misc.SpellSummon,sounds05,6400
13166,dog_cast,狗法师-施法,0,1,5,npc.dog_cast,sounds05,1333
13167,dog_spawn,狗法师-产出,0,1,5,npc.dog_spawn,sounds05,2000
13168,dog_interact,狗法师-对话短促,0,1,4,npc.dog_interact,sounds04,1067
13169,dog_approach,狗法师-面对面对话,0,1,4,npc.dog_approach,sounds04,1600
13170,dog_collect,狗法师-领取奖励,0,1,8,npc.dog_collect,sounds08,1600
13171,StoryFragment,信纸展开音效,0,1,9,misc.StoryFragment,sounds09,1000
13172,dog_special,狗法师-特殊对话,0,1,4,npc.dog_special,sounds04,1000
13173,elder_talk,老村长-对话,0,1,4,npc.elder_talk,sounds04,2867
13174,RealmPortalAwaken,传送门激活音效,0,1,9,misc.RealmPortalAwaken,sounds09,2000
13175,PortalTapCue,空间传送按钮,0,1,9,misc.PortalTapCue,sounds09,1000
20001,ent.3018.hit,,0,1,3,ent.3018.hit1,sounds03,1000
20002,ent.3101.hit,,0,1,3,ent.3101.hit1,sounds03,1000
20003,ent.3102.hit,,0,1,3,ent.3102.hit1,sounds03,1000
20004,ent.3103.hit,,0,1,3,ent.3103.hit1,sounds03,1000
20005,ent.3105.hit,,0,1,3,ent.3105.hit1,sounds03,1000
20006,ent.3107.hit,,0,1,3,ent.3107.hit1,sounds03,1000
20007,ent.3109.hit,,0,1,3,ent.3109.hit1,sounds03,1000
20008,ent.3110.hit,,0,1,3,ent.3110.hit1,sounds03,1000
20009,ent.3111.hit,,0,1,3,ent.3111.hit1,sounds03,1000
20010,ent.3112.hit,,0,1,3,ent.3112.hit1,sounds03,1000
20011,ent.3120.hit,,0,1,3,ent.3120.hit1,sounds03,1000
20012,ent.3121.hit,,0,1,3,ent.3121.hit1,sounds03,1000
20013,ent.3123.hit,,0,1,3,ent.3123.hit1,sounds03,1000
20014,ent.3130.hit,,0,1,3,ent.3130.hit1,sounds03,1000
20015,ent.3131.hit,,0,1,3,ent.3131.hit1,sounds03,1000
20016,ent.3135.hit,,0,1,3,ent.3135.hit1,sounds03,1000
20017,ent.3200.hit,,0,1,3,ent.3200.hit1,sounds03,1000
20018,ent.3201.hit,,0,1,3,ent.3201.hit1,sounds03,1000
20019,ent.3202.hit,,0,1,3,ent.3202.hit1,sounds03,1000
20020,ent.3205.hit,,0,1,3,ent.3205.hit,sounds03,1000
20021,ent.3206.hit,,0,1,3,ent.3206.hit,sounds03,1000
20022,ent.3207.hit,,0,1,3,ent.3207.hit,sounds03,1000
20023,ent.3208.hit,,0,1,3,ent.3208.hit,sounds03,1000
20024,ent.3209.hit,,0,1,3,ent.3209.hit,sounds03,1000
20025,ent.3210.hit,,0,1,3,ent.3210.hit,sounds03,1000
20026,ent.3211.hit,,0,1,3,ent.3211.hit,sounds03,1000
20027,ent.3212.hit,,0,1,3,ent.3212.hit,sounds03,1000
20028,ent.3214.hit,,0,1,3,ent.3214.hit,sounds03,1000
20029,ent.3215.hit,,0,1,3,ent.3215.hit,sounds03,1000
20030,ent.3216.hit,,0,1,3,ent.3216.hit,sounds03,1000
20031,ent.3217.hit,,0,1,3,ent.3217.hit,sounds03,1000
20032,ent.3218.hit,,0,1,3,ent.3218.hit,sounds03,1000
20033,ent.3219.hit,,0,1,3,ent.3219.hit,sounds03,1000
20034,ent.3220.hit,,0,1,3,ent.3220.hit,sounds03,1000
20035,ent.3222.hit,,0,1,3,ent.3222.hit,sounds03,1000
20036,ent.3223.hit,,0,1,3,ent.3223.hit,sounds03,1000
20037,ent.3224.seaspirithit1,,0,1,3,ent.3224.seaspirithit1,sounds03,1000
20038,ent.3229.hit,,0,1,3,ent.3229.hit,sounds03,1000
20039,ent.3415.hit,,0,1,3,ent.3415.hit1,sounds03,1000
20040,ent.3403.hit,,0,1,3,ent.3403.hit1,sounds03,1000
20041,ent.3910.hit,,0,1,3,ent.3910.hit,sounds03,1000
20042,ent.3885.hit,,0,1,3,ent.3885.hit1,sounds03,1000
20043,ent.3401.hit,,0,1,3,ent.3401.hit1,sounds03,1000
20044,ent.3621.hit1,,0,1,3,ent.3621.hit1,sounds03,1000
20045,ent.3407.hit,,0,1,3,ent.3407.hit1,sounds03,1000
20046,ent.3872.hit,,0,1,3,ent.3872.hit,sounds03,1000
20047,ent.3400.hit,,0,1,3,ent.3400.hit1,sounds03,1000
20048,ent.3402.idle,,0,1,3,ent.3402.idle1,sounds03,1000
20049,ent.3405.hit,,0,1,3,ent.3405.hit1,sounds03,1000
20050,ent.3406.hit,,0,1,3,ent.3406.hit1,sounds03,1000
20051,ent.3408.hit,,0,1,3,ent.3408.hit1,sounds03,1000
20052,ent.3409.hit,,0,1,3,ent.3409.hit1,sounds03,1000
20053,ent.3410.hit,,0,1,3,ent.3410.hit1,sounds03,1000
20054,ent.3416.hit,,0,1,3,ent.3416.hit1,sounds03,1000
20055,ent.3418.hit,,0,1,3,ent.3418.hit1,sounds03,1000
20056,ent.3421.hit,,0,1,3,ent.3421.hit1,sounds03,1000
20057,ent.3423.hit,,0,1,3,ent.3423.hit1,sounds03,1000
20058,ent.3501.hit,,0,1,3,ent.3501.hit1,sounds03,1000
20059,ent.3502.hit,,0,1,3,ent.3502.hit1,sounds03,1000
20060,ent.3505.hit,,0,1,3,ent.3505.hit1,sounds03,1000
20061,ent.3506.hit,,0,1,3,ent.3506.hit1,sounds03,1000
20062,ent.3507.hit,,0,1,3,ent.3507.hit1,sounds03,1000
20063,ent.3508.hit,,0,1,3,ent.3508.hit1,sounds03,1000
20064,ent.3403.idle,,0,1,3,ent.3403.idle,sounds03,1000
20065,ent.3822.hit,,0,1,3,ent.3822.hit1,sounds03,1000
20066,ent.3824.hit,,0,1,3,ent.3824.hit,sounds03,1000
20068,ent.3826.hit,,0,1,3,ent.3826.hit,sounds03,1000
20069,ent.3881.hit,,0,1,3,ent.3881.hit1,sounds03,1000
20070,ent.3883.hit,,0,1,3,ent.3883.hit1,sounds03,1000
20071,ent.3892.hit,,0,1,3,ent.3892.hit1,sounds03,1000
20072,ent.3912.angry,,0,1,3,ent.3912.angry,sounds03,1000
20073,ent.3914.hit,,0,1,3,ent.3914.hit,sounds03,1000
20074,ent.3915.hit,,0,1,3,ent.3915.hit,sounds03,1000
20075,ent.3135.die,,0,1,3,ent.3135.die,sounds03,1000
20076,ent.3214.die,,0,1,3,ent.3214.die,sounds03,1000
20077,ent.3215.die,,0,1,3,ent.3215.die,sounds03,1000
20078,ent.3216.die,,0,1,3,ent.3216.die,sounds03,1000
20079,ent.3217.die,,0,1,3,ent.3217.die,sounds03,1000
20080,ent.3218.die,,0,1,3,ent.3218.die,sounds03,1000
20081,ent.3219.die,,0,1,3,ent.3219.die,sounds03,1000
20082,ent.3220.die,,0,1,3,ent.3220.die,sounds03,1000
20083,ent.3222.die,,0,1,3,ent.3222.die,sounds03,1000
20084,ent.3223.die,,0,1,3,ent.3223.die,sounds03,1000
20085,ent.3224.seaspiritdie1,,0,1,3,ent.3224.seaspiritdie1,sounds03,1000
20086,ent.3229.die,,0,1,3,ent.3229.die,sounds03,1000
20087,ent.3403.die,,0,1,3,ent.3403.die,sounds03,1000
20088,ent.3885.die,,0,1,3,ent.3885.die,sounds03,1000
20089,ent.3822.die,,0,1,3,ent.3822.die,sounds03,1000
20090,ent.3824.die,,0,1,3,ent.3824.die,sounds03,1000
20091,ent.3825.die,,0,1,3,ent.3825.die,sounds03,1000
20092,ent.3826.die,,0,1,3,ent.3826.die,sounds03,1000
20093,ent.3881.die,,0,1,3,ent.3881.die,sounds03,1000
20094,ent.3883.die,,0,1,3,ent.3883.die,sounds03,1000
20095,ent.3892.die,,0,1,3,ent.3892.die,sounds03,1000
20096,ent.3912.jet,,0,1,3,ent.3912.jet,sounds03,1000
20097,ent.3914.die,,0,1,3,ent.3914.die,sounds03,1000
20098,ent.3915.die,,0,1,3,ent.3915.die,sounds03,1000
20099,ent.3014.idle,,0,1,4,ent.3014.idle,sounds04,1000
20100,ent.3015.idle,,0,1,4,ent.3015.idle,sounds04,1000
20101,ent.3016.idle,,0,1,4,ent.3016.idle,sounds04,1000
20102,ent.3018.idle,,0,1,4,ent.3018.idle,sounds04,1000
20103,ent.3019.idle,,0,1,4,ent.3019.idle,sounds04,1000
20104,ent.3101.idle,,0,1,4,ent.3101.idle,sounds04,1000
20105,ent.3102.idle,,0,1,4,ent.3102.idle,sounds04,1000
20106,ent.3103.idle,,0,1,4,ent.3103.idle,sounds04,1000
20107,ent.3105.idle,,0,1,4,ent.3105.idle,sounds04,1000
20108,ent.3107.idle,,0,1,4,ent.3107.idle,sounds04,1000
20109,ent.3109.idle,,0,1,4,ent.3109.idle,sounds04,1000
20110,ent.3110.idle,,0,1,4,ent.3110.idle,sounds04,1000
20111,ent.3111.idle,,0,1,4,ent.3111.idle,sounds04,1000
20112,ent.3112.idle,,0,1,4,ent.3112.idle,sounds04,1000
20113,ent.3120.idle,,0,1,4,ent.3120.idle,sounds04,1000
20114,ent.3121.idle,,0,1,4,ent.3121.idle,sounds04,1000
20115,ent.3123.idle,,0,1,4,ent.3123.idle,sounds04,1000
20116,ent.3130.idle,,0,1,4,ent.3130.idle,sounds04,1000
20117,ent.3131.idle,,0,1,4,ent.3131.idle,sounds04,1000
20118,ent.3135.idle,,0,1,4,ent.3135.idle,sounds04,1000
20119,ent.3200.idle,,0,1,4,ent.3200.idle,sounds04,1000
20120,ent.3201.idle,,0,1,4,ent.3201.idle,sounds04,1000
20121,ent.3202.idle,,0,1,4,ent.3202.idle,sounds04,1000
20122,ent.3205.idle1,,0,1,4,ent.3205.idle1,sounds04,1000
20123,ent.3206.idle1,,0,1,4,ent.3206.idle1,sounds04,1000
20124,ent.3207.idle1,,0,1,4,ent.3207.idle1,sounds04,1000
20125,ent.3208.idle1,,0,1,4,ent.3208.idle1,sounds04,1000
20126,ent.3209.idle1,,0,1,4,ent.3209.idle1,sounds04,1000
20127,ent.3210.idle1,,0,1,4,ent.3210.idle1,sounds04,1000
20128,ent.3211.idle1,,0,1,4,ent.3211.idle1,sounds04,1000
20129,ent.3212.idle1,,0,1,4,ent.3212.idle1,sounds04,1000
20130,ent.3214.idle1,,0,1,4,ent.3214.idle1,sounds04,1000
20131,ent.3215.idle1,,0,1,4,ent.3215.idle1,sounds04,1000
20132,ent.3216.idle1,,0,1,4,ent.3216.idle1,sounds04,1000
20133,ent.3217.idle1,,0,1,4,ent.3217.idle1,sounds04,1000
20134,ent.3218.idle1,,0,1,4,ent.3218.idle1,sounds04,1000
20135,ent.3219.idle1,,0,1,4,ent.3219.idle1,sounds04,1000
20136,ent.3220.idle1,,0,1,4,ent.3220.idle1,sounds04,1000
20137,ent.3222.idle1,,0,1,4,ent.3222.idle1,sounds04,1000
20138,ent.3223.idle1,,0,1,4,ent.3223.idle1,sounds04,1000
20139,ent.3229.idle1,,0,1,4,ent.3229.idle1,sounds04,1000
20140,ent.3415.idle,,0,1,4,ent.3415.idle,sounds04,1000
20141,ent.3885.idle,,0,1,4,ent.3885.idle,sounds04,1000
20142,ent.3401.idle,,0,1,4,ent.3401.idle,sounds04,1000
20143,ent.3407.idle,,0,1,4,ent.3407.idle,sounds04,1000
20144,ent.3872.leopardroar,,0,1,4,ent.3872.leopardroar,sounds04,1000
20145,ent.3400.idle,,0,1,4,ent.3400.idle,sounds04,1000
20146,ent.3405.idle,,0,1,4,ent.3405.idle,sounds04,1000
20147,ent.3406.idle,,0,1,4,ent.3406.idle,sounds04,1000
20148,ent.3408.idle,,0,1,4,ent.3408.idle,sounds04,1000
20149,ent.3409.idle,,0,1,4,ent.3409.idle,sounds04,1000
20150,ent.3410.idle,,0,1,4,ent.3410.idle,sounds04,1000
20151,ent.3416.idle,,0,1,4,ent.3416.idle,sounds04,1000
20152,ent.3418.idle,,0,1,4,ent.3418.idle,sounds04,1000
20153,ent.3421.idle,,0,1,4,ent.3421.idle,sounds04,1000
20154,ent.3423.idle,,0,1,4,ent.3423.idle,sounds04,1000
20155,ent.3424.idle,,0,1,4,ent.3424.idle,sounds04,1000
20156,ent.3501.idle,,0,1,4,ent.3501.idle,sounds04,1000
20157,ent.3502.idle,,0,1,4,ent.3502.idle,sounds04,1000
20158,ent.3505.idle,,0,1,4,ent.3505.idle,sounds04,1000
20159,ent.3506.idle,,0,1,4,ent.3506.idle,sounds04,1000
20160,ent.3507.idle,,0,1,4,ent.3507.idle,sounds04,1000
20161,ent.3508.idle,,0,1,4,ent.3508.idle,sounds04,1000
20162,ent.3407.growl,,0,1,4,ent.3407.growl,sounds04,1000
20163,ent.3408.bark,,0,1,4,ent.3408.bark,sounds04,1000
20164,ent.3824.idle,,0,1,4,ent.3824.idle,sounds04,1000
20165,ent.3825.idle,,0,1,4,ent.3825.idle,sounds04,1000
20166,ent.3826.idle,,0,1,4,ent.3826.idle,sounds04,1000
20167,ent.3870.monkeyexcite,,0,1,4,ent.3870.monkeyexcite,sounds04,1000
20168,ent.3870.monkeycaw,,0,1,4,ent.3870.monkeycaw,sounds04,1000
20169,ent.3873.priestwhisper,,0,1,4,ent.3873.priestwhisper,sounds04,1000
20170,ent.3878.snake,,0,1,4,ent.3878.snake,sounds04,1000
20171,ent.3881.idle,,0,1,4,ent.3881.idle,sounds04,1000
20172,ent.3883.idle,,0,1,4,ent.3883.idle,sounds04,1000
20173,ent.3892.idle,,0,1,4,ent.3892.idle,sounds04,1000
20174,ent.3912.idle,,0,1,4,ent.3912.idle,sounds04,1000
20175,ent.3914.idle,,0,1,4,ent.3914.idle,sounds04,1000
20176,ent.3915.idle,,0,1,4,ent.3915.idle,sounds04,1000
20177,ent.3019.foot,,0,1,1,ent.3019.foot,sounds01,1000
20178,ent.3101.foot,,0,1,1,ent.3101.foot,sounds01,1000
20179,ent.3102.foot,,0,1,1,ent.3102.foot,sounds01,1000
20180,ent.3105.foot,,0,1,1,ent.3105.foot,sounds01,1000
20181,ent.3109.foot,,0,1,1,ent.3109.foot,sounds01,1000
20182,ent.3121.foot,,0,1,1,ent.3121.foot,sounds01,1000
20183,ent.3123.foot,,0,1,1,ent.3123.foot,sounds01,1000
20184,ent.3130.foot,,0,1,1,ent.3130.foot,sounds01,1000
20185,ent.3131.foot,,0,1,1,ent.3131.foot,sounds01,1000
20186,ent.3135.foot,,0,1,1,ent.3135.foot,sounds01,1000
20187,ent.3189.foot,,0,1,1,ent.3189.foot,sounds01,1000
20188,ent.3182.foot,,0,1,1,ent.3182.foot,sounds01,1000
