id(给翻译用的字段，使用tobiome的gm指令时，id-1000就是地形id了),名字,备注,中文名,最低高度（区间-2到2，2=对比值128）,梯度（0到2）,温度(0-100 影响植物生长和天气变化),湿度[0-100 影响植物生长],填充块,填充深度(从顶层开始算）,顶层块,草颜色,草地噪声颜色,水颜色偏色,水下雾效颜色,水下雾效颜色变化深度（跟左边字段必须数量对应）,"天空盒类型:0 默认基础晴天。 1：草原森林类  2：沙漠类  3：冰原类 4： 沼泽湿地类， 5： 火山类, 6: 雨林 ，7：丛林，8：针叶林，9：高山（峭壁），10:海洋， 11 :空岛，12：盆地 13：萌眼星 14 烈焰星，15 草原 ，16 河流 ，17 干旱草原，18 发光空岛，19 荧菇平原，20 星影森林，21 巨菇林 ，22 星辉湖泊 ，23 昏暗树林，24 破碎离岛及虚空，25 腐化遗岛（boss战）",是否可以下雨,是否可以下雪,晴天系数,雨天系数,雷暴系数,树生成次数/每区块,星站建筑,简易罐子,陶土罐子,彩陶罐子,野生玉米,荆棘草,绿色荆棘,枯萎荆棘,红色卫矛,风铃花,若兰,星辰花,龙血花,风信子,龙爪草,龙血树,白椰花,黄钟花,野蔷薇,冬温花,庇佑雪莲,巨布鲁果,巨鳞羽果,枯草,土笋,洋红毒菇,水草,海带,漂浮的花瓣,漂浮的木板,红藻,宝石花珊瑚2,宝石花珊瑚3,宝石花珊瑚4,宝石花珊瑚5,宝石花珊瑚6,宝石花珊瑚7,独葵,荧光彩虹草,仙人掌,红色龙舌兰,粉色龙舌兰,橙色龙舌兰,灰色龙舌兰,草(%几率选择1个区块256格*128方块尝试）,大刍草,硫黄晶砂,鸡窝,落花堆,灌木丛,散落的石块,枯草,桃花堆,小花堆,落叶堆,荧光落叶,银杏落叶堆,枫叶堆,蓝花楹叶堆,秋胡杨叶堆,棉花,荧光棒藻,无球锯齿蕨,菠萝,彼岸花,白化角珊瑚,白色野花,蓝色野花,黄色野花,黄色菊花,蓝色菊花,橙色菊花,粉蝶花,薰衣草,荧光小草,荧光落叶,星光菌,蒲公英,狗尾草,芦苇,油菜花,郁金香,三叶草,荷叶,浮萍,水藻,荷花,蕨,紫色三角梅,白色三角梅,紫色地栽三角梅,白色地栽三角梅,水稻,白化气泡珊瑚,白化圆盘珊瑚,白化树珊瑚,随机白化珊瑚,角珊瑚,气泡珊瑚,圆盘珊瑚,树珊瑚,随机活珊瑚,巨型扇贝,枯灌木丛,浆果丛,沙棘,玉米（新）,独葵（新）,水稻（新）,莲藕（新）,胡萝卜,南瓜（新）,星点草,荧菇,茸草,败草,败草丛,蘑古碎石,荧菇丛,恶棘藤,蘑晶石矿,光须茸草,星影落叶堆,星辉落叶堆,虚空之花,蹦床菇,星露莓丛,星芒麦,星辉花,星辉莲花,星辉浮藻,荧光藻,星水草,星辉三叶草,星辉四叶草,大蘑晶石矿,晶髓花,腐化败草,滑伞菇,幻觉菇,世界ID,环境温度（白天（8~20点）/黑夜的温度）,气候组（枚举在biomegroupdef）,焦散强度(0-1)
id,TypeName,,Name,MinHeight,MaxHeight,Heat,Humid,FillBlock,FillDepth,TopBlock,GrassColor,GrassBlendColor,WaterColor,WaterFogColor,WaterFogDepth,skyboxType,EnableRain,EnableSnow,ClearModulus,RainModulus,ThunderModulus,ChunkTrees,ChunkStarStation,ChunkJar737,ChunkJar738,ChunkJar739,ChunkGrass243,ChunkGrass238,ChunkGrass151024,ChunkGrass151025,ChunkGrass151026,ChunkFlowers300,ChunkFlowers301,ChunkFlowers302,ChunkFlowers303,ChunkFlowers304,ChunkFlowers305,ChunkFlowers306,ChunkFlowers311,ChunkFlowers312,ChunkFlowers313,ChunkFlowers761,ChunkFlowers764,ChunkPumpkin,ChunkWatermelon,ChunkDeadBush,ChunkMushroom,ChunkRedPoisonousMushroom,ChunkSeaPlants245,ChunkSeaPlants246,ChunkFloatingFlower,ChunkFloatingplank,ChunkCorals314,ChunkCorals315,ChunkCorals316,ChunkCorals317,ChunkCorals318,ChunkCorals319,ChunkCorals320,ChunkReeds,ChunkRainbowGrass,ChunkCactus,ChunkFlowers307,ChunkFlowers310,ChunkFlowers308,ChunkFlowers309,ChunkGrass224,ChunkGrass151028,ChunkCrystal,ChunkNest,ChunkPile,ChunkBush,ChunkGrass110,ChunkGrass225,ChunkGrass321,ChunkGrass322,ChunkGrass323,ChunkGrass150058,ChunkGrass151020,ChunkGrass151021,ChunkGrass151022,ChunkGrass151023,ChunkCotton,ChunkSeaPlants495,ChunkJaggedFern287,ChunkPineapple1187,ChunkShoreflower1186,ChunkNewCorals487,ChunkFlowers150049,ChunkFlowers150050,ChunkFlowers150051,ChunkFlowers150052,ChunkFlowers150053,ChunkFlowers150054,ChunkFlowers150055,ChunkFlowers150056,ChunkFlowers150057,ChunkFlowers150058,ChunkFlowers150059,ChunkFlowers150060,ChunkFlowers150061,ChunkFlowers150062,ChunkFlowers150063,ChunkFlowers150064,ChunkFlowers150065,ChunkWaterlily,ChunkDuckweed,ChunkWaterweed,ChunkLotusFlower,ChunkFlowers150069,ChunkFlowers150070,ChunkFlowers150071,ChunkFlowers150075,ChunkFlowers150076,ChunkRice,ChunkNewCorals489,ChunkNewCorals491,ChunkNewCorals493,ChunkRandomDeadCorals,ChunkNewCorals486,ChunkNewCorals488,ChunkNewCorals490,ChunkNewCorals492,ChunkRandomCorals,ChunkGiantScallops346,ChunkDeadThicket763,ChunkBornMaturePlants200193,ChunkBornMaturePlants200194,ChunkBornMaturePlants200195,ChunkBornMaturePlants200196,ChunkPaddyPlants200197,ChunkPaddyPlants200198,ChunkBornMaturePlants200199,ChunkBornMaturePlants200219,ChunkGrass388,ChunkGrass200254,ChunkGrass293,ChunkGrass347,ChunkGrass151032,ChunkGrass201906,ChunkGrass201909,ChunkGrass151031,ChunkGrass201907,ChunkGrass235,ChunkGrass151030,ChunkGrass151029,ChunkFlowers200417,ChunkGrass201920,ChunkGrass201921,ChunkGrass201917,ChunkFlowers201912,ChunkGrass201923,ChunkGrass201924,ChunkGrass201926,ChunkGrass201922,ChunkGrass201914,ChunkGrass201915,ChunkGrass201908,ChunkGrass201919,ChunkGrass381,ChunkGrass201930,ChunkGrass200253,MapId,Temperature,BiomeGroupID,CausticsPower
-1,Times,,尝试生成次数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,0,6,5,8,0,2,10,10,20,6,5,5,5,10,5,5,6,5,50,6,6,8,6,100,3,2,4,7,10,3,5,0,0,0,0,0,0,0,0,3,5,5,5,5,100,15,2,4,0,3,45,30,100,5,30,30,30,30,30,30,50,10,5,3,3,3,30,30,30,100,100,100,100,100,5,5,3,50,18,50,100,100,20,10,5,5,5,3,100,100,30,20,0,3,3,3,1,5,5,5,5,5,2,4,17,10,17,8,50,50,20,20,10,10,10,30,10,10,5,8,5,10,20,5,10,5,10,10,6,5,10,15,10,10,3,5,5,30,10,10,,,,0.45
1088,BIOME_AIRSHIP,迷拉星-飞艇群地面,铁穹平原,0.1,1.2,65,40,101,3,100,2e5a18,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,11,1,0,1.2,0.5,0.4,200,0,100,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,100,1000,150,0,10,0,,45,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,300,60,60,0,0,0,0,0,200,0,20,0,60,0,0,0,0,80,100,30,5,500,0,0,0,0,0,0,0,0,,0,0,0,0,,,,60,0,70,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|0,1,0.45
1089,BIOME_AIRSHIP_H,迷拉星-飞艇群地面,铁穹舰队,1.2,0,65,40,101,3,100,4c5b43,,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,11,1,0,1.2,0.5,0.4,800,0,100,0,0,0,0,0,0,0,200,0,50,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,100,1500,225,0,0,0,50,45,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,50,50,50,0,0,0,0,0,500,0,500,0,0,0,0,0,100,0,80,20,0,100,0,0,0,0,0,0,0,0,,0,0,0,0,,,50,60,0,70,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0|0,1,0.45
1090,MUSHROOM_PLAINS,星尘之境,荧菇平原,0.1,0.6,50,80,200247,3,770,5e6d9d,0078d5,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,19,1,0,2,0.6,0,7,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,3000,210,10000,126,100,300,1000,300,1,0,500,,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1091,STARLIGHT_LAKE,星尘之境,星落湖,-0.3,0.1,50,90,200247,3,770,5a7fac,0078d5,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,22,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,1000,70,8000,0,0,300,500,0,5,0,0,500,,0,100,0,100,100,100,2000,1000,100,0,0,0,0,0,,3,2|0,8,0.45
1092,MUSHROOM_FOREST,星尘之境,巨菇林,-0.2,0.8,50,85,200247,3,770,674896,0078d5,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,21,1,0,2,0.6,0,600,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,70,3000,2000,500,300,1500,0,5,1000,0,,,15,30,0,0,0,0,0,0,0,0,0,0,0,50,50,3,2|0,8,0.45
1093,STAR_FOREST,星尘之境,星影森林,0.5,0.8,45,60,200247,3,770,383f6d,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,20,1,0,2,0.6,0,100,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,50,35,8000,50,50,500,100,200,10,5000,1000,,,0,50,20,100,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1094,STAR_FOREST_EDGE,星尘之境,碎岛边境,0.3,1.3,30,20,200241,5,770,715a81,383f6d,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,20,1,0,2,0.6,0,80,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,7,2000,500,100,300,0,300,30,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,9,0.45
1095,CRYSTAL_ISLAND,星尘之境,晶簇浮岛,0.3,0.5,25,30,200241,30,770,726879,383f6d,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,24,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,3000,0,0,900,0,200,800,0,0,,100,0,0,0,0,0,0,0,0,0,0,600,300,1600,0,,3,2|0,9,0.45
1096,SHATTERED_ISLES,星尘之境,破碎离岛,0.1,1.3,25,20,200241,7,200247,726879,383f6d,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,24,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1000,0,0,400,0,200,300,0,0,,100,0,0,0,0,0,0,0,0,0,0,0,0,900,0,,3,2|0,9,0.45
1104,CORRUPTED_RUINS,星尘之境,腐化遗岛,0.1,0.2,25,20,200247,3,200241,726879,383f6d,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,25,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,9,0.45
1097,MUSHROOM_HILLS,星尘之境,荧菇丘陵,0.8,1.2,50,80,200247,3,770,506c8f,0078d5,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,19,1,0,2,0.6,0,150,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,1000,140,8000,100,300,300,1000,100,5,800,800,,,5,100,0,0,0,0,0,0,0,0,0,0,0,10,,3,2|0,8,0.45
1098,MUSHROOM_PLAINS_EDGE,星尘之境,荧菇平原边缘,0.5,0.6,50,80,200247,3,770,585982,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,19,1,0,2,0.6,0,20,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,800,140,8000,600,100,300,500,0,10,50,500,,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1099,CLOVER_STREAM,星尘之境,四叶草溪,-0.1,0,50,80,200247,3,770,3b4a71,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,19,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,1000,35,0,0,0,300,0,0,5,0,0,0,,0,0,0,100,500,1000,1000,1000,10000,100,0,0,0,0,,3,2|0,8,0.45
1100,RUNE_RELIC,星尘之境,符文遗迹,1.2,0.2,50,80,200247,3,770,4b6394,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,19,1,0,2,0.6,0,200,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,8000,35,8000,50,300,50,500,0,0,0,0,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1101,STAR_FOREST_HILLS,星尘之境,星影森林丘陵,0.2,1.2,50,80,200247,3,770,2c304c,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,20,1,0,2,0.6,0,50,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,500,35,300,200,300,400,100,150,10,1000,1000,,,0,50,100,100,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1102,DARK_WOODS,星尘之境,昏暗树林,0.1,0.2,50,80,200247,3,770,343350,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,23,1,0,2,0.6,0,100,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1000,100,50,500,0,400,30,200,300,,250,0,0,0,20,0,100,0,0,0,0,0,0,400,0,,3,2|0,9,0.45
1103,CATDOG_VILLAGE,星尘之境,四叶草村,0,0,50,80,200247,3,770,4e5378,5ad2ff,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,20,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,500,35,8000,0,300,500,0,100,10,500,400,,,0,50,100,100,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1105,MUSHROOM_VILLAGE,星尘之境,蘑菇村,0,0,50,80,200247,3,770,5885a1,0078d5,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,21,1,0,2,0.6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,10,7,1000,600,300,300,5,0,0,0,0,,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,8,0.45
1106,VOID,星尘-虚空,虚空,0.1,0.1,50,80,200247,3,770,726879,383f6d,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,24,1,0,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2|0,9,0.45
