ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],使用场景过滤[string],传参[string],左右值标记[整型],返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,
3070001,创建生物,3,4,3,1,在%1创建%2个%3，阵营属于%4,5,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1005|1|0,1|1,1032|1|0,2|3400,1023|1|0,5|170001,,,,,,,,,,,,,,,0,,306032,1,381
3070025,替换生物,3,4,3,1,替换%1为%2，按百分比保留生命值为%3,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1032|1|0,2|3400,1014|1|0,5|320001,,,,,,,,,,,,,,,,,,100,"1.替换后保留生物的图文信息
2.替换后生物队伍不变
3.生物变量也会改变，例如：替换前变量存了A生物，替换成B生物后，变量存的值从A生物变为B生物（只影响生物变量，不影响生物类型变量）",,382
3070003,击败生物,3,4,3,1,击败%1,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,,306050,1,383
3070004,删除生物,3,4,3,1,删除%1,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,,306303,,384
3070005,击败生物类型,3,4,3,1,击败%1,5,"1,1,0,1,1,0",,,,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,0,,306304,,385
3070006,删除生物类型,3,4,3,1,删除%1,5,"1,1,0,1,1,0",,,,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,0,100,306305,,386
3070007,设置生物属性,3,4,3,1,设置%1的%2属性为%3,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1035|1|2,5|210001,1005|1|0,1|0,,,,,,,,,,,,,,,,,0,,306051,1,387
3070010,设置生物权限,3,4,3,1,设置%1的%2为 %3,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1036|1|2,5|220001,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,100,306306,,388
3070014,设置生物面向角度,3,4,3,1,设置%1朝向为%2度,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,0,,306307,,389
3070031,设置生物模型角度,3,4,3,1,设置%1 模型%2角度为%3,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1147|1|2,5|1480001,1005|1|0,1|0,,,,,,,,,,,,,,,,,0,,,,390
3070015,设置生物位置,3,4,3,1,传送%1至%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1002|1|0,,,,,,,,,,,,,,,,,,,,0,100,306308,,391
3070018,设置生物外观,3,4,3,1,设置%1的外观为%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1060|1|0,2|163,,,,,,,,,,,,,,,,,,,,,306259,,392
3070020,设置生物外观为某玩家外观,3,4,3,1,设置%1的外观为迷你号%2的玩家外观,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1010|1|0,,,,,,,,,,,,,,,,,,,,0,,306100,1,393
3070019,恢复生物外观,3,4,3,1,恢复%1的为初始外观,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,,,306260,,394
3070028,移除生物身上所有状态效果,3,4,3,1,移除%1身上所有状态效果,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,100,306310,,395
3070029,移除生物身上所有有害状态效果,3,4,3,1,移除%1身上所有有害状态效果,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,100,306311,,396
3070011,使生物播放动画表情,3,4,3,1,使%1播放%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1041|1|0,2|1,,,,,,,,,,,,,,,,,,,0,100,306312,,397
3070012,给予生物状态效果,3,4,3,1,给予%1%2效果,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1037|1|0,2|4001,,,,,,,,,,,,,,,,,,,0,,306313,,398
3070013,生物移除状态效果,3,4,3,1,移除%1的%2效果,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1037|1|0,2|4001,,,,,,,,,,,,,,,,,,,0,100,306314,,399
3070016,生物自动寻路,3,4,3,1,使%1尝试自动寻路到%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1002|1|0,,,,,,,,,,,,,,,,,,,,0,,306060,1,400
3070017,使生物移动,3,4,3,1,使%1朝%2移动，速度为%3,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1047|1|0,5|350005,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,100,306315,,401
3070008,设置生物伤害类型,3,4,3,1,设置%1的伤害类型为%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,0,,306316,,402
3070022,使生物对玩家造成伤害,3,4,3,1,使%1对%2造成%3点%4伤害,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1018|1|0,3|60010,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,306317,,403
3070023,使生物对生物造成伤害,3,4,3,1,使%1对%2造成%3点%4伤害,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1031|1|0,3|80007,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,306318,,404
3070024,使生物伤害区域内的目标,3,4,3,1,使%1对%2内的目标造成%3点%4伤害,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1001|1|0,,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,100,306319,,405
3070009,设置生物免疫伤害类型,3,4,3,1,设置%1免疫%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,0,,306320,,406
3070027,移除生物免疫伤害类型,3,4,3,1,移除%1免疫%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,,100,306321,,407
3070026,设置生物队伍,3,4,3,1,设置%1的队伍为%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1023|1|0,5|170001,,,,,,,,,,,,,,,,,,,,,306322,,408
3070030,使生物被玩家驯服,3,4,3,1,使%1被%2驯服,5,"1,1,0,1,1,0",,,,1031|1|0,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,0,100,306323,1,409
3080001,添加生物进生物组,3,4,3,1,添加%1进入指定%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1033|0|0,,,,,,,,,,,,,,,,,,,,0,,306324,,410
3080002,从生物组中移除生物,3,4,3,1,将%1移除出%2,5,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1033|0|0,,,,,,,,,,,,,,,,,,,,0,,306325,,411
3080003,清空生物组,3,4,3,1,清空%1,5,"1,1,0,1,1,0",,,,1033|0|0,,,,,,,,,,,,,,,,,,,,,,0,100,306326,,412
3080004,对生物组执行触发器,3,4,3,1,对%1内的每一个生物执行%2，检查触发器条件%3,5,"1,1,0,1,1,0",,,,1033|1|0,,1038|1|0,,1014|1|0,5|320002,,,,,,,,,,,,,,,,,0,,306327,,413
3040001,创建方块,3,5,3,1,在%1创建%2，朝向为%3,2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1025|1|0,2|200,1003|1|2,5|20001,,,,,,,,,,,,,,,,,0,,306049,1,414
3040011,创建颜色方块,3,5,3,1,"在%1创建%2，朝向为%3,颜色为%4（仅颜色方块有效）",2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1025|1|0,2|666,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,,,,,,,,,,,,,,,0,,306224,,415
3040010,破坏方块,3,5,3,1,破坏在%1上的方块,2,"1,1,0,1,1,0",,,,1002|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306227,,416
3040002,删除方块,3,5,3,1,删除在%1上的方块,2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,,,,,,,,,,,,,,,,,,,,,0,,306226,,417
3040003,替换方块,3,5,3,1,替换在%1上的方块为%2，朝向%3,2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1025|1|0,2|200,1003|1|2,5|20001,,,,,,,,,,,,,,,,,0,100,306225,,418
3040013,替换颜色方块,3,5,3,1,替换%1上的%2，朝向为%3，颜色为%4（仅颜色方块有效）,2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1025|1|0,2|666,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,,,,,,,,,,,,,,,0,,,,419
3040004,设置方块开关状态,3,5,3,1,设置%1的方块开关状态为%2,2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1013|1|2,5|100001,,,,,,,,,,,,,,,,,,,0,,,,420
3040014,清空区域中所有方块,3,5,3,1,清空%1内的所有方块,2,"1,1,0,1,1,0",,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306063,1,421
3040015,破坏区域中指定类型方块,3,5,3,1,破坏%1内的%2,2,"1,1,0,1,1,0",,,,1001|1|0,,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,,,422
3040016,破坏区域中所有方块,3,5,3,1,破坏%1内的所有方块,2,"1,1,0,1,1,0",,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306064,1,423
3040005,设置方块权限,3,5,3,1,设置%1的%2为%3,2,"1,1,0,1,1,0",,,,1025|1|0,2|200,1026|1|2,5|190001,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,,,,424
3040012,方块播放动作,3,5,3,1,"使%1上的方块播放%2,播放模式%3",2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1041|1|0,2|12,1102|1|2,5|700004,,,,,,,,,,,,,,,,,0,100,,,425
3040006,以方块填充区域,3,5,3,1,以%1填充%2，朝向为%3,2,"1,1,0,1,1,0",,,,1025|1|0,2|200,1001|1|0,,1003|1|2,5|20001,,,,,,,,,,,,,,,,,0,,,,426
3040017,替换区域中所有方块,3,5,3,1,将%1内的所有方块替换为%2，朝向%3,2,"1,1,0,1,1,0",,,,1001|1|0,,1025|1|0,2|200,1003|1|0,5|20004,,,,,,,,,,,,,,,,,0,,306061,1,427
3040018,放置蓝图,3,5,3,1,在%1放置%2，旋转%3，镜像%4，蓝图区域全部覆盖%5,2,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1107|1|0,2|200,1108|1|2,5|740001,1109|1|2,5|320002,1110|1|2,5|320001,,,,,,,,,,,,,0,100,306065,1,428
3040007,清空区域内方块,3,5,3,1,清空%1内的%2,2,"1,1,0,1,1,0",,,,1001|1|0,,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,,,429
3040008,复制区域内方块到指定点,3,5,3,1,复制%1内的方块并放置在%2,2,"1,1,0,1,1,0",,,,1001|1|0,,1002|1|0,3|40003,1003|1|2,5|20001,,,,,,,,,,,,,,,,,0,,,,430
3040009,区域替换方块,3,5,3,1,将%1中的%2替换为%3，朝向%4,2,"1,1,0,1,1,0",,,,1001|1|0,,1025|1|0,2|0,1025|1|0,2|200,1003|1|2,5|20001,,,,,,,,,,,,,,,0,100,306062,1,431
3100001,创建道具至储物箱,3,6,3,1,创建%1%2个至指定%3储存箱,1,"1,1,0,1,1,0",,,,1028|1|0,2|200,1005|1|0,1|64,1002|1|0,,,,,,,,,,,,,,,,,,0,,,,432
3100002,删除储物箱中的道具,3,6,3,1,删除指定%1储存箱中的%2个%3,1,"1,1,0,1,1,0",,,,1002|1|0,,1005|1|0,1|1,1028|1|0,2|200,,,,,,,,,,,,,,,,,0,,,,433
3100003,清空储物箱的道具,3,6,3,1,清空指定%1储存箱中的所有道具,1,"1,1,0,1,1,0",,,,1002|1|0,,,,,,,,,,,,,,,,,,,,,,0,100,,,434
3100004,创建投掷物,3,6,3,1,在指定%1创建%2，向%3发射,1,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1029|1|0,2|12052,1002|1|0,,,,,,,,,,,,,,,,,,0,,306044,1,435
3100005,创建玩家的投掷物,3,6,3,1,在指定%1创建属于%2的%3，向%4发射,1,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1018|1|0,,1029|1|0,2|12052,1002|1|0,,,,,,,,,,,,,,,,0,,306102,,436
3100011,创建生物的投掷物,3,6,3,1,在指定%1创建属于%2的%3，向%4发射,1,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1031|1|0,,1029|1|0,,1002|1|0,,,,,,,,,,,,,,,,0,,,,437
3100006,删除投掷物,3,6,3,1,删除%1,1,"1,1,0,1,1,0",,,,1044|1|0,3|90015,,,,,,,,,,,,,,,,,,,,,0,,,,438
3100012,使玩家发射投掷物,3,6,3,1,使%1朝%2发射%3,1,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1047|1|0,5|350005,1029|1|0,2|12052,,,,,,,,,,,,,,,,,0,,306136,,439
3100013,使生物发射投掷物,3,6,3,1,使%1朝%2发射%3,1,"1,1,0,1,1,0",,,,1031|1|0,3|80006,1047|1|0,5|350005,1029|1|0,2|12052,,,,,,,,,,,,,,,,,0,100,306137,,440
3100007,创建掉落物,3,6,3,1,在指定%1创建%2个%3的掉落物,1,"1,1,0,1,1,0",,,,1002|1|0,3|40003,1005|1|0,1|1,1028|1|0,2|200,,,,,,,,,,,,,,,,,0,,,,441
3100008,删除掉落物,3,6,3,1,删除%1,1,"1,1,0,1,1,0",,,,1030|1|0,3|90016,,,,,,,,,,,,,,,,,,,,,0,100,,,442
3100009,修改道具冷却时间,3,6,3,1,修改%1的%2的冷却时间为%3秒,1,"1,1,0,1,1,0",,,,1018|1|0,,1028|1|0,2|12005,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,,,443
310001,元件动效,4,13,4,1,%1 单次时长%2 秒，播放次数 %3,,"0,0,0,0,1,1",,1,120,1117|1|0,,1005|1|0,1|1,1086|1|2,5|610002,,,,,,,,,,,,,,,,,,,,,444
3100016,道具播放动作,3,6,3,1,"使%1手持的道具播放%2,播放模式%3",1,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1041|1|0,2|12,1102|1|2,5|700004,,,,,,,,,,,,,,,,,0,,,,445
3100017,投掷物播放动作,3,6,3,1,"使%1播放%2,播放模式%3",1,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1041|1|0,2|12,1102|1|2,5|700004,,,,,,,,,,,,,,,,,0,,,,446
3100018,掉落物播放动作,3,6,3,1,"使%1播放%2,播放模式%3",1,"1,1,0,1,1,0",,,,1030|1|0,3|90016,1041|1|0,2|12,1102|1|2,5|700004,,,,,,,,,,,,,,,,,0,,,,447
310002,文本动效,4,13,4,1,%1 时长%2 秒,,"0,0,0,0,1,1",,1,121,1118|1|0,2|40001,1005|1|0,1|3,,,,,,,,,,,,,,,,,,,,,,,448
310003,平滑位移,4,13,4,1,%1秒内 移动到X%2 Y%3,,"0,0,0,0,1,1",,1,122,1005|1|0,1|1,1091|1|0,1|100,1091|1|0,1|100,,,,,,,,,,,,,,,,,,,,,449
310004,平滑增加坐标,4,13,4,1,%1秒内 将%2坐标%3 %4,,"0,0,0,0,1,1",,1,122,1005|1|0,1|1,1119|1|2,5|830001,1120|1|2,5|840001,1091|1|0,1|100,,,,,,,,,,,,,,,,,,,450
310005,平滑缩放,4,13,4,1,%1秒内 缩放至宽%2 高%3,,"0,0,0,0,1,1",,1,122,1005|1|0,1|1,1091|1|0,1|100,1091|1|0,1|100,,,,,,,,,,,,,,,,,,,,,451
310006,平滑增加宽高,4,13,4,1,%1秒内 将%2大小%3 %4,,"0,0,0,0,1,1",,1,122,1005|1|0,1|1,1113|1|2,5|860001,1120|1|2,5|840001,1091|1|0,1|100,,,,,,,,,,,,,,,,,,,452
310007,平滑旋转,4,13,4,1,%1秒内 旋转至%2度,,"0,0,0,0,1,1",,1,122,1005|1|0,1|1,1091|1|0,1|180,,,,,,,,,,,,,,,,,,,,,,,453
310008,平滑增加角度,4,13,4,1,%1秒内 将角度%2 %3 度,,"0,0,0,0,1,1",,1,122,1005|1|0,1|1,1120|1|2,5|840001,1091|1|0,1|90,,,,,,,,,,,,,,,,,,,,,454
3100010,道具进入冷却时间,3,6,3,1,使%1的%2进入冷却,1,"1,1,0,1,1,0",,,,1018|1|0,,1028|1|0,2|12005,,,,,,,,,,,,,,,,,,,0,,,,455
3100014,改变道具外观,3,6,3,1,改变%1的外观为%2,1,"0,0,0,0,0,0",,,,1028|1|0,2|12005,1060|1|0,2|163,,,,,,,,,,,,,,,,,,,2,,,,456
3100015,改变投掷物外观,3,6,3,1,改变%1的外观为%2,1,"1,1,0,1,1,0",,,,1044|1|0,3|90015,1060|1|0,2|163,,,,,,,,,,,,,,,,,,,0,100,,,457
3210001,在排行榜中设置玩家的数值,3,19,3,1,在%1中设置%2的值为%3,6,"1,0,0,1,1,0",,,,1084|1|0,,1018|1|0,3|60009,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,"1. 以玩家的迷你号为索引，在服务器排行榜设置玩家的数值
2. 将玩家数据存进服务器的排行榜，可以做出全图排行榜
#3. 相同分数谁先进入排行榜谁在前面
4. 排行榜需要地图上传后，在云服地图才可生效",,458
3210002,在排行榜中设置指定名称的数值,3,19,3,1,在%1中设置名称为%2的值为%3,6,"1,0,0,1,1,0",,,,1084|1|0,,1010|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,100,"1.自定义索引名，只允许使用字母、数字、下划线_和星号*
2.排行榜可以使用输入框填写脚本引用名来索引",,459
3210003,在排行榜中删除玩家的数值,3,19,3,1,在%1中删除%2的数值,6,"1,0,0,1,1,0",,,,1084|1|0,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,460
3210004,在排行榜中删除指定名称的数值,3,19,3,1,在%1中删除名称为%2的数值,6,"1,0,0,1,1,0",,,,1084|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,,,,,,,461
3210014,清空排行榜,3,19,3,1,清空%1,6,"1,0,0,1,1,0",,,,1084|1|0,,,,,,,,,,,,,,,,,,,,,,,100,删除后无法恢复，谨慎使用,,462
3210005,使排行榜中指定玩家的值自运算,3,19,3,1,使%1中%2的值加%3,6,"1,0,0,1,1,0",,,,1084|1|0,,1018|1|0,3|60009,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,多个房间对同一个值操作时可以使用该动作，不会导致值相互覆盖,,463
3210006,使排行榜中指定名称的值自运算,3,19,3,1,使%1中名称为%2的值加%3,6,"1,0,0,1,1,0",,,,1084|1|0,,1010|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,100,多个房间对同一个值操作时可以使用该动作，不会导致值相互覆盖,,464
3210007,获取排行榜中指定排名的值,3,19,3,1,获取%1中以%4方式，排在第%2的值，并执行 %3将获取的值传递到事件,6,"1,0,0,1,1,0",,,,1084|1|0,,1005|1|0,1|1,1038|1|0,,1072|1|2,5|500001,,,,,,,,,,,,,,,,,"1.排行榜只允许取正整数，升序为从小到大，降序为从大到小
2. 本事件的所有参数传递到执行的【事件】，例如【触发事件玩家】、【事件中的目标玩家】、【触发事件的生物】等等
3. 可以通过服务器/排行榜获取的xx，拿到名称、玩家、数值、排名四个值",,465
3210008,获取排行榜中指定玩家的值,3,19,3,1,获取%1中%2的值，并执行 %3将获取的值传递到事件,6,"1,0,0,1,1,0",,,,1084|1|0,,1018|1|0,3|60009,1038|1|0,,,,,,,,,,,,,,,,,,,,"1. 本事件的所有参数传递到执行的【事件】，例如【触发事件玩家】、【事件中的目标玩家】、【触发事件的生物】等等
2. 可以通过服务器/排行榜获取的xx，拿到名称、玩家、数值、排名四个值",,466
3210009,获取排行榜中指定名称的值,3,19,3,1,获取%1中名称为%2的值，并执行 %3将获取的值传递到事件,6,"1,0,0,1,1,0",,,,1084|1|0,,1010|1|0,,1038|1|0,,,,,,,,,,,,,,,,,,,100,"1. 本事件的所有参数传递到执行的【事件】，例如【触发事件玩家】、【事件中的目标玩家】、【触发事件的生物】等等
2. 可以通过服务器/排行榜获取的xx，拿到名称、玩家、数值、排名四个值",,467
3210010,在表中设置指定名称的任意值,3,19,3,1,设置%1中名称为%2值为%3,6,"1,0,0,1,1,0",,,,1085|1|0,,1010|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,1. 使用英文的点.可以分割索引，对脚本使用有影响，只使用事件可无视这条,,468
3210011,在表中删除指定名称的值,3,19,3,1,在%1中删除名称为%2的值,6,"1,0,0,1,1,0",,,,1085|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,,,,,,,469
3210013,清空表,3,19,3,1,清空%1,6,"1,0,0,1,1,0",,,,1085|1|0,,,,,,,,,,,,,,,,,,,,,,,,删除后无法恢复，谨慎使用,,470
3210012,获取表中指定名称的值,3,19,3,1,获取%1中名称为%2的值，并执行 %3将获取的值传递到事件,6,"1,0,0,1,1,0",,,,1085|1|0,,1010|1|0,,1038|1|0,,,,,,,,,,,,,,,,,,,,,,471
3210015,上报玩家数据,3,19,3,1,上报%1数据，事件名为%2,6,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1010|1|0,,,,,,,,,,,,,,,,,,,,,,使用不同事件组合事件名，可以自定义上报玩家各种行为数据，上报后可以在创作者中心后台查看玩家的各项数据,,472
60322001,上报玩家活动数据,3,19,3,1,上报%1 活动数据，数据为%2,6,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1005|1|0,,,,,,,,,,,,,,,,,,,,,,使用不同事件组合事件名，可以自定义上报玩家各种行为数据，上报后可以在创作者中心后台查看玩家的各项数据,,763
3180001,在任意组中添加任意值,3,11,3,1,在%1中添加%2,6,"1,1,0,1,1,0",,,,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,100,306110,,473
3180006,在任意组删除指定编号的值,3,11,3,1,删除%1中编号%2的值,6,"1,1,0,1,1,0",,,,1061|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306114,,474
3180007,在任意组删除任意值,3,11,3,1,在%1删除%2,6,"1,1,0,1,1,0",,,,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,,306111,,475
3180011,在任意组中删除一组值,3,11,3,1,在%1中，删除与%2重复的值,6,"1,1,0,1,1,0",,,,1061|1|0,,1061|1|0,,,,,,,,,,,,,,,,,,,,,,"1. 去重，删除A组和B组重复的值，重复的空值会被删除
2. 若有多个重复值，则优先删除排在前面的值，例如a = {1，1，1，2，3} b = {1，1，2}，删除后变为a = {1，3}，优先删除ix = 1和ix = 2的1",,476
3180008,清空任意组的空值,3,11,3,1,清空%1的空值,6,"1,1,0,1,1,0",,,,1061|1|0,,,,,,,,,,,,,,,,,,,,,,,,清空空值后自动进位，例如a = {1、nil、2、nil、nil、3}，清空后变为 a ={1、2、3},,477
3180004,清空任意组,3,11,3,1,清空%1,6,"1,1,0,1,1,0",,,,1061|1|0,,,,,,,,,,,,,,,,,,,,,,,100,删除组所有的值,,478
3180002,在任意组中将指定编号的值设为空值,3,11,3,1,在%1中将编号%2的值设为空值,6,"1,1,0,1,1,0",,,,1061|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,设为空值后还会占用位置，例如a = {1，2，3}，将1设为空值，则a = {nil，2，3},,479
3180003,在任意组中将任意值设为空值,3,11,3,1,在%1中将%2设为空值,6,"1,1,0,1,1,0",,,,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,,"内容匹配清除，会将所有相同的值设为空值，例如a = {1,1,2,3} 将1设为空值，则a = {nil，nil，2,3}",,480
3180005,在任意组插入任意值,3,11,3,1,在%1的第%2位插入%3,6,"1,1,0,1,1,0",,,,1061|1|0,,1005|1|0,1|1,1053|1|0,,,,,,,,,,,,,,,,,,,,向前插入，会影响排序。例如a = {1、2、3、4} 往第二位插入5，则a = {1、5、2、3、4},,481
3180009,在任意组中添加一组值,3,11,3,1,在%1中添加%2所有的值,6,"1,1,0,1,1,0",,,,1061|1|0,,1061|1|0,,,,,,,,,,,,,,,,,,,,,,在a组的末尾按b组原顺序添加b组的所有值，包括空值。例如a = {1，2，3}， b = {4，5，6} 添加b到a，则 a = {1，2，3，4，5，6},,482
3180010,在任意组中将一组值设为空值,3,11,3,1,在%1中，将与%2重复的值设为空值,6,"1,1,0,1,1,0",,,,1061|1|0,,1061|1|0,,,,,,,,,,,,,,,,,,,,,,"1.去重，将A组和B组重复的值设为空值，重复的空值不删除
2. 若有多个重复值，则优先将排在前面的值设为空值，例如a = {1，1，1，2，3} b = {1，1，2}，变为a = {nil，nil，1，nil，3}，优先ix = 1和ix = 2的1",,483
3180012,在任意组插入一组值,3,11,3,1,在%1的第%2位插入%3所有的值,6,"1,1,0,1,1,0",,,,1061|1|0,,1005|1|0,1|1,1061|1|0,,,,,,,,,,,,,,,,,,,,306113,,484
3180013,设置任意组中指定编号的值,3,11,3,1,设置%1中编号%2的值为%3,6,"1,1,0,1,1,0",,,,1061|1|0,,1005|1|0,1|1,1053|1|0,,,,,,,,,,,,,,,,,,,,306112,,485
3180014,替换任意组中的任意值,3,11,3,1,替换%1中的所有%2为%3,6,"1,1,0,1,1,0",,,,1061|1|0,,1053|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,100,替换所有匹配内容，例如a = {1，1，1，2，3}，替换1为5，则a = {5，5，5，2，3},,486
3180015,对任意组的值排序,3,11,3,1,对%1的值%2排列,6,"1,1,0,1,1,0",,,,1061|1|0,,1072|1|2,5|500001,,,,,,,,,,,,,,,,,,,,,"1.根据数字大小排序
2. 字符串组按照字符串长度排序，相同长度根据原顺序",,487
3110001,运行倒计时器,3,12,3,1,启动%1，倒数%2秒，重复计时%3,12,"1,1,0,1,1,0",,,,1040|1|0,,1005|1|0,1|5,1014|1|0,5|320002,,,,,,,,,,,,,,,,,0,,306173,,488
3110002,运行正向计时器,3,12,3,1,启动%1,12,"1,1,0,1,1,0",,,,1040|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306174,,489
3110003,暂停计时器,3,12,3,1,暂停%1,12,"1,1,0,1,1,0",,,,1040|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306175,,490
3110004,恢复计时器,3,12,3,1,恢复%1,12,"1,1,0,1,1,0",,,,1040|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306176,,491
3110005,停止计时器,3,12,3,1,停止%1,12,"1,1,0,1,1,0",,,,1040|1|0,,,,,,,,,,,,,,,,,,,,,,0,100,306177,,492
3110007,设置计时器计时,3,12,3,1,设置%1为%2秒,12,"1,1,0,1,1,0",,,,1040|1|0,,1005|1|0,1|5,,,,,,,,,,,,,,,,,,,0,,306178,,493
