ID,名称,文件名称,类别【1=图标|2=标签|3=按钮4=底板|5=背景图|6=文字|7=边框 8 = 天空盒 9=滤镜 10=方块贴图 11=特效贴图】,上级,文件夹,开关(0:关 1:开),排序,选择器类型（0不开放  1图片通用选择器 2贴图选择器 3天空盒贴图选择器 4太阳月亮选择器 5银河贴图选择器）,一级分类（1基础图片 2贴图）
32108,象牙白竖薄板,blocks/planks_birch.png,10,,,1,30650,2,2
32109,秋叶橙竖薄板,blocks/planks_cathaya.png,10,,,1,30651,2,2
32110,浅苍灰竖薄板,blocks/planks_coconut.png,10,,,1,30652,2,2
32111,竖薄板,blocks/planks_fruittree.png,10,,,1,30653,2,2
32112,苍石灰竖薄板,blocks/planks_leafless.png,10,,,1,30654,2,2
32113,苍石灰木板,blocks/planks_leafy.png,10,,,1,30655,2,2
32114,胭脂红竖薄板,blocks/planks_peachblossom.png,10,,,1,30656,2,2
32115,落日橙竖薄板,blocks/planks_phoebe.png,10,,,1,30657,2,2
32116,胡杨木板,blocks/planks_populus.png,10,,,1,30658,2,2
32117,海棠红竖薄板,blocks/planks_redwood.png,10,,,1,30659,2,2
32118,深栗红竖薄板,blocks/planks_walnut.png,10,,,1,30660,2,2
32119,漂浮的木板,blocks/plank_floating.png,10,,,1,30661,2,2
32120,草木灰方块,blocks/plantash_farmland.png,10,,,1,30662,2,2
32121,砖墙,blocks/qiangti1.png,10,,,1,30663,2,2
32122,礁石,blocks/reef_1.png,10,,,1,30664,2,2
32123,石质竖薄板,blocks/rock.png,10,,,1,30665,2,2
32124,黄砖楼梯,blocks/sandstone_normal.png,10,,,1,30666,2,2
32125,精制黄砖板,blocks/sand_brick.png,10,,,1,30667,2,2
32126,粗制黄砖板,blocks/sand_slate.png,10,,,1,30668,2,2
32127,锈秘银板,blocks/sf_old_01.png,10,,,1,30669,2,2
32128,条纹锈秘银板,blocks/sf_old_02_side.png,10,,,1,30670,2,2
32129,星能锈秘银块,blocks/sf_old_04_side.png,10,,,1,30671,2,2
32130,厚秘银板,blocks/sf_silvery01.png,10,,,1,30672,2,2
32131,双层秘银板,blocks/sf_silvery02.png,10,,,1,30673,2,2
32132,花纹云母块,blocks/silica_block_chiseled_top.png,10,,,1,30674,2,2
32133,竖纹云母块,blocks/silica_block_lines_top.png,10,,,1,30675,2,2
32134,云母楼梯,blocks/silica_block_top.png,10,,,1,30676,2,2
32135,精制石砖竖薄板,blocks/stonebrick.png,10,,,1,30677,2,2
32136,裂纹石砖,blocks/stonebrick_cracked.png,10,,,1,30678,2,2
32137,青石岩砖,blocks/stonebrick_mossy.png,10,,,1,30679,2,2
32138,青石薄板,blocks/stone_slab_top.png,10,,,1,30680,2,2
32139,巧克力砖,blocks/sugar2_side.png,10,,,1,30681,2,2
32140,硫黄砖竖薄板,blocks/sulfur_brick.png,10,,,1,30682,2,2
32141,基石-钢板,blocks/ultrastone_weldingplate.png,10,,,1,30683,2,2
32142,区域复制方块,blocks/areacopy.png,10,,,1,30684,2,2
32143,区域复制方块,blocks/areacopy_off.png,10,,,1,30685,2,2
32144,区域复制方块,blocks/areacopy_on.png,10,,,1,30686,2,2
32145,黑白纹砖,blocks/Black_white.png,10,,,1,30687,2,2
32146,方块复制器,blocks/blockclear.png,10,,,1,30688,2,2
32147,方块复制器,blocks/blockcopy_off.png,10,,,1,30689,2,2
32148,方块复制器,blocks/blockcopy_on.png,10,,,1,30690,2,2
32149,中式墙砖,blocks/china_wall_side.png,10,,,1,30691,2,2
32150,触碰方块,blocks/colliderblock1.png,10,,,1,30692,2,2
32151,生物触碰方块,blocks/colliderblock2.png,10,,,1,30693,2,2
32152,球触碰方块,blocks/colliderblock3.png,10,,,1,30694,2,2
32153,物理触碰方块,blocks/colliderblock4.png,10,,,1,30695,2,2
32154,触碰方块5,blocks/colliderblock5.png,10,,,1,30696,2,2
32155,触碰方块5,blocks/colliderblock5_emi.png,10,,,1,30697,2,2
32156,棕色纹砖,blocks/color_brick.png,10,,,1,30698,2,2
32157,萌眼星云团,blocks/cosmiccloud.png,10,,,1,30699,2,2
32158,棉花块,blocks/cotton_colored_1.png,10,,,1,30700,2,2
32159,棉花块,blocks/cotton_colored_2.png,10,,,1,30701,2,2
32160,棉花块,blocks/cotton_colored_4.png,10,,,1,30702,2,2
32161,炽炎竖薄板,blocks/flamecrystal_block.png,10,,,1,30703,2,2
32164,蓝色条纹瓷砖,blocks/floor_blue1.png,10,,,1,30704,2,2
32165,蓝色条纹瓷砖,blocks/floor_blue2.png,10,,,1,30705,2,2
32166,纯白釉面瓷砖,blocks/floor_milkwhite.png,10,,,1,30706,2,2
32167,浅色几何瓷砖,blocks/floor_white.png,10,,,1,30707,2,2
32168,杏色宫廷瓷砖,blocks/floor_yellow.png,10,,,1,30708,2,2
32169,荧光晶块,blocks/glowstone2.png,10,,,1,30709,2,2
32170,紫荧石块,blocks/gravityblock.png,10,,,1,30710,2,2
32171,静态剧毒,blocks/highlyvenom_still.png,10,,,1,30711,2,2
32172,空的蜂巢,blocks/hive_empty.png,10,,,1,30712,2,2
32173,满的蜂巢,blocks/hive_full.png,10,,,1,30713,2,2
32174,结晶的蜂蜜,blocks/honey_crystal.png,10,,,1,30714,2,2
32175,蜂蜜块,blocks/honey_water.png,10,,,1,30715,2,2
32176,霜火石块,blocks/ice_crystal_block.png,10,,,1,30716,2,2
32177,缠丝玛瑙块,blocks/kyanite_block.png,10,,,1,30717,2,2
32178,琥珀块,blocks/malachite_block.png,10,,,1,30718,2,2
32179,镜冰,blocks/sf_blue01.png,10,,,1,30719,2,2
32180,旧秘银块,blocks/sf_metel01.png,10,,,1,30720,2,2
32181,竖纹秘银板,blocks/sf_metel02_side.png,10,,,1,30721,2,2
32182,紫线秘银块,blocks/sf_purple_side.png,10,,,1,30722,2,2
32183,泡沫块,blocks/sponge.png,10,,,1,30723,2,2
32184,星能块,blocks/starenergy_block_emi.png,10,,,1,30724,2,2
32185,白色星光孢子块,blocks/starmashroom.png,10,,,1,30725,2,2
32186,停气块,blocks/stop_air.png,10,,,1,30726,2,2
32187,钛合金竖薄板,blocks/titanium_block.png,10,,,1,30727,2,2
32188,钨金块,blocks/tungstengold_block.png,10,,,1,30728,2,2
32189,西域砖,blocks/western_brick_side.png,10,,,1,30729,2,2
32190,水泥块,blocks/cement_normal.png,10,,,1,30730,2,2
33000,低级未丰硕果实,items/low_undersized_fruit.png,1,,,1,1,1,1
33001,中级未丰硕果实,items/medium_undersized_fruit.png,1,,,1,1,1,1
33002,高级未丰硕果实,items/high_undersized_fruit.png,1,,,1,1,1,1
33003,信标1,iconxb2,1,common,,1,1,1,1
33004,信标2,iconxb,1,common,,1,1,1,1
33005,箭头,iconarrow1,1,common,,1,1,1,1
33006,箭头2,iconarrow2,1,common,,1,1,1,1
33007,敌对图标,iconboss,1,common,,1,1,1,1
33008,物品图标,iconfk,1,common,,1,1,1,1
33009,友方图标,iconfrends,1,common,,1,1,1,1
