iD,备注（坐骑必须配置两个，服务器解锁用0级，客户端商店用1级）,被骑时高度,存档界面显示放缩,商城界面显示放缩,最小生命,最大生命,最小陆地速度,最大陆地速度,最小飞行速度,最大飞行速度,最小游泳速度,最大游泳速度,最小跳跃高度,最大跳跃高度,坐骑蛋ID,下蛋时间(刻),骑乘切换背视角,子模型显示（原鞍使用模型）,天生装备鞍,天生装备铠甲,铠甲栏位概率,天生技能1（1孵化蛋，2蓄力期间加速，3水上行走，4超级跳跃，5滑翔，6岩浆行走，7奔腾）,天生技能2（同天生技能1）,天生技能3（同天生技能1）,天生技能4（同天生技能1）,天生技能5（同天生技能1）,天生技能6（同天生技能1）,坐骑类型(1=变形关联坐骑2=驯服类坐骑3=解锁坐骑),骑乘绑点ID,"个人中心界面位置调整（基准位置-260, 20, -150）",,加速特效名称,食物,骑乘坐姿（0坐，1站）,变色
4643,迷你变形车0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11099,,
4644,迷你变形车,290,0.5,,160,160,600,600,,,,,70,70,,,1,2,12273,12274,100,163,,,,,,3,,,,,11099,,
4645,庆典之书0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12613,,
4646,庆典之书,290,0.5,,220,220,1000,1000,,,,,100,100,,,1,2,12273,12274,100,164,165,166,241,,,3,,,,,12613,,
4647,咕噜兽0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12517,,
4648,咕噜兽,290,0.5,,220,220,1000,1000,,,,,100,100,,,1,2,12273,12274,100,167,168,241,,,,3,,,,,12517,,
4649,粽香摇0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12613,,
4650,粽香摇,290,0.5,,220,220,1000,1000,,,,,100,100,,,1,2,12273,12274,100,170,248,172,,,,3,,,,,12613,,
4651,路障0级,290,0.7,,100,100,1000,1000,,,,,80,80,,,1,1,11810,,1,,,,,,,1,,,,,,,
4652,路障,290,0.7,,100,100,2000,2000,,,,,80,80,,,1,2,12273,12274,100,,,,,,,1,,,,,,,
4653,山川云海0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,378,,
4654,山川云海,290,0.5,0.55,220,220,1000,1000,,,,,100,100,,,1,2,12273,12274,100,173,174,175,241,,,3,,,,,378,,
4655,邂逅甜心0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12500,,
4656,邂逅甜心,290,0.5,,220,220,1000,1000,,,,,100,100,,,1,2,12273,12274,100,176,177,178,241,,,3,,,,,12500,,
4657,擎天圣0级,290,0.7,,100,100,1000,1000,,,,,80,80,,,1,1,11810,,1,,,,,,,1,,,,,,,
4658,擎天圣,290,0.7,,100,100,2000,2000,,,,,80,80,,,1,2,12273,12274,100,,,,,,,1,,,,,,,
4659,天禄0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12516,,
4660,天禄,290,0.5,,200,200,800,800,,,,,90,90,,,1,2,12273,12274,100,179,,,,,,3,,,,,12516,,
4661,核桃0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12516,,
4662,核桃,290,0.5,,200,200,800,800,,,,,90,90,,,1,2,12273,12274,100,180,,,,,,3,,,,,12516,,
4663,音乐盒0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12610,,
4664,乐见音乐盒,290,0.5,0.8,180,180,800,800,,,,,80,80,,,1,2,12273,12274,100,181,,,,,,3,200,,,,12610,,
4665,乐见音乐盒,290,0.5,0.8,180,180,830,830,,,,,80,80,,,1,2,12273,12274,100,181,,,,,,3,200,,,,12610,,
4666,乐见音乐盒,290,0.5,0.8,180,180,860,860,,,,,80,80,,,1,2,12273,12274,100,181,,,,,,3,200,,,,12610,,
46634,乐见音乐盒,290,0.5,0.8,180,180,890,890,,,,,80,80,,,1,2,12273,12274,100,181,,,,,,3,200,,,,12610,,
46635,逐星乐盒,290,0.5,0.8,200,200,900,900,,,,,90,90,,,1,3,12273,12274,100,181,183,,,,,3,210,,,,12610,,
46636,逐星乐盒,290,0.5,0.8,200,200,920,920,,,,,90,90,,,1,3,12273,12274,100,181,183,,,,,3,210,,,,12610,,
46637,逐星乐盒,290,0.5,0.8,200,200,940,940,,,,,90,90,,,1,3,12273,12274,100,181,183,,,,,3,210,,,,12610,,
46638,逐星乐盒,290,0.5,0.8,200,200,960,960,,,,,90,90,,,1,3,12273,12274,100,181,183,,,,,3,210,,,,12610,,
46639,逐星乐盒,290,0.5,0.8,200,200,980,980,,,,,90,90,,,1,3,12273,12274,100,181,183,,,,,3,210,,,,12610,,
46640,星穹之乐,290,0.5,0.55,220,220,1000,1000,,,,,100,100,,,1,4,12273,12274,100,182,183,184,241,,,3,220,,,,12610,,
4667,秋千坐骑0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12613,,
4668,翠叶新芽,290,0.5,0.8,180,180,800,800,,,,,80,80,,,1,2,12273,12274,100,185,,,,,,3,200,,,,12613,,
4669,翠叶新芽,290,0.5,0.8,180,180,830,830,,,,,80,80,,,1,2,12273,12274,100,185,,,,,,3,200,,,,12613,,
4670,翠叶新芽,290,0.5,0.8,180,180,860,860,,,,,80,80,,,1,2,12273,12274,100,185,,,,,,3,200,,,,12613,,
46674,翠叶新芽,290,0.5,0.8,180,180,890,890,,,,,80,80,,,1,2,12273,12274,100,185,,,,,,3,200,,,,12613,,
46675,悠扬长枝,290,0.5,0.7,200,200,900,900,,,,,90,90,,,1,3,12273,12274,100,185,187,,,,,3,210,,,,12613,,
46676,悠扬长枝,290,0.5,0.7,200,200,920,920,,,,,90,90,,,1,3,12273,12274,100,185,187,,,,,3,210,,,,12613,,
46677,悠扬长枝,290,0.5,0.7,200,200,940,940,,,,,90,90,,,1,3,12273,12274,100,185,187,,,,,3,210,,,,12613,,
46678,悠扬长枝,290,0.5,0.7,200,200,960,960,,,,,90,90,,,1,3,12273,12274,100,185,187,,,,,3,210,,,,12613,,
46679,悠扬长枝,290,0.5,0.7,200,200,980,980,,,,,90,90,,,1,3,12273,12274,100,185,187,,,,,3,210,,,,12613,,
46680,童梦翩跹,290,0.5,0.65,220,220,1000,1000,,,,,100,100,,,1,4,12273,12274,100,186,187,188,241,,,3,220,,,,12613,,
4671,贝壳0级,290,0.5,,160,160,600,600,,,400,450,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12704,,
4672,微光星贝,290,0.5,0.8,180,180,800,800,,,550,550,80,80,,,1,2,12273,12274,100,189,,,,,,3,200,,,,12704,,
4673,微光星贝,290,0.5,0.8,180,180,830,830,,,550,550,80,80,,,1,2,12273,12274,100,189,,,,,,3,200,,,,12704,,
4674,微光星贝,290,0.5,0.8,180,180,860,860,,,550,550,80,80,,,1,2,12273,12274,100,189,,,,,,3,200,,,,12704,,
46714,微光星贝,290,0.5,0.8,180,180,890,890,,,550,550,80,80,,,1,2,12273,12274,100,189,,,,,,3,200,,,,12704,,
46715,浮光梦境,290,0.5,0.75,200,200,900,900,,,550,550,90,90,,,1,3,12273,12274,100,189,191,,,,,3,210,,,,12704,,
46716,浮光梦境,290,0.5,0.75,200,200,920,920,,,550,550,90,90,,,1,3,12273,12274,100,189,191,,,,,3,210,,,,12704,,
46717,浮光梦境,290,0.5,0.75,200,200,940,940,,,550,550,90,90,,,1,3,12273,12274,100,189,191,,,,,3,210,,,,12704,,
46718,浮光梦境,290,0.5,0.75,200,200,960,960,,,550,550,90,90,,,1,3,12273,12274,100,189,191,,,,,3,210,,,,12704,,
46719,浮光梦境,290,0.5,0.75,200,200,980,980,,,550,550,90,90,,,1,3,12273,12274,100,189,191,,,,,3,210,,,,12704,,
46720,珊海星歌,290,0.5,0.7,220,220,1000,1000,,,700,700,100,100,,,1,4,12273,12274,100,190,191,192,249,,,3,220,,,,12704,,
4675,冰晶精灵 雪糯儿0级,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4676,冰晶精灵 雪糯儿,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,,,,
4677,锦鲤0级,290,0.5,,160,160,600,600,,,400,450,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12703,,
4678,游鲤跃金,290,0.5,,180,180,800,800,,,550,550,80,80,,,1,2,12273,12274,100,193,,,,,,3,200,,,,12703,,
4679,游鲤跃金,290,0.5,,180,180,830,830,,,550,550,80,80,,,1,2,12273,12274,100,193,,,,,,3,200,,,,12703,,
4680,游鲤跃金,290,0.5,,180,180,860,860,,,550,550,80,80,,,1,2,12273,12274,100,193,,,,,,3,200,,,,12703,,
46774,游鲤跃金,290,0.5,,180,180,890,890,,,550,550,80,80,,,1,2,12273,12274,100,193,,,,,,3,200,,,,12703,,
46775,明灯锦华,290,0.5,,200,200,900,900,,,550,550,90,90,,,1,3,12273,12274,100,193,195,,,,,3,210,,,,12703,,
46776,明灯锦华,290,0.5,,200,200,920,920,,,550,550,90,90,,,1,3,12273,12274,100,193,195,,,,,3,210,,,,12703,,
46777,明灯锦华,290,0.5,,200,200,940,940,,,550,550,90,90,,,1,3,12273,12274,100,193,195,,,,,3,210,,,,12703,,
46778,明灯锦华,290,0.5,,200,200,960,960,,,550,550,90,90,,,1,3,12273,12274,100,193,195,,,,,3,210,,,,12703,,
46779,明灯锦华,290,0.5,,200,200,980,980,,,550,550,90,90,,,1,3,12273,12274,100,193,195,,,,,3,210,,,,12703,,
46780,雾海长明,290,0.5,,220,220,1000,1000,,,700,700,100,100,,,1,4,12273,12274,100,194,195,196,249,,,3,220,,,,12703,,
4681,木马0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11599,,
4682,梦影云端,290,0.5,,180,180,800,800,,,,,80,80,,,1,2,12273,12274,100,197,,,,,,3,200,,,,11599,,
4683,梦影云端,290,0.5,,180,180,830,830,,,,,80,80,,,1,2,12273,12274,100,197,,,,,,3,200,,,,11599,,
4684,梦影云端,290,0.5,,180,180,860,860,,,,,80,80,,,1,2,12273,12274,100,197,,,,,,3,200,,,,11599,,
46814,梦影云端,290,0.5,,180,180,890,890,,,,,80,80,,,1,2,12273,12274,100,197,,,,,,3,200,,,,11599,,
46815,梦境之影,290,0.5,,200,200,900,900,,,,,90,90,,,1,3,12273,12274,100,197,199,,,,,3,210,,,,11599,,
46816,梦境之影,290,0.5,,200,200,920,920,,,,,90,90,,,1,3,12273,12274,100,197,199,,,,,3,210,,,,11599,,
46817,梦境之影,290,0.5,,200,200,940,940,,,,,90,90,,,1,3,12273,12274,100,197,199,,,,,3,210,,,,11599,,
46818,梦境之影,290,0.5,,200,200,960,960,,,,,90,90,,,1,3,12273,12274,100,197,199,,,,,3,210,,,,11599,,
46819,梦境之影,290,0.5,,200,200,980,980,,,,,90,90,,,1,3,12273,12274,100,197,199,,,,,3,210,,,,11599,,
46820,云霓仙踪,290,0.5,,220,220,1000,1000,,,,,100,100,,,1,4,12273,12274,100,198,199,200,241,,,3,220,,,,11599,,
4685,大块头0级,290,0.5,,180,180,700,700,,,,,80,80,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4686,大块头,290,0.5,,180,180,700,700,,,,,80,80,,,1,2,12273,12274,100,201,,,,,,3,,,,,12549,,
4687,先行者0级,290,0.5,,180,180,700,700,,,,,80,80,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4688,先行者,290,0.5,,180,180,700,700,,,,,80,80,,,1,2,12273,12274,100,202,,,,,,3,,,,,12549,,
4689,战狼传说0级,290,0.5,,180,180,700,700,,,,,80,80,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4690,战狼传说,290,0.5,,180,180,700,700,,,,,80,80,,,1,2,12273,12274,100,203,,,,,,3,,,,,12549,,
4691,星莉奈,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4692,星莉奈,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,,,,
4693,幻-猩红战机,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4694,幻-猩红战机,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,,,,
4695,谛听0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4696,谛听,290,0.5,,180,180,700,700,,,,,80,80,,,1,2,12273,12274,100,204,,,,,,3,,,,,12549,,
4697,金樽墨花0级,290,0.5,,180,180,700,700,,,,,80,80,,,1,1,11810,,1,,,,,,,3,,,,,12610,,
4698,金樽墨花,290,0.5,,160,160,600,600,,,,,70,70,,,1,2,12273,12274,100,205,,,,,,3,,,,,12610,,
4699,红火金刚,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4700,红火金刚,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,,,,
4701,婆娑莲华0级,290,0.5,0.8,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12610,,
4702,婆娑莲华,290,0.5,0.8,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,206,207,208,241,,,3,,,,,12610,,
4703,购物车0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12521,,
4704,蓝韵梦篮,290,0.5,0.8,180,180,800,800,,,,,80,80,,,1,2,12273,12274,100,209,,,,,,3,,,,,12521,,
4705,蓝韵梦篮,290,0.5,0.8,180,180,830,830,,,,,80,80,,,1,2,12273,12274,100,209,,,,,,3,,,,,12521,,
4706,蓝韵梦篮,290,0.5,0.8,180,180,860,860,,,,,80,80,,,1,2,12273,12274,100,209,,,,,,3,,,,,12521,,
47034,蓝韵梦篮,290,0.5,0.8,180,180,890,890,,,,,80,80,,,1,2,12273,12274,100,209,,,,,,3,,,,,12521,,
47035,旋绿糖篮,290,0.5,0.8,200,200,900,900,,,,,90,90,,,1,3,12273,12274,100,209,211,,,,,3,,,,,12521,,
47036,旋绿糖篮,290,0.5,0.8,200,200,920,920,,,,,90,90,,,1,3,12273,12274,100,209,211,,,,,3,,,,,12521,,
47037,旋绿糖篮,290,0.5,0.8,200,200,940,940,,,,,90,90,,,1,3,12273,12274,100,209,211,,,,,3,,,,,12521,,
47038,旋绿糖篮,290,0.5,0.8,200,200,960,960,,,,,90,90,,,1,3,12273,12274,100,209,211,,,,,3,,,,,12521,,
47039,旋绿糖篮,290,0.5,0.8,200,200,980,980,,,,,90,90,,,1,3,12273,12274,100,209,211,,,,,3,,,,,12521,,
47040,幻彩悦购,290,0.5,0.8,220,220,1000,1000,,,,,100,100,,,1,4,12273,12274,100,210,211,212,248,,,3,,,,,12521,,
4707,白虎勇士,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4708,白虎勇士,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,,,,
4709,黄豹勇士,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4710,黄豹勇士,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,,,,
4711,云野漫游0级,290,0.5,0.8,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11403,,
4712,云野漫游,290,0.5,0.8,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,213,215,241,,,,3,,,,,11403,,
4713,末日战机0级,290,0.5,0.7,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11099,,
4714,末日战机,290,0.5,0.7,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,216,217,218,241,,,3,,,,,11099,,
4715,煌泉0级,290,0.5,,160,160,800,800,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11403,,
4716,煌泉,290,0.5,,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,219,220,221,248,,,3,,,,,11403,,
4717,狂野四驱0级,290,0.5,0.7,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11099,,
4718,狂野四驱,290,0.5,0.7,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,222,223,224,248,,,3,,,,,11099,,
4719,逸韵飞鸢0级0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11099,,
4720,逸韵飞鸢,290,0.5,,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,225,226,227,241,,,3,,,,,11099,,
4721,天蝎0级,290,0.5,0.7,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11599,,
4722,天蝎,290,0.5,0.7,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,228,229,230,248,,,3,,,,,11599,,
4723,麋鹿冲冲0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12500,,
4724,麋鹿冲冲,290,0.5,,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,231,232,233,248,,,3,,,,,12500,,
4725,射手星宫之主 肯陶洛斯0级,190,0.55,,100,100,1000,1000,,,,,60,60,,,,1,11810,,,,,,,,,1,,,,,,,
4726,射手星宫之主 肯陶洛斯,190,0.55,,100,100,1500,1500,,,,,60,60,,,,2,12273,12274,,,,,,,,1,,,,110188_2,,,
4727,擎天圣 金属变体0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4728,擎天圣 金属变体,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,234,,,,,,1,,,,,,,
4729,擎天圣 圣天柱 战车0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4730,擎天圣 圣天柱 战车,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,235,,,,,,1,,,,,,,
4731,擎天圣 圣天柱 野兽0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4732,擎天圣 圣天柱 野兽,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,235,,,,,,1,,,,,,,
4733,擎天圣 圣天柱 战机0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4734,擎天圣 圣天柱 战机,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,235,,,,,,1,,,,,,,
4735,威震天 金属变体0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4736,威震天 金属变体,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,236,,,,,,1,,,,,,,
4737,威震天 火龙形态0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4738,威震天 火龙形态,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,237,,,,,,1,,,,,,,
4739,威震天0级,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4740,威震天,190,0.55,,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,,,,,,,1,,,,,,,
4741,彩梦灵蚺0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12500,,
4742,彩梦灵蚺,290,0.5,,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,238,239,240,248,,,3,,,,,12500,,
4743,观光车0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,11403,,
4744,观光车,290,0.5,,220,220,1000,1000,,,,,120,120,,,1,2,12273,12274,100,242,243,244,248,,,3,,,,,11403,,
4745,牡丹宫灯0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12610,,
4746,牡丹芳华,290,0.5,0.8,180,180,800,800,,,,,80,80,,,1,2,12273,12274,100,245,,,,,,3,,,,,12610,,
4747,牡丹芳华,290,0.5,0.8,180,180,830,830,,,,,80,80,,,1,2,12273,12274,100,245,,,,,,3,,,,,12610,,
4748,牡丹芳华,290,0.5,0.8,180,180,860,860,,,,,80,80,,,1,2,12273,12274,100,245,,,,,,3,,,,,12610,,
47454,牡丹芳华,290,0.5,0.8,180,180,890,890,,,,,80,80,,,1,2,12273,12274,100,245,,,,,,3,,,,,12610,,
47455,牡丹雅韵,290,0.5,0.8,200,200,900,900,,,,,90,90,,,1,3,12273,12274,100,245,246,,,,,3,,,,,12610,,
47456,牡丹雅韵,290,0.5,0.8,200,200,920,920,,,,,90,90,,,1,3,12273,12274,100,245,246,,,,,3,,,,,12610,,
47457,牡丹雅韵,290,0.5,0.8,200,200,940,940,,,,,90,90,,,1,3,12273,12274,100,245,246,,,,,3,,,,,12610,,
47458,牡丹雅韵,290,0.5,0.8,200,200,960,960,,,,,90,90,,,1,3,12273,12274,100,245,246,,,,,3,,,,,12610,,
47459,牡丹雅韵,290,0.5,0.8,200,200,980,980,,,,,90,90,,,1,3,12273,12274,100,245,246,,,,,3,,,,,12610,,
47460,华彩绽放,290,0.5,0.8,220,220,1000,1000,,,,,100,100,,,1,4,12273,12274,100,245,246,247,241,,,3,,,,,12610,,
4749,银河幻盾晶盒0级,290,0.5,,160,160,600,600,,,,,60,60,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4750,银河幻盾晶盒1级,290,0.5,0.8,180,180,800,800,,,,,80,80,,,1,2,12273,12274,100,250,,,,,,3,,,,,12549,,
4751,银河幻盾晶盒2级,290,0.5,0.8,180,180,830,830,,,,,80,80,,,1,2,12273,12274,100,250,,,,,,3,,,,,12549,,
4752,银河幻盾晶盒3级,290,0.5,0.8,180,180,860,860,,,,,80,80,,,1,2,12273,12274,100,250,,,,,,3,,,,,12549,,
4753,银河幻盾晶盒4级,290,0.5,0.8,180,180,890,890,,,,,80,80,,,1,2,12273,12274,100,250,,,,,,3,,,,,12549,,
4754,银河幻盾晶盒5级,290,0.5,0.8,200,200,900,900,,,,,90,90,,,1,3,12273,12274,100,250,251,,,,,3,,,,,12549,,
4755,银河幻盾晶盒6级,290,0.5,0.8,200,200,920,920,,,,,90,90,,,1,3,12273,12274,100,250,251,,,,,3,,,,,12549,,
4756,银河幻盾晶盒7级,290,0.5,0.8,200,200,940,940,,,,,90,90,,,1,3,12273,12274,100,250,251,,,,,3,,,,,12549,,
4757,银河幻盾晶盒8级,290,0.5,0.8,200,200,960,960,,,,,90,90,,,1,3,12273,12274,100,250,251,,,,,3,,,,,12549,,
4758,银河幻盾晶盒9级,290,0.5,0.8,200,200,980,980,,,,,90,90,,,1,3,12273,12274,100,250,251,,,,,3,,,,,12549,,
4759,银河幻盾晶盒10级,290,0.5,0.8,220,220,1000,1000,,,,,100,100,,,1,4,12273,12274,100,250,251,252,241,,,3,,,,,12549,,
4760,机甲坐骑0级,290,0.5,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,11099,,
4761,机甲坐骑1级,290,0.5,0.6,180,180,800,800,,,,,140,140,,,1,2,12273,12274,100,253,,,,,,3,,,,,11099,,
4762,机甲坐骑2级,290,0.5,0.6,180,180,830,830,,,,,140,140,,,1,2,12273,12274,100,253,,,,,,3,,,,,11099,,
4763,机甲坐骑3级,290,0.5,0.6,180,180,860,860,,,,,140,140,,,1,2,12273,12274,100,253,,,,,,3,,,,,11099,,
4764,机甲坐骑4级,290,0.5,0.6,180,180,890,890,,,,,140,140,,,1,2,12273,12274,100,253,,,,,,3,,,,,11099,,
4765,机甲坐骑5级,290,0.5,0.6,200,200,900,900,,,,,140,140,,,1,3,12273,12274,100,254,256,,,,,3,,,,,11099,,
4766,机甲坐骑6级,290,0.5,0.6,200,200,920,920,,,,,140,140,,,1,3,12273,12274,100,254,256,,,,,3,,,,,11099,,
4767,机甲坐骑7级,290,0.5,0.6,200,200,940,940,,,,,140,140,,,1,3,12273,12274,100,254,256,,,,,3,,,,,11099,,
4768,机甲坐骑8级,290,0.5,0.6,200,200,960,960,,,,,140,140,,,1,3,12273,12274,100,254,256,,,,,3,,,,,11099,,
4769,机甲坐骑9级,290,0.5,0.6,200,200,980,980,,,,,140,140,,,1,3,12273,12274,100,254,256,,,,,3,,,,,11099,,
4770,机甲坐骑10级,290,0.5,0.6,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,255,257,258,248,,,3,,,,,11099,,
4771,花轿0级,290,0.5,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12610,,
4772,栖梧天巡辇,290,0.5,0.6,220,220,1000,1000,,,,,120,120,,,1,4,12273,12274,100,259,260,261,241,,,3,,,,,12610,,
4773,糖果屋风车0级,290,0.5,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4774,糖果屋风车1级,290,0.5,0.8,180,180,800,800,,,,,140,140,,,1,2,12273,12274,100,262,,,,,,3,,,,,12549,,
4775,糖果屋风车2级,290,0.5,0.8,180,180,830,830,,,,,140,140,,,1,2,12273,12274,100,262,,,,,,3,,,,,12549,,
4776,糖果屋风车3级,290,0.5,0.8,180,180,860,860,,,,,140,140,,,1,2,12273,12274,100,262,,,,,,3,,,,,12549,,
4777,糖果屋风车4级,290,0.5,0.8,180,180,890,890,,,,,140,140,,,1,2,12273,12274,100,262,,,,,,3,,,,,12549,,
4778,糖果屋风车5级,290,0.5,0.8,200,200,900,900,,,,,140,140,,,1,3,12273,12274,100,262,263,,,,,3,,,,,12549,,
4779,糖果屋风车6级,290,0.5,0.8,200,200,920,920,,,,,140,140,,,1,3,12273,12274,100,262,263,,,,,3,,,,,12549,,
4780,糖果屋风车7级,290,0.5,0.8,200,200,940,940,,,,,140,140,,,1,3,12273,12274,100,262,263,,,,,3,,,,,12549,,
4781,糖果屋风车8级,290,0.5,0.8,200,200,960,960,,,,,140,140,,,1,3,12273,12274,100,262,263,,,,,3,,,,,12549,,
4782,糖果屋风车9级,290,0.5,0.8,200,200,980,980,,,,,140,140,,,1,3,12273,12274,100,262,263,,,,,3,,,,,12549,,
4783,糖果屋风车10级,290,0.5,0.8,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,262,263,264,241,,,3,,,,,12549,,
4784,水调歌头0级,290,0.5,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,
4785,水调歌头,290,0.5,0.6,220,220,1000,1000,,,,,150,150,,,1,4,12273,12274,100,265,266,267,241,,,3,,,,,12549,,
4786,吕布·人马0级,190,0.55,,100,100,1000,1000,,,,,100,100,,,,1,11810,,,,,,,,,1,,,,,,,
4787,吕布·人马,190,0.55,0.5,100,100,1500,1500,,,,,100,100,,,,2,12273,12274,,268,,,,,,1,,,,,,,
4788,七彩狐,190,0.55,,100,100,1000,1000,,,,,80,80,,,,1,11810,,,,,,,,,1,,,,,,,
4789,七彩狐,190,0.8,1.1,100,100,1500,1500,,,,,80,80,,,,2,12273,12274,,,,,,,,1,,,,,,,
4790,狮子坐骑0级,290,0.8,,160,160,600,600,,,,,100,100,,,1,1,11810,,1,,,,,,,3,,,,,12549,,1 1 1 |0 1 0.16|0.7 0 1|0 0.15 1
