工具id,名称,类型：1斧，2镐，3铲，4耙，5剪刀，6工具，7弓，8头盔，9胸甲，10护腿，11靴子，12容器，13点火石，14投掷物，16披风（特殊），17空白卷轴，18火之卷轴，19坐骑鞍，20坐骑项圈，21混乱卷轴，22捕鱼网，23变异卷轴，24法杖，25家园回收（植物），26家园回收（动物），27合成锤，28锅，29鱼竿，32开关道具,子类型：1-剑，2-盾，3-锤，4-矛，5-镐，6-斧，7-铲，8-耙，9-弓，10-杖，11-箭，12-法球，13-回旋镖，14-新法杖,装扮ID,等级（装备的等级必须和美术模型名称尾缀数字相同，不然会影响到野人伙伴装备的显隐及行为树）,子等级（用于双持武器配置用的等级，不为0的才会参与到双持内）,技能冷却,效率加成,视野亮度,"攻击类型:0近程,1远程,2爆炸",攻击力,削韧值（默认5）,物理防御,近战防御,远程防御,爆炸防御,元素防御,混乱防御,燃烧防御,毒素防御,冰冻防御,移动速度加成,行走速度,潜行速度,奔跑速度,游泳速度,开垦速度（单位tick）,攻击速度倍率,韧性,韧性恢复间隔时间,韧性恢复速度,攻击附带buffid（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的id）,攻击附带bufflv（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的lv）,耐久,采集消耗耐久,攻击1次消耗耐久,耐压阈值（控制水压环境中装备是否会被损坏）,压力消耗耐久（配合耐压阈值使用，控制水压环境中装备耐久的消耗速度）,修复消耗经验,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,修理材料ID1,修复量1,修理材料ID2,修复量2,修理材料ID3,修复量3,修理材料ID4,修复量4,修理材料ID5,修复量5,修理材料ID6,修复量6,效果库ID1（仅限装备道具使用）,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,分数,自带附魔（旧字段，不要用，但是不可以删）,自带新附魔,消耗ItemID,每次消耗的数量,发射音效,蓄力时间,"蓄力种类(0-弓那种,1-必须蓄到完成才能用,2-无需蓄力)",蓄力消耗体力（默认不填就读luaconstans）,蓄力音效,释放音效,攻击连段动作列表,连段计时器,游泳攻击动作,骑乘攻击动作,第一人称挖掘动作,第一人称启动动作,第一人称循环动作,第一人称右键施放动作,工具启动动作,工具循环动作,工具攻击动作,第三人称待机,第三人称挖掘动作,第三人称循环,第三人称右键施放,第三人称攻击特效,工具切换模型/弓切换有箭和没箭模型,挥动音效,附魔特效比例(默认是1倍写200就是2倍),附魔UV动画配置JSON文件名,初速度加成,可否投掷/0=不可投掷，1=可投掷,温度防御,元素攻击,混乱攻击,燃烧攻击,毒素攻击,冰冻攻击,击退抗性（万分比）,评分（用于更换标准）
540373,短剑+蝎壳盾,6,,,3,,10,0,,,38,27,,,,,,,,,,,,,,,0,,150,3,3,,,385,2,1,,,200,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540374,短剑+蝎刺盾,6,,,3,,10,0,,,38,25,,,,,,,,,,,,,,,0,,120,5,3,,,295,2,1,,,200,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540375,短剑+木盾,6,,,3,,10,0,,,38,21,,,,,,,,,,,,,,,0,,50,3,1,,,185,2,1,,,75,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540376,短剑+黄铜盾,6,,,3,,10,0,,,38,25,,,,,,,,,,,,,,,0,,80,3,2,,,235,2,1,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540377,短剑+钛金盾,6,,,3,,10,0,,,38,27,,,,,,,,,,,,,,,0,,120,3,3,,,335,2,1,,,200,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540378,收割者+石剑,6,1,,5,,,0,,,38,15,,,,,,,,,,,,,,,0,,,,,,,350,2,1,,,175,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540379,收割者+短剑,6,1,,5,,,0,,,46,18,,,,,,,,,,,,,,,0,,,,,,,435,2,1,,,200,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540380,收割者+收割者,6,1,,5,,,0,,,56,20,,,,,,,,,,,,,,,0,,,,,,,600,2,1,,,300,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540381,收割者+蝎壳盾,6,,,5,,10,0,,,58,32,,,,,,,,,,,,,,,0,,150,3,3,,,550,2,1,,,300,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540382,收割者+蝎刺盾,6,,,5,,10,0,,,58,30,,,,,,,,,,,,,,,0,,120,5,3,,,460,2,1,,,300,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540383,收割者+木盾,6,,,5,,10,0,,,58,27,,,,,,,,,,,,,,,0,,50,3,1,,,350,2,1,,,175,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540384,收割者+黄铜盾,6,,,5,,10,0,,,58,30,,,,,,,,,,,,,,,0,,80,3,2,,,400,2,1,,,200,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540385,收割者+钛金盾,6,,,5,,10,0,,,58,32,,,,,,,,,,,,,,,0,,120,3,3,,,500,2,1,,,300,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540386,能量剑+石剑,6,1,,7,,,0,,,52,18,,,,,,,,,,,,,,,0,,,,,,,650,2,1,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540387,能量剑+短剑,6,1,,7,,,0,,,59,20,,,,,,,,,,,,,,,0,,,,,,,735,2,1,,,300,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540388,能量剑+收割者,6,1,,7,,,0,,,69,23,,,,,,,,,,,,,,,0,,,,,,,900,2,1,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540389,能量剑+能量剑,6,1,,7,,,0,,,83,26,,,,,,,,,,,,,,,0,,,,,,,1200,2,1,,,500,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540390,能量剑+蝎壳盾,6,,,7,,10,0,,,87,38,,,,,,,,,,,,,,,0,,150,3,3,,,850,2,1,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540391,能量剑+蝎刺盾,6,,,7,,10,0,,,87,35,,,,,,,,,,,,,,,0,,120,5,3,,,760,2,1,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540392,能量剑+木盾,6,,,7,,10,0,,,87,32,,,,,,,,,,,,,,,0,,50,3,1,,,650,2,1,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540393,能量剑+黄铜盾,6,,,7,,10,0,,,87,35,,,,,,,,,,,,,,,0,,80,3,2,,,700,2,1,,,300,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540394,能量剑+钛金盾,6,,,7,,10,0,,,87,38,,,,,,,,,,,,,,,0,,120,3,3,,,800,2,1,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,,,,,,,,,
540395,石矛+木棒,6,4,,1,,,0,,,23,10,,,,,,,,,,,,,,,0,,,,,,,80,2,1,,,40,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540396,石矛+尖尖碰碰锤,6,4,,1,,,0,,,25,12,,,,,,,,,,,,,,,0,,,,,77,1,100,2,1,,,50,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540397,石矛+冻结棒,6,4,,1,,,0,,,33,15,,,,,,,,,,,,,,,0,,,,,,,125,2,1,,,100,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540398,石矛+钛金战锤,6,4,,5,,,0,,,53,20,,,,,,,,,,,,,,,0,,,,,,,350,2,1,,,175,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540399,石矛+石剑,6,4,,1,,,0,,,21,10,,,,,,,,,,,,,,,0,,,,,,,100,2,1,,,50,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540400,石矛+短剑,6,4,,3,,,0,,,29,13,,,,,,,,,,,,,,,0,,,,,,,185,2,1,,,75,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540401,石矛+收割者,6,4,,5,,,0,,,39,15,,,,,,,,,,,,,,,0,,,,,,,350,2,1,,,175,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540402,石矛+能量剑,6,4,,7,,,0,,,52,18,,,,,,,,,,,,,,,0,,,,,,,650,2,1,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540403,石矛+石矛,6,4,,1,,,0,,,29,14,,,,,,,,,,,,,,,0,,,,,,,100,2,1,,,50,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540404,石矛+蝎壳盾,6,,,1,,10,0,,,22,21,,,,,,,,,,,,,,,0,,150,3,3,,,300,2,1,,,175,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540405,石矛+蝎刺盾,6,,,1,,10,0,,,22,19,,,,,,,,,,,,,,,0,,120,5,3,,,210,2,1,,,175,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540406,石矛+木盾,6,,,1,,10,0,,,22,16,,,,,,,,,,,,,,,0,,50,3,1,,,100,2,1,,,50,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540407,石矛+黄铜盾,6,,,1,,10,0,,,22,19,,,,,,,,,,,,,,,0,,80,3,2,,,150,2,1,,,75,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540408,石矛+钛金盾,6,,,1,,10,0,,,22,21,,,,,,,,,,,,,,,0,,120,3,3,,,250,2,1,,,175,0,11627,35,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540409,黄铜矛+木棒,6,4,,2,,,0,,,26,12,,,,,,,,,,,,,,,0,,,,,,,120,2,1,,,65,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540410,黄铜矛+尖尖碰碰锤,6,4,,2,,,0,,,29,15,,,,,,,,,,,,,,,0,,,,,77,1,140,2,1,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540411,黄铜矛+冻结棒,6,4,,2,,,0,,,36,17,,,,,,,,,,,,,,,0,,,,,,,165,2,1,,,125,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540412,黄铜矛+钛金战锤,6,4,,5,,,0,,,56,22,,,,,,,,,,,,,,,0,,,,,,,390,2,1,,,200,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540413,黄铜矛+石剑,6,4,,2,,,0,,,24,13,,,,,,,,,,,,,,,0,,,,,,,140,2,1,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540414,黄铜矛+短剑,6,4,,3,,,0,,,32,15,,,,,,,,,,,,,,,0,,,,,,,225,2,1,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540415,黄铜矛+收割者,6,4,,5,,,0,,,42,18,,,,,,,,,,,,,,,0,,,,,,,390,2,1,,,200,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540416,黄铜矛+能量剑,6,4,,7,,,0,,,56,20,,,,,,,,,,,,,,,0,,,,,,,690,2,1,,,300,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540417,黄铜矛+石矛,6,4,,2,,,0,,,34,17,,,,,,,,,,,,,,,0,,,,,,,140,2,1,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540418,黄铜矛+黄铜矛,6,4,,2,,,0,,,39,21,,,,,,,,,,,,,,,0,,,,,,,180,2,1,,,100,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540419,黄铜矛+魔鬼鱼叉,6,4,,2,,,0,,,44,21,,,,,,,,,,,,,,,0,,,,,,,240,2,1,,,125,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540420,黄铜矛+蝎壳盾,6,,,2,,10,0,,,30,27,,,,,,,,,,,,,,,0,,150,3,3,,,340,2,1,,,200,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540421,黄铜矛+蝎刺盾,6,,,2,,10,0,,,30,25,,,,,,,,,,,,,,,0,,120,5,3,,,250,2,1,,,200,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540422,黄铜矛+木盾,6,,,2,,10,0,,,30,21,,,,,,,,,,,,,,,0,,50,3,1,,,140,2,1,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540423,黄铜矛+黄铜盾,6,,,2,,10,0,,,30,25,,,,,,,,,,,,,,,0,,80,3,2,,,190,2,1,,,100,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540424,黄铜矛+钛金盾,6,,,2,,10,0,,,30,27,,,,,,,,,,,,,,,0,,120,3,3,,,290,2,1,,,200,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,weapon_12005,,1,,,,,,,,
540425,能量矛+木棒,6,4,,7,,,0,,,53,20,,,,,,,,,,,,,,,0,,,,,,,630,2,1,,,265,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540426,能量矛+尖尖碰碰锤,6,4,,7,,,0,,,56,22,,,,,,,,,,,,,,,0,,,,,77,1,650,2,1,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540427,能量矛+冻结棒,6,4,,7,,,0,,,63,25,,,,,,,,,,,,,,,0,,,,,,,675,2,1,,,325,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540428,能量矛+钛金战锤,6,4,,7,,,0,,,83,30,,,,,,,,,,,,,,,0,,,,,,,900,2,1,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540429,能量矛+石剑,6,4,,7,,,0,,,53,20,,,,,,,,,,,,,,,0,,,,,,,650,2,1,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540430,能量矛+短剑,6,4,,7,,,0,,,60,23,,,,,,,,,,,,,,,0,,,,,,,735,2,1,,,300,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540431,能量矛+收割者,6,4,,7,,,0,,,70,26,,,,,,,,,,,,,,,0,,,,,,,900,2,1,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540432,能量矛+能量剑,6,4,,7,,,0,,,84,28,,,,,,,,,,,,,,,0,,,,,,,1200,2,1,,,500,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540433,能量矛+石矛,6,4,,7,,,0,,,72,28,,,,,,,,,,,,,,,0,,,,,,,650,2,1,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540434,能量矛+黄铜矛,6,4,,7,,,0,,,77,31,,,,,,,,,,,,,,,0,,,,,,,690,2,1,,,300,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540435,能量矛+能量矛,6,4,,7,,,0,,,114,42,,,,,,,,,,,,,,,0,,,,,,,1200,2,1,,,500,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540436,能量矛+魔鬼鱼叉,6,4,,7,,,0,,,82,31,,,,,,,,,,,,,,,0,,,,,,,750,2,1,,,325,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
