皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,特效类型3[1=脚印，2=飞行，3=周身，4=拖尾],特效3命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,新换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,局部换肤,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,主题序号（1=奇迹派对，2=探险小队，3=龙响天下，4=棉花泡泡，5=花蔓四季，6=幻想童话，7=小马宝莉，8=瑞雪丰年，9=梦旅笙歌，10=晨星战队，11=琉光圣灵）,主题图标,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移,变形坐骑移动端是否显示技能按钮（0=显示，1=不显示）,商城场景动画,皮肤类型 1常规皮肤（陆地移动）2飞行皮肤,,冒险互动类皮肤（默认不填）,死亡特效(放在particles目录下，只填特效名称即可，如scene_siwang_01）,换装皮肤贴图的名称,换装皮肤周身特效的名称,空手无道具时要切换的模型,cpID/支持配多个,cp效果范围半径/格,cp音效,cp特效,cpbuff,私人定制默认avt,私人定制皮肤列表
549,日月同辉 武则天,140530,,681,3,140530_2,1,140530_3,,,140530_1,,,,,,,,,-1,2,,999,当她终于站在太极殿前接受百官朝拜，忽然懂得——所谓母仪天下，不过是把整个江山都当成自己的孩子来驯养。凤印在手的那一刻，她同时感受到权力的甘美与无边无际的孤独。这条路，已无法回头。,2,,,,,999,skin549,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花瓣！,,,,,,,,,,,,,,dtxx_beijingtu211,0,,,,,,180,,,,,,,27431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
550,执棋于局 武则天,140529,,682,3,140529_2,1,140529_3,,,140529_1,,,,,,,,,-1,2,,999,爱情是梯子，野心是刀刃。她在帝王的柔情与后宫的毒计间踩出一条血路。每一次微笑都是计算，每一次流泪都是武器。她开始明白：要在这地方活下去，光有美貌不够，还得有一颗淬过毒的心。,2,,,,,999,skin550,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花朵！,,,,,,,,,,,,,,dtxx_beijingtu211,0,,,,,,180,,,,,,,27432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
551,青樱初妆 武则天,140528,,683,3,140528_2,1,140528_3,,,140528_1,,,,,,,,,-1,2,,999,她捧着一腔天真的勇气走进这吃人的宫殿，尚不知命运已为她准备了怎样陡峭的道路。眼里还有故乡的山水，梦里还是阿娘哼的歌谣。这时的她还不懂什么叫“日月当空”，她只隐约觉得，手中这支笔，或许能写出比《兰亭序》更惊心动魄的篇章。,2,,,,,999,skin551,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花瓣！,,,,,,,,,,,,,,dtxx_beijingtu211,0,,,,,,180,,,,,,,27433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
552,叶灵 晨露,140533,,684,3,140533_2,1,140533_3,,,140533_1,,,,,,,,,-1,2,,999,她是古老森林中第一缕晨曦照耀下的露珠所化的叶之灵，是生命与复苏的象征。她的舞步能催发新芽，她的呼吸能净化空气。叶片是她最亲密的伙伴，也是她最致命的武器。与藤之灵相伴相生，她是他的光芒与方向，而他则是她的守护与根基。,2,,,,,999,skin552,180,60,60,220,120,120,,headicon,头像：解锁头像。,2,acticon,互动：可与藤灵 格鲁触发互动动作！,,,,,,,,,,,,,,dtxx_beijingtu212,0,,,,,,180,,,,,,,27434,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
553,藤灵 格鲁,140534,,685,3,140534_2,1,140534_3,,,140534_1,,,,,,,,,-1,2,,999,在森之纪元还未被记载的年岁里，第一棵古树将根须探入地脉深处，从此大地有了记忆。千万年后，其中的一段根须汲取了整片森林的意志与时光，凝结成藤灵——他便是格鲁。,2,,,,,999,skin553,180,60,60,220,120,120,,headicon,头像：解锁头像。,2,acticon,互动：可与叶灵 晨露触发互动动作！,,,,,,,,,,,,,,dtxx_beijingtu212,0,,,,,,180,,,,,,,27435,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
554,招财猫,140540,,686,3,140540_2,1,140540_3,,,140540_1,,,,,,,,,-1,2,,999,一只圆滚滚的陶瓷小白猫，缎带在它颈间系成精巧的蝴蝶结，随着它招财的动作微微颤动。当有人经过时，它的爪子会轻轻晃动，铃铛发出清脆的“叮铃”声，仿佛在说：“快来呀，好运和快乐都在这里哦！”,2,,,,,999,skin554,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
555,张飞,140523,,687,3,140523_2,1,140523_3,,,140523_1,,,,,,,,,-1,2,,999,一个凶猛又有点可爱的将军。他豹头环眼，胡子像毛茸茸的钢丝球，一生气就吹得乱飞。嗓门大得像打雷，但听说他其实会画画写字，是个“反差萌”高手。,2,,,,,999,skin555,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下冰雪脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
556,冰雪公主 伊芙琳,140386,,688,3,140386_2,1,140386_3,,,140386_1,,,,,,,,,-1,2,,999,伊芙琳是冰雪森林的公主也是战士，性格开放温和，备受森林小精灵爱戴。她是森林中的灵魂，散发着温暖与包容，成为人们心中的引领者。,2,,,,,999,skin557,180,60,60,220,120,120,,headicon,头像：解锁头像。,,headicon,头像框：获得后自动解锁动态头像框。,,bodyeffcet,身体特效：周身飘洒着纯白的雪花！,,footprint,行走足迹：走过的地方留下七彩雪花足迹。,3,changeskin,变装：可切换【冰雪战士 伊芙琳】形态，点击左侧按钮预览。,,,,,dtxx_beijingtu136,0,,,,,,180,,,,,33276,,27438,,,5_557,,557,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
557,冰雪战士 伊芙琳,140387,,689,3,140387_2,1,140387_3,,,140387_1,,,,,,,,,-1,2,,999,伊芙琳是冰雪森林的公主也是战士，性格开放温和，备受森林小精灵爱戴。她是森林中的灵魂，散发着温暖与包容，成为人们心中的引领者。,2,,,,,999,skin557,180,60,60,220,120,120,,headicon,头像：解锁头像。,,headicon,头像框：获得后自动解锁动态头像框。,,bodyeffcet,身体特效：周身飘洒着纯白的雪花！,,genius,天赋：冰雪公主不受任何冰冻影响！,3,changeskin,变装：可切换【冰雪公主 伊芙琳】形态，点击左侧按钮预览。,,,,,dtxx_beijingtu136,0,,,,,,180,,,,,,,27439,,,5_556,,556,,,,,,,,,,,,,,,,,,,,,,,,,,1061001,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
558,梅花仙灵 香雪引,140538,,690,3,140538_2,1,140538_3,,,140538_1,,,,,,,,,-1,2,,999,她本是天地间第一株灵梅的魂魄所化，于万丈雪崖之巅独自守护梅林千年。直到某年寒冬，她为拯救一片被邪祟侵蚀的冰原，耗尽灵力，花瓣凋零。在她最为虚弱之时，被大地赐予的希望之力拯救，于是决定余生用自己的灵力反哺大地。其花嫁裙，正是她将凋零的花瓣与获得的希望之力编织而成。,2,,,,,999,skin558,180,60,60,220,120,120,,headicon,头像：解锁头像。,,headicon,背景：解锁装扮获得专属个人中心背景！,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,bodyeffcet,身体特效：周身飘散着花朵和光点！,,,,,,,,dtxx_beijingtu213,0,,,,,,180,,,,,,,27440,,,,,,,,,ent.558.show,45,4,,,,ent.558.die,110,ent.558.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
559,薇拉,140542,,691,3,140542_2,1,140542_3,,,140542_1,,,,,,,,,-1,2,,999,薇拉本是凡间对爱情充满憧憬的少女，在情人节之夜被淘气的丘比特之箭意外射中心房。爱神的力量使她羽化，成为了掌管“心动物语”的小爱神。她手中的弓箭无法令人相爱，却能让人回忆起最初心动的那份甜蜜与悸动。,2,,,,,999,skin559,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘洒着粉色的花朵！,2,acticon,互动：可与莱恩触发互动动作！,,,,,,,,,,,dtxx_beijingtu214,0,,,,,,180,,,,,,,27441,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
560,莱恩,140541,,692,3,140541_2,1,140541_3,,,140541_1,,,,,,,,,-1,2,,999,莱恩是因失误而内疚的爱神厄洛斯。为了守护那位因他而羽化的少女，铸成她的翅膀与自己的“誓约之环”。他的箭矢不再制造巧合的爱恋，而是化为守护真挚誓约的力量。,2,,,,,999,skin560,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘洒着粉色的爱心！,2,acticon,互动：可与薇拉触发互动动作！,,,,,,,,,,,dtxx_beijingtu214,0,,,,,,180,,,,,,,27442,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
561,故国雁影 王昭君,140544,,693,3,140544_2,1,140544_3,,,140544_1,,,,,,,,,-1,2,,999,深锁汉宫数载，怀抱琵琶的少女曾以为一生将如殿角铜雀，在珠帘后静静锈蚀。直到那日，丹青误笔化作命运转折，她主动请缨代替公主和亲。离宫前夜，雁群南飞，一缕雁羽落入她掌心——从此成为她与故土最后的羁绊。,2,,,,,999,skin561,180,60,60,220,120,120,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,3,changeskin,变装：可切换【银鞍白草 王昭君】形态，点击左侧按钮预览。,1,changeicon,灵御：可召唤灵驹，邀请好友同骑。,,skill,天空盒：解锁后可获得【雪山群雁】天空盒效果。,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,,headicon,私人定制：购买后可自由搭配【栖霞未归 王昭君】。,,dtxx_beijingtu215,0,,1,4803,,,180,,,,"561,563",,,27443,,,2_562,,562,0,,,ent.561.show,45,4,,,,ent.561.die,110,ent.561.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,1,1,1,,,,,,,,,,,,,563
562,银鞍白草 王昭君,140543,,693,3,140543_2,1,140543_3,,,140543_1,,,,,,,,,-1,2,,999,当草原的第一场雪落在肩头，她终于明白——真正的和平不是征服，而是共生。她放下汉宫仪态，学习牧羊驭马，她不再是异乡客，而是被草原认可的“宁胡阏氏”——让胡地安宁的女子。,2,,,,,999,skin562,180,60,60,220,120,120,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,3,changeskin,变装：可切换【故国雁影 王昭君】形态，点击左侧按钮预览。,1,changeicon,灵御：可召唤灵驹，邀请好友同骑。,,skill,天空盒：解锁后可获得【雪山群雁】天空盒效果。,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,dtxx_beijingtu215,0,,1,4803,,,180,,,,,,,27444,,,2_561,,561,0,1,,ent.562.show,45,4,,,,ent.562.die,110,ent.562.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,1,,1,,,,,,,,,,,,,
563,栖霞未归 王昭君,140560,,693,3,140560_2,1,140560_3,,,140560_1,,,,,,,,,-1,2,,999,深锁汉宫数载，怀抱琵琶的少女曾以为一生将如殿角铜雀，在珠帘后静静锈蚀。直到那日，丹青误笔化作命运转折，她主动请缨代替公主和亲。离宫前夜，雁群南飞，一缕雁羽落入她掌心——从此成为她与故土最后的羁绊。,2,,,,,999,skin563,180,60,60,220,120,120,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,1,changeicon,灵御：可召唤灵驹，邀请好友同骑。,,skill,天空盒：解锁后可获得【雪山群雁】天空盒效果。,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,,headicon,私人定制：购买后可自由搭配【栖霞未归 王昭君】。,3,changeskin,变装：可切换【银鞍白草 王昭君】形态，点击左侧按钮预览。,,dtxx_beijingtu215,0,,1,4803,,,180,,,"561,1","561,563",,,27445,,,6_562,,562,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,1,1,1,,,,,,,,,,,,,561
564,焰灼,140536,,696,3,140536_2,1,140536_3,,,140536_1,,,,,,,,,-1,2,,999,自流火中诞生的天马之魂，身披火焰，眸含金辉。新年之夜踏星阵降临，金色能量如飞鸟环绕，裙摆洒落璀璨火光。传说它能以流星为蹄印，为所见之人带来“星途坦荡”的祝福。,2,,,,,999,skin564,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着闪闪的星光！,,,,,,,,,,,,,,dtxx_beijingtu216,0,,,,,,180,,,,,,,27446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
565,沧浪,140537,,697,3,140537_2,1,140537_3,,,140537_1,,,,,,,,,-1,2,,999,曾栖于江河深处的龙马之灵，每逢新年苏醒，踏波巡河。其发如水纹流转，肩甲似琉璃镶金，所过之处水珠飞溅、鱼群随行。传说见到它身影的人，将在新的一年里获得“如鱼得水”的顺遂之力。,2,,,,,999,skin565,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身蒸腾着阵阵水雾！,,,,,,,,,,,,,,dtxx_beijingtu221,0,,,,,,180,,,,,,,27447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
566,桔宝,140545,,698,3,140545_2,1,140545_3,,,140545_1,,,,,,,,,-1,2,,999,来自“桔祥福地”的小仙子，掌管着新年的好运与甜蜜。每逢春节，她便会降临人间，将“大桔大利”的祝福洒向千家万户。她裙摆上的每一瓣橘子都蕴含着福气，她头上的小橘子是她灵力的源泉，象征着圆满和丰收。,2,,,,,999,skin566,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身萦绕着清甜的橘瓣！,,,,,,,,,,,,,,dtxx_beijingtu217,0,,,,,,180,,,,,,,27448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
567,岁锦,140527,,699,3,140527_2,1,140527_3,,,140527_1,,,,,,,,,-1,2,,999,原为瑶池一尾灵鲤，受千年香火与人间春节愿力点化，终跃过龙门化身仙使。每逢新春，她便特地换上人间工匠缝制的金缕吉服，携金光祥云降临凡世，将仙界祝福凝成锦囊与烟花，洒向人间。传说遇见她的人，一整年都会逢凶化吉、万事顺遂。,2,,,,,999,skin567,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身围绕着金色浮光！,,,,,,,,,,,,,,dtxx_beijingtu204,0,,,,,,180,,,,,,,27449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
568,幻-圣麟,140539,,700,3,140539_2,1,140539_3,,,140539_1,,,,,,,,,-1,2,,999,【幻-圣麟】—— 需帝印认证的黄金战甲，以帝皇麒麟为尊，九纹映刃，光翼破穹，古帝传承，战场称皇！,2,,,,,999,skin568,180,60,60,220,120,120,,headicon,头像：解锁头像。,,headicon,头像框：获得后自动解锁头像框。,,bodyeffcet,身体特效：周身围绕着全息数块！,,,,,,,,,,,dtxx_beijingtu218,0,,,,,,180,,,,,33274,,27450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
569,金妮儿,140557,,701,3,140557_2,1,140557_3,,,140557_1,,,,,,,,,-1,2,,999,生于天地初开时的第一条金脉之中，是世间第一枚金币的化身。她见证了人间从以物易物到钱币流通的全部历史，手中有一本“金泉簿”，记录着天下财富的流动与平衡。她性情沉稳，恪守规则，认为金钱的秩序重于一切，是财富领域绝对的权威与法则化身。,2,,,,,999,skin569,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着金色的钱币！,,,,,,,,,,,,,,dtxx_beijingtu204,0,,,,,,180,,,,,,,27451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
570,桂阿糯,140558,,702,3,140558_2,1,140558_3,,,140558_1,,,,,,,,,-1,2,,999,因迷恋人间元宵节的温暖烟火气，化身为少女厨娘，在幻想乡的街角开了一家小小的“圆子屋”。她的桂花酒酿圆子拥有让人忘记烦恼、展露笑颜的魔力。每当夜幕降临，她摊位上的灯笼亮起，便是夜归之人最温暖的慰藉。,2,,,,,999,skin570,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着清香的桂花！,,,,,,,,,,,,,,dtxx_beijingtu219,0,,,,,,180,,,,,,,27452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
571,韶春公主 蝶绣儿,140559,,703,3,140559_2,1,140559_3,,,140559_1,,,,,,,,,-1,2,,999,她是轮回中最早苏醒的序章，亦是自然律令最温柔的守护者。她的笑声像风拂过第一片新叶，每次经过都是一种温暖的抚慰。无论多么残酷的寒意，只要她的花篮微微倾斜，挥洒出的光与芬芳便会将其悄然化开，让大地重新呼吸。她就这样飞舞着，在身后留下一串小小的、正在苏醒的痕迹。,2,,,,,999,skin571,180,60,60,220,120,120,,headicon,头像：解锁头像。,,headicon,头像框：获得后自动解锁头像框。,,bodyeffcet,身体特效：周身飘散着粉色的小花朵！,,,,,,,,,,,dtxx_beijingtu220,0,,,,,,180,,,,,33273,,27453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
572,树袋眠眠,140546,,704,3,140546_2,1,140546_3,,,140546_1,,,,,,,,,-1,2,,999,在永夏森林的晨光中，少女眠眠继承了古老的治愈之力。她能与考拉精灵共感，将积蓄的慵懒能量编织成温柔的光茧，驱散生灵的疲惫。每当森林的低语被焦虑侵扰，她就抱着考拉，在沙沙叶声中轻哼歌谣——直到所有心跳，再次与微风同频。,2,,,,,999,skin572,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着可爱的符号！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
573,拾光蜜语 花小楼,140549,,705,3,140549_2,1,140549_3,,,140549_1,,,,,,,,,-1,2,,999,"又是一年生日，我偷偷对蛋糕许了个愿望：“希望我所有的好朋友，都能永远幸福快乐！”
",2,,,,,999,skin573,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪烁着点点星光！,,,,,,,,,,,,,,dtxx_beijingtu221,0,,,,,,180,,,,"21,114,388,573",,,27455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
574,时序漫旅 兔美美,140551,,706,3,140551_2,1,140551_3,,,140551_1,,,,,,,,,-1,2,,999,"时光从指缝溜走，我们都已褪去稚气。
“竟然真的就这样长大了，现在的你，是小时候想象中的那个大人吗？”",2,,,,,999,skin574,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着胡萝卜标识！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
575,拾星,140550,,707,3,140550_2,1,140550_3,,,140550_1,,,,,,,,,-1,2,,999,拾星在帮助那些被称为“星星的孩子”的同伴，将他们独特的感知谱写成光。她的使命不是“治愈”，而是搭建一座理解的桥梁，让两种频率的宇宙，得以彼此照亮。,2,,,,,999,skin575,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着点点星光！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
576,拾梦,140547,,708,3,140547_2,1,140547_3,,,140547_1,,,,,,,,,-1,2,,999,拾梦在庆典的美妙梦境中诞生，使命是将这份十年的甜蜜与辉煌，化作一场最绚烂的幻彩演出，献给所有见证者。,2,,,,,999,skin576,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着充满甜味的糖果！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
577,鼓点儿,140552,,709,3,140552_2,1,140552_3,,,140552_1,,,,,,,,,-1,2,,999,鼓点儿总是摇着拨浪鼓行走在街头，带着百宝箱般的背篓，每件小玩意儿里，都藏着她用童稚眼光拾来的故事。,2,,,,,999,skin577,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身环绕着精致的拨浪鼓！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
578,白羊星宫之主 克莉娅,140555,,710,3,140555_2,1,140555_3,,,140555_1,,,,,,,,,-1,2,,999,克莉娅是白羊星宫之主在人间的化身，过去她侍奉于雅典娜的智慧神殿。每当春分白羊座星轨升起之时，她便以舞步唤醒大地生机，用红宝石之光为信徒赐予勇气与热情。,2,,,,,999,skin578,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪烁着七彩星光！,,headicon,个人中心背景：获得后自动解锁专属个人中心背景,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,,,,,,,dtxx_beijingtu228,0,,,,,,180,,,,,,,27460,,,,,,,,,ent.578.show,45,4,,,,ent.578.die,110,ent.578.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
579,金络墨,140553,,711,3,140553_2,1,140553_3,,,140553_1,,,,,,,,,-1,2,,999,金络墨，自一件镂刻着藤纹的古盘之中，悄然苏醒。其玄辉为魄，赋予深邃；松烟作骨，凝就风姿。一缕缕金丝般的脉络蔓生于体，如墨中沁金。,2,,,,,999,skin579,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着黄色标志！,,,,,,,,,,,,,,dtxx_beijingtu225,0,,,,,,180,,,,,,,27461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
580,荷染胭,140554,,712,3,140554_2,1,140554_3,,,140554_1,,,,,,,,,-1,2,,999,碧溪潺潺，花底流过。画以载道，水明本心。不爱争逐，偏爱提灯修炼于山水之间。纸上生花，墨染千峰——她要为这浮躁世间，留一方可寻的山水归处。,2,,,,,999,skin580,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着清香花瓣！,,,,,,,,,,,,,,dtxx_beijingtu226,0,,,,,,180,,,,,,,27462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
