材料id,材料名,成功产物（11517=红/11518=蓝/11519=黄/11520=绿/11521=紫）,生产时间,生产数量,基础成功率,适配方块类型（竖线隔开）,适配环境修正值（%）,相悖方块类型（竖线隔开）,相悖环境修正值（%）,备注说明
151403,蓝花楹树干,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
151404,秋胡杨树干,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
151501,粗银杏树树枝,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
151502,粗枫香树树枝,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
151503,粗蓝花楹树枝,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
151504,粗秋胡杨树枝,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
151601,细银杏树树枝,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
151602,细枫香树树枝,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
151603,细蓝花楹树枝,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
151604,细秋胡杨树枝,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
160001,软雪块,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
160002,永冻冰块,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
161001,厚雪薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
161002,自然冰薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
161003,永冻冰薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
162001,软雪竖薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
162002,厚雪竖薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
162003,自然冰竖薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
162004,永冻冰竖薄板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
163001,软雪斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
163002,厚雪斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
163003,自然冰斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
163004,永冻冰斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
163013,金合欢树原木,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
164001,软雪竖板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
164002,厚雪竖板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
164003,自然冰竖板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
164004,永冻冰竖板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
165001,软雪薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
165002,厚雪薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
165003,自然冰薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
165004,永冻冰薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
166001,软雪大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
166002,厚雪大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
166003,自然冰大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
166004,永冻冰大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
167001,软雪竖薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
167002,厚雪竖薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
167003,自然冰竖薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
167004,永冻冰竖薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
168001,软雪竖大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
168002,厚雪竖大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
168003,自然冰竖大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
168004,永冻冰竖大薄斜板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
169001,厚雪楼梯,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
169002,自然冰楼梯,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
169003,永冻冰楼梯,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
171024,软雪弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
171025,厚雪弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
171026,自然冰弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
171027,永冻冰弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
172024,软雪薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
172025,厚雪薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
172026,自然冰薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
172027,永冻冰薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
173024,软雪大薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
173025,厚雪大薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
173026,自然冰大薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
173027,永冻冰大薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
174024,软雪竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
174025,厚雪竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
174026,自然冰竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
174027,永冻冰竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
175024,软雪大竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
175025,厚雪大竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
175026,自然冰大竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
175027,永冻冰大竖薄弧板,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
176024,软雪棱锥,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
176025,厚雪棱锥,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
176026,自然冰棱锥,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
176027,永冻冰棱锥,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
200112,浆果,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200113,丰硕浆果,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200115,西瓜,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200116,丰硕西瓜,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200119,番茄,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200120,丰硕番茄,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200122,胡萝卜,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200123,丰硕胡萝卜,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200125,南瓜,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200126,丰硕南瓜,11519,3,1,60,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200129,草莓,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200130,丰硕草莓,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200132,莲藕,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200133,丰硕莲藕,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200135,沙棘,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200136,丰硕沙棘,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200138,葡萄,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200139,丰硕葡萄,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200141,玉米,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200142,丰硕玉米,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200144,青瓜,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200145,丰硕青瓜,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200147,番薯,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200148,丰硕番薯,11519,3,1,50,minestone|minestonediffmtl|minestonerune|stonecore|cobblestone|cursestone|cursestoneactivated|giantstone|plutonicrock|rockoil|sandstonecolumn|sulphurrock|tombstone|solidsand|staticsandflow|sandflow,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,黄
200150,水稻穗,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200151,丰硕水稻穗,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200153,独葵,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200154,丰硕独葵,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200156,萝卜王,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200157,丰硕萝卜王,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200167,日光番茄,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200168,丰硕日光番茄,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200170,杂交水稻穗,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200171,丰硕杂交水稻穗,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200173,彩虹草莓,11517,3,1,60,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200174,丰硕彩虹草莓,11517,3,1,50,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200176,水晶西瓜,11518,3,1,60,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
200177,丰硕水晶西瓜,11518,3,1,50,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
200180,阳光青提,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200181,丰硕阳光青提,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200183,精致玉米,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200184,丰硕精致玉米,11520,3,1,50,grass|soil|farmland|sapling|log|cropper|shrub,5,solidsand|fluorescentlamp|fire|staticsandflow|sandflow|stillfluidlava|flowfluidlava,5,绿
200186,冰果,11518,3,1,100,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
200187,丰硕冰果,11518,3,1,100,stillfluidwater|flowfluidwater|ice|snow,5,coagualtion|solidsand|fluorescentlamp|fire|stillfluidlava|flowfluidlava|sulphurrock,5,蓝
200190,烈焰瓜,11517,3,1,100,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200191,丰硕烈焰瓜,11517,3,1,100,stillfluidlava|flowfluidlava|sulphurrock,5,stillfluidwater|flowfluidwater|ice,5,红
200380,虚空荧光菇柄,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200381,虚空荧光菇盖,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200382,虚空果实,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200390,虚空果木,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200391,虚空果木树叶,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200392,细虚空果木树枝,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200395,虚空风铃花,11521,4,2,65,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200397,虚空龙爪草,11521,4,2,65,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200398,虚空星辰花,11521,4,2,65,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200399,虚空若兰,11521,4,2,65,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200400,虚空龙血花,11521,4,2,65,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
200401,虚空龙血树,11521,3,1,50,voidHerbSeedBellFlower|voidBellFlower|voidHerbSeedDragonFlower|voidDragonFlower|voidModelStarFlower|voidModelDragonFlower|voidModelYellowFlower|voidModelWhiteFlower|voidModelWinterFlower|voidModelBiAnflower|Voidflowers|voidModelRuolan|voidModelRosebush,5,stillfluidwater|flowfluidwater|stillfluidlava|flowfluidlava,5,紫
