状态ID,名字,等级,作用时间(秒),"调用Update周期(秒), 0表示不调用","脚本名字:开始Script_Start,结束Script_End,Tick:Script_Tick",作为插件编辑效果[0代表不开放，1150=有害，1151=有益，1152=中立 ],触发器开放[0代表不开放，1=有害效果，2=有益效果，3=中立效果 ],效果库ID1,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,效果库ID6,默认值6,效果库ID7,默认值7,效果库ID8,默认值8,效果库ID9,默认值9,效果库ID10,默认值10,睡觉获取权重,睡觉获取权重生态加成,图标(填图标库ID),特效(填特效库ID),音效(填音效库ID),持续模式（0=无限时间 大于0=有限时间）,优先级（1=覆盖 2=并存）,死亡不清除（1=清除 2=不清除）,主动攻击清除效果（1=清除 2=不清除）,受到伤害清除效果（1=清除 2=不清除）,冷却时间（获取后这段时间内无法再次获得同一个buff，填秒数）（未开发）,冷却说明（描述冷却原因，填stringid）（未开发）,插件编辑模板(不填=不是模板 1=作为模板),属性类型1（废弃）,属性值1（废弃）,属性类型2（废弃）,属性值2（废弃）,属性类型3（废弃）,属性值3（废弃）,属性类型4（废弃）,属性值4（废弃）,属性类型5（废弃）,属性值5（废弃）,描述,图标名字,类型(0有益，1不利，2特殊),状态类型(0-无，1-火，2-变身，3-毒素，4-流血，5-冰，6-冻结),状态类型名称（填stringid）,特效名称,音效类型（0单次1循环）,音效名称,身体模型,中BUFF变第三人称,禁止做一切事,图标缺失,部件放大(将来除以1000等于部件),在buff栏隐藏,备注,标签,预制资源名
108001,落枕,1,30,,,,,1046,101401|1|101007,,,,,,,,,,,,,,,,,,,150,"PLAINS|-50,FOREST|-50,ICE_MOUNTAINS|150",1116,,,30,1,1,2,2,,,,,,,,,,,,,,昨晚睡姿不太好，落枕了，得避免剧烈运动。,,1,,,,,,,,,,,,,,
110001,被夹住啦,1,199980,1,DamageBuff,1150,1,1052,,,,,,,,,,,,,,,,,,,,,,1028,,,0,1,1,2,2,,,1,SCRIPT_VAR,5,SCRIPT_VAR,15,,,,,,,被控制住了，持续受到伤害。,clasp,1,,,BUFF_CLASP,,buff.buff_freeze,,0,,,,,,,
111001,炽烈法球,1,6,1,DamageBuff,,,1008,10|12|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,6,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,15,,,,,,,每秒受到12点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,炽烈法球攻击附带,,
112001,淬毒法球,1,9,1,DamageBuff,,,1008,10|10|101005,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,9,1,1,2,2,,,,SCRIPT_VAR,4,SCRIPT_VAR,10,,,,,,,每秒受到10点毒素伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,淬毒法球攻击附带,,
113002,霸天技能冷却中,1,10,,,,,1079,,,,,,,,,,,,,,,,,,,,,,1098,,,10,1,2,2,2,,,,,,,,,,,,,,铁穹霸天战甲的技能在冷却中,,1,,,,,,,,,,,,,,
114001,牛粪好运,1,30,,,,,1004,17,1010,100411|-75,,,,,,,,,,,,,,,,,,,1067,,10094,30,1,1,2,2,,,,,,,,,,,,,,收到彩云的馈赠，跳跃高度增加，跌落伤害减少,move_speed_add,0,,,,,,,,,,,,,,
115001,攻防一体,1,600,,,,,1026,100501|5,1023,100901|10,,,,,,,,,,,,,,,,,,,1099,,,600,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115002,攻防一体,2,900,,,,,1026,100501|15,1023,100901|15,,,,,,,,,,,,,,,,,,,1099,,,900,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116001,体力消耗降低1,1,300,,,,,1034,101201|-20,,,,,,,,,,,,,,,,,,,,,1085,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117001,缓慢生命恢复1,1,5,,,,,1007,10|10,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,5,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200001,燃烧1级,1,6,1,DamageBuff,1150,1,1008,10|15|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,6,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,15,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,火焰骷髅攻击附带,,
200002,燃烧2级,2,6,1,DamageBuff,1150,1,1008,10|30|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,6,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,30,,,,,,,每秒受到30点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,黑龙火球攻击附带,,
200003,燃烧3级,3,6,1,DamageBuff,1150,1,1008,10|40|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,6,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,40,,,,,,,每秒受到40点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,熔岩火球攻击附带,,
200004,燃烧4级,4,6,1,DamageBuff,1150,1,1008,10|60|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,6,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,60,,,,,,,每秒受到60点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,混乱黑龙火球攻击附带,,
201001,混乱1级,1,6,1,DamageBuff,1150,1,1008,10|30|101006,,,,,,,,,,,,,,,,,,,,,1035,1239,10095,6,1,1,2,2,,,,SCRIPT_VAR,5,SCRIPT_VAR,30,,,,,,,每秒受到30点混乱伤害。,damagebuff_wither,1,,,BUFF_WITHER_1,1,buff.buff_wither_1,,0,,,,,混乱黑龙攻击附带,,
201002,混乱2级,2,4,1,DamageBuff,1150,1,1008,10|5|101006,,,,,,,,,,,,,,,,,,,,,1035,1239,10095,4,1,1,2,2,,,,SCRIPT_VAR,5,SCRIPT_VAR,5,,,,,,,每秒受到5点混乱伤害。,damagebuff_wither,1,,,BUFF_WITHER_1,1,buff.buff_wither_1,,0,,,,,,,
202001,年兽惊吓,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,1477,,10,1,1,2,2,,,,,,,,,,,,,,新年烟花吓跑年兽！,damagebuff_wither,1,,,mob_3505_1,1,,,0,,,,,新年烟花砸中年兽后惊吓,,
202002,游戏版本过低,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
202003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
203001,虚空控制,1,199980,,,,,1001,100101|-95,,,,,,,,,,,,,,,,,,,,,1068,1238,10094,0,1,1,2,2,,,,,,,,,,,,,,收到虚空幻影的控制，难以脱身；赶快加速逃跑！,unknown,0,,,,,,,0,,,,,,,
203002,游戏版本过低,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
203003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
204001,虚空防护,1,199980,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,1588,,199980,1,1,2,2,,,,DAMAGED_RANGE,-0.75,,,,,,,,,降低75%受到的远程伤害。,damaged_range_add,0,,,,,,,0,,,,,虚空boss的buff,,
204002,游戏版本过低,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
204003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
205001,幻影无敌,1,199980,,,,,1018,,,,,,,,,,,,,,,,,,,,,,1048,1587,,199980,1,1,2,2,,,,,,,,,,,,,,虚空幻影张开无敌的防护盾，免疫所有伤害,damaged_range_add,0,,,,,,,0,,,,,,,
205002,游戏版本过低,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,虚空boss的buff,,
205003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
206001,近战无敌,1,199980,,,1151,2,1010,100401|-90,,,,,,,,,,,,,,,,,,,,,1046,,10081,0,1,1,2,2,,,,DAMAGED_PUNCH,-1.4,,,,,,,,,降低90%受到的近战伤害。,damaged_punch_add,0,,,,0,buff.buff_damaged_1,,0,,,,,远古巨像护罩buff,,
206002,近战无敌,2,199980,,,,,1010,100401|-90,,,,,,,,,,,,,,,,,,,,,1046,,10081,0,1,1,2,2,,,,DAMAGED_PUNCH,-1.4,,,,,,,,,降低90%受到的近战伤害。,damaged_punch_add,0,,,,0,buff.buff_damaged_1,,0,,,,,,,
206003,近战无敌,3,199980,,,,,1010,100401|-90,,,,,,,,,,,,,,,,,,,,,1046,,10081,0,1,1,2,2,,,,DAMAGED_PUNCH,-1.4,,,,,,,,,降低90%受到的近战伤害。,damaged_punch_add,0,,,,0,buff.buff_damaged_1,,0,,,,,,,
207001,远程无敌,1,199980,,,1151,2,1010,100402|-90,,,,,,,,,,,,,,,,,,,,,1048,,10081,0,1,1,2,2,,,,DAMAGED_RANGE,-1.4,,,,,,,,,降低90%受到的远程伤害。,damaged_range_add,0,,,,0,buff.buff_damaged_1,,0,,,,,远古巨像护罩buff,,
207002,远程无敌,2,199980,,,,,1010,100402|-90,,,,,,,,,,,,,,,,,,,,,1048,,10081,0,1,1,2,2,,,,DAMAGED_RANGE,-1.4,,,,,,,,,降低90%受到的远程伤害。,damaged_range_add,0,,,,0,buff.buff_damaged_1,,0,,,,,,,
207003,远程无敌,3,199980,,,,,1010,100402|-90,,,,,,,,,,,,,,,,,,,,,1048,,10081,0,1,1,2,2,,,,DAMAGED_RANGE,-1.4,,,,,,,,,降低90%受到的远程伤害。,damaged_range_add,0,,,,0,buff.buff_damaged_1,,0,,,,,,,
208001,爆炸防御无敌,1,199980,,,1151,2,1010,100403|-90,,,,,,,,,,,,,,,,,,,,,1038,,10081,0,1,1,2,2,,,,DAMAGED_EXPLODE,-1.4,,,,,,,,,降低90%受到的爆炸伤害。,damaged_explode_add,0,,,,0,buff.buff_damaged_1,,0,,,,,远古巨像护罩buff,,
208002,爆炸防御无敌,2,199980,,,1151,2,1010,100403|-90,,,,,,,,,,,,,,,,,,,,,1038,,10081,0,1,1,2,2,,,,DAMAGED_EXPLODE,-1.4,,,,,,,,,降低90%受到的爆炸伤害。,damaged_explode_add,0,,,,0,buff.buff_damaged_1,,0,,,,,,,
208003,爆炸防御无敌,3,199980,,,1151,2,1010,100403|-90,,,,,,,,,,,,,,,,,,,,,1038,,10081,0,1,1,2,2,,,,DAMAGED_EXPLODE,-1.4,,,,,,,,,降低90%受到的爆炸伤害。,damaged_explode_add,0,,,,0,buff.buff_damaged_1,,0,,,,,,,
209001,BOSS附身,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558,,,1,1,2,2,,,,,,,,,,,,,,,,,,,skill_frenzy,,,,,,,,,,,
210001,虚空汲取,1,199980,,,,,1010,100311|-50,,,,,,,,,,,,,,,,,,,,,1046,,,0,1,1,2,2,,,,,,,,,,,,,,虚空幻影汲取目标能量时，受到的伤害减少50%,,0,,,,,,,,,,,,,,
220001,坐骑移动速度-爆发,1,10,,,,,1001,100101|40,,,,,,,,,,,,,,,,,,,,,1085,,10094,10,1,1,2,2,,,,,,,,,,,,,,坐骑基础速度提升40%。,,,,,,,,,,,,,,,,
220002,坐骑移动速度-持续爆发,1,199980,,,,,1001,100101|20,,,,,,,,,,,,,,,,,,,,,1085,,10094,0,1,1,2,2,,,,,,,,,,,,,,坐骑基础速度提升20%。,,,,,,,,,,,,,,,,
230001,眩晕1级,1,5,,DamageBuff,1150,1,1020,,1008,,,,,,,,,,,,,,,,,,,,1028,1590,10086,5,1,1,2,2,,,1,SCRIPT_VAR,5,SCRIPT_VAR,15,,,,,,,被控制住了，持续受到伤害。,clasp,1,,,BUFF_DIZZY,,,,0,,,,,,,
230002,幻境1级,2,5,,DamageBuff,1150,1,1020,,1008,,,,,,,,,,,,,,,,,,,,1028,1227,,8,1,1,2,2,,,1,SCRIPT_VAR,5,SCRIPT_VAR,15,,,,,,,陷入幻境。,clasp,1,,,BUFF_DIZZY,,,,0,,,,,,,
240001,音乐力量-振奋,1,5,,AddHPBuff,,,1043,10|2,,,,,,,,,,,,,,,,,,,,,1001,1234,,5,1,1,2,2,,,,SCRIPT_VAR,5,,,,,,,,,每秒恢复2点生命值。,addhpbuff_add,0,,,BUFF_HP_1,,,,0,,,,,,,
250001,音乐力量-削弱,1,10,,DamageBuff,,,1044,10|2|101005,,,,,,,,,,,,,,,,,,,,,1035,1236,,10,1,1,2,2,,,,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每秒损失2点生命值。,damagebuff_wither,0,,,BUFF_POISON_1,,,,0,,,,,,,
260001,幻境1级,1,8,,DamageBuff,1150,1,1020,,1008,,,,,,,,,,,,,,,,,,,,1028,1590,10086,5,1,1,2,2,,,1,SCRIPT_VAR,5,SCRIPT_VAR,15,,,,,,,陷入幻境。,clasp,1,,,BUFF_DIZZY,,,,0,,,,,,,
270001,震慑1级,1,3,,DamageBuff,,,1044,10|5|101005,,,,,,,,,,,,,,,,,,,,,1035,1236,,3,1,1,2,2,,,,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每秒损失5点生命值。,damagebuff_wither,0,,,BUFF_POISON_1,,,,0,,,,,,,
280001,沙尘暴！,1,199980,,,,,1008,50|5|101007,,,,,,,,,,,,,,,,,,,,,1102,,,199980,1,1,2,2,,,,,,,,,,,,,,快隐蔽！沙尘暴来了！,,1,,,,,,,,,,,,,,
280002,抵御沙尘暴,2,199980,,,,,1047,280001,,,,,,,,,,,,,,,,,,,,,1103,,,199980,1,1,2,2,,,,,,,,,,,,,,在沙尘暴中畅通无阻。,,0,,,,,,,,,,,,,,
290001,举盾防御,1,199980,,,,,1010,100401|-70,1010,100402|-70,1014,999999,1001,100101|-50,,,,,,,,,,,,,,,1110,,,199980,1,1,2,2,,,,,,,,,,,,,,坚如磐石，已经没什么好怕的了。,,0,,,,,,,,,,,,,,
998001,跑快快,1,60,,,1152,3,1001,100101|50,1034,101202|-50,,,,,,,,,,,,,,,,,,,1067,1238,10094,60,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999001,继续探险！,1,20,,,1151,2,1018,,,,,,,,,,,,,,,,,,,,,,1058,1231,10081,20,1,1,1,2,,,,,,,,,,,,,,处于保护状态，不受任何伤害，但如果做出攻击或使用物品，此状态就会消失。,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
999002,复活保护,2,5,,,1151,2,1018,,,,,,,,,,,,,,,,,,,,,,1058,1231,10081,5,1,1,1,2,,,,,,,,,,,,,,处于保护时间内，不受任何伤害，主动攻击后取消。,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
999003,无敌,3,199980,,,1151,2,1018,,,,,,,,,,,,,,,,,,,,,,1058,,,0,1,1,2,2,,,,,,,,,,,,,,处于保护时间内，不受任何伤害，主动攻击后取消。,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
1000001,加速100%,1,180,,,,,1001,100101|100,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,180,1,1,2,2,,,,MOVE_SPEED,1,,,,,,,,,加速100%,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
1000002,加速1000%,1,600,,,,,1001,100101|1000,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,600,1,1,2,2,,,,MOVE_SPEED,10,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
1000003,减速,3,600,,,1150,1,1001,100101|-75,,,,,,,,,,,,,,,,,,,,,1068,1238,10094,600,1,1,2,2,,,,MOVE_SPEED,-0.75,,,,,,,,,移动速度降低75%。,move_speed_reduce,1,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
1001001,观察者,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,1239,10095,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,view_dim,1,,,BUFF_WITHER_1,0,buff.buff_wither_1,,0,,,,,,,
1001002,游戏版本过低,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1001003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1002001,病毒感染,1,300,,,1152,3,1016,3101|0|0,1001,100101|50,,,,,,,,,,,,,,,,,,,1035,,,0,2,1,2,2,,,,MOVE_SPEED,0.5,ATTACK_PUNCH,5,DAMAGED_PUNCH,-0.8,DAMAGED_RANGE,-0.8,DIG_SPEED,1,病毒正在不断地侵蚀你的身体！,damagebuff_wither,1,2,25472,,,,3101,0,,,,,,,
1002002,病毒强化,2,300,,,1152,3,1010,100412|-80,1002,100,1003,100311|500,,,,,,,,,,,,,,,,,1035,,,0,2,1,2,2,,,,MOVE_SPEED,0.5,ATTACK_PUNCH,5,DAMAGED_PUNCH,-0.8,DAMAGED_RANGE,-0.8,DIG_SPEED,1,被病毒感染，获得强大的力量。,damagebuff_wither,1,2,25472,,,,,0,,,,,,,
1002003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1003001,变鸡1级,1,5,,,1152,3,1016,3400|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10079,5,1,1,2,2,,,,,,,,,,,,,,喔…喔喔喔…（我变成鸡了？）,damagebuff_wither,1,2,25472,,0,buff.buff_chicken,3400,1,1,,,,,,
1003002,变鸡2级,2,30,,,1152,3,1016,3400|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10079,30,1,1,2,2,,,,,,,,,,,,,,喔…喔喔喔…（我变成鸡了？）,damagebuff_wither,1,2,25472,,0,buff.buff_chicken,3400,1,1,,,,,,
1003003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1004001,变牛1级,1,5,,,1152,3,1016,3401|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10080,5,1,1,2,2,,,,,,,,,,,,,,哞…哞哞哞…（我变成牛了？）,damagebuff_wither,1,2,25472,,0,buff.buff_cow,3401,1,1,,,,,,
1004002,变牛2级,2,30,,,1152,3,1016,3401|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10080,30,1,1,2,2,,,,,,,,,,,,,,哞…哞哞哞…（我变成牛了？）,damagebuff_wither,1,2,25472,,0,buff.buff_cow,3401,1,1,,,,,,
1004003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1005001,变羊1级,1,5,,,1152,3,1016,3403|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10091,5,1,1,2,2,,,,,,,,,,,,,,咩…咩咩咩…（我变成羊了？）,damagebuff_wither,1,2,25472,,0,buff.buff_sheep,3403,1,1,,,,,,
1005002,变羊2级,2,30,,,1152,3,1016,3403|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10091,30,1,1,2,2,,,,,,,,,,,,,,咩…咩咩咩…（我变成羊了？）,damagebuff_wither,1,2,25472,,0,buff.buff_sheep,3403,1,1,,,,,,
1005003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1006001,变恶魔1级,1,5,,,1152,3,1016,3508|1|0,1054,3508|10|5,1055,3508|10,1080,5,,,,,,,,,,,,,,,1035,,10084,5,1,1,2,2,,,,,,,,,,,,,,迷你周年庆恶作剧（我变成恶魔了？）,damagebuff_wither,1,2,25472,,0,buff.buff_evil,3509,1,1,,,,,,
1006002,变恶魔2级,2,30,,,1152,3,1016,3508|1|0,1054,3508|10|5,1055,3508|10,1080,5,,,,,,,,,,,,,,,1035,,10084,30,1,1,2,2,,,,,,,,,,,,,,迷你周年庆恶作剧（我变成恶魔了？）,damagebuff_wither,1,2,25472,,0,buff.buff_evil,3509,1,1,,,,,,
1006003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1007001,变墩墩1级,1,5,,,1152,3,1016,3402|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10089,5,1,1,2,2,,,,,,,,,,,,,,哼…哼哼哼…（我变成墩墩了？）,damagebuff_wither,1,2,25472,,0,buff.buff_dundun,3402,1,1,,,,,,
1007002,变墩墩2级,2,30,,,1152,3,1016,3402|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10089,30,1,1,2,2,,,,,,,,,,,,,,哼…哼哼哼…（我变成墩墩了？）,damagebuff_wither,1,2,25472,,0,buff.buff_dundun,3402,1,1,,,,,,
1007003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1008001,变团子1级,1,5,,,1152,3,1016,3415|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10083,5,1,1,2,2,,,,,,,,,,,,,,啵…啵啵啵…（我变成团子了？）,damagebuff_wither,1,2,25472,,0,buff.buff_dumpling,3415,1,1,,,,,,
1008002,变团子2级,2,30,,,1152,3,1016,3415|1|1,,,,,,,,,,,,,,,,,,,,,1035,,10083,30,1,1,2,2,,,,,,,,,,,,,,啵…啵啵啵…（我变成团子了？）,damagebuff_wither,1,2,25472,,0,buff.buff_dumpling,3415,1,1,,,,,,
1008003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1009001,能量盾,1,10,,,,,1022,50,,,,,,,,,,,,,,,,,,,,,1056,1580,10090,10,1,1,2,2,,,,DAMAGE_ABSORB,50,,,,,,,,,一个生命值为50点的能量盾,"
Hamster_Ball",0,,,BUFF_HAMSTER_1,0,buff.buff_pop,,0,,,,,,,
1009002,游戏版本过低,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,30,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1009003,游戏版本过低,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,180,1,1,2,2,,,,,,,,,,,,,,当你看到这个的时候，证明你的游戏版本过低了！,unknown,0,,,,,,,0,,,,,,,
1009004,炎狱火,1,3,,,,,1008,10|1|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,4,1,1,2,2,,,,,,,,,,,,,,每1秒造成1点伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,属性值1是伤害类型，属性值2是伤害点数,,
1009005,幽冥火,2,3,,,,,1008,10|2|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,4,1,1,2,2,,,,,,,,,,,,,,每1秒造成2点伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
1009006,减速,1,3,,,,,1001,100101|-25,,,,,,,,,,,,,,,,,,,,,1068,1238,10094,4,1,1,2,2,,,1,MOVE_SPEED,-0.25,,,,,,,,,移动速度被降低，持续3秒。,move_speed_reduce,1,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
1009007,会员采集加速,1,10,,,,,1002,10,,,,,,,,,,,,,,,,,,,,,1052,1238,10094,0,1,2,2,2,,,,DIG_SPEED,0.1,,,,,,,,,采集速度提高10%。,dig_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
1010001,病毒强化,2,300,,,,,1010,100412|-80,1002,50,1003,100311|500,,,,,,,,,,,,,,,,,1035,,,0,2,1,2,2,,,,MOVE_SPEED,0.5,ATTACK_PUNCH,5,DAMAGED_PUNCH,-0.8,DAMAGED_RANGE,-0.8,DIG_SPEED,1,被病毒感染，获得强大的力量。,damagebuff_wither,1,2,25472,,,,,0,,,,,,,
1011001,近战伤害提升,1,25,,,,,1003,100301|5,,,,,,,,,,,,,,,,,,,,,1016,1582,10980,25,1,1,2,2,,,1,ATTACK_PUNCH,0.05,,,,,,,,,近战伤害提高5%。,attack_punch_add,0,,,BUFF_Demage_puch,0,ent.4503.attack1,,0,,,,,,,
1012001,远程伤害提升,1,25,,,,,1003,100302|5,,,,,,,,,,,,,,,,,,,,,1018,1583,10980,25,1,1,2,2,,,1,ATTACK_RANGE,0.05,,,,,,,,,远程伤害提高5%。,attack_range_add,0,,,BUFF_Demage_range,0,ent.4503.attack1,,0,,,,,,,
1013001,日轮,1,10,,,,,1022,20,,,,,,,,,,,,,,,,,,,,,1056,1581,10981,25,1,1,2,2,,,,DAMAGE_ABSORB,20,,,,,,,,,一个生命值为20点的护盾,"
Hamster_Ball",0,,,BUFF_Strong,0,ent.4502.attack1,,0,,,,,,,
1014001,流血免疫,1,180,,,,,1050,4,,,,,,,,,,,,,,,,,,,,,1105,1580,10090,180,1,1,2,2,,,,,,,,,,,,,,血小板突然变得非常给力！,bleeding_defence,0,,,BUFF_HAMSTER_1,,buff.buff_pop,,,,,,,,,
1015001,警觉,1,5,,,,,1009,10,,,,,,,,,,,,,,,,,,,,,1106,,10081,5,1,1,2,2,,,,,,,,,,,,,,在沙漠里露天睡觉总感觉有什么东西在盯着我，还是搭个帐篷比较好。,watchfulness,0,,,,,,,,,,,,,,
